name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VISTRA ENERGY CORP,92840M102,147223,7906691,,
BAUSCH HEALTH COS INC,071734107,143750,7859464,,
PG&E CORP,69331C108,116401,13122969,,PCG-PX
EDISON INTL,281020107,86126,1585826,,
BAUSCH HEALTH COS INC,071734907,38500,1750000,CALL,
EAGLE BULK SHIPPING INC,Y2187A143,30170,13779832,,
OI SA,670851500,26530,25266610,,
TIM PARTICIPACOES S A,88706P205,25069,1937302,,
SLM CORP,78442P106,21622,3075730,,SLMBP
OCCIDENTAL PETE CORP,674599105,20894,1141745,,
ALBERTSONS COS INC,013091103,19823,1257000,,
ALTICE USA INC,02156K103,19392,860320,,
DISCOVERY INC,25470F104,18569,880025,,
ALTRIA GROUP INC,02209S103,18239,464689,,
FOX CORP,35137L105,16023,597439,,FOX
L BRANDS INC,501797104,13859,925776,,
VALVOLINE INC,92047W101,13423,694408,,VVV
VODAFONE GROUP PLC NEW,92857W308,12142,761714,,
SINCLAIR BROADCAST GROUP INC,829226109,9267,502023,,
NAVIENT CORPORATION,63938C108,8311,1182271,,JSM
NATURAL RESOURCE PARTNERS L,63900P608,6832,560450,,
WILLIAMS COS INC,969457100,3902,205163,,
AMBAC FINL GROUP INC,023139116,239,39906,,
