name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
DISH NETWORK CORP,25470MAB5,533287,582000000,,
DISH NETWORK CORP,25470M109,441680,12963900,,
VICI PPTYS INC,925652109,82219,3630000,,
ATHENE HLDG LTD,G0684D107,81689,1942212,,
PG&E CORP,69331C108,64000,6400000,,PCG-PX
PIONEER NAT RES CO,723787107,27921,222000,,
FOX CORP,35137L105,22863,725000,,FOX
SEADRILL LTD,G7998G106,13980,6657192,,SDRL
L BRANDS INC,501797104,12734,650000,,
VALARIS PLC,G9402V109,9590,1993750,,
ENSCO JERSEY FIN LTD,29359WAB1,3994,6000000,,
REALOGY HLDGS CORP,75605Y106,3340,500000,,
SURGERY PARTNERS INC,86881A100,890,120474,,
