name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SURGERY PARTNERS INC,86881A100,158049328,10229730,,
BOEING CO,097023105,144167680,664000,,BA-PA
BOEING CO,097023204,118379340,1706000,,BA-PA
PG&E CORP,69331CAL2,113533200,110000000,,PCG-PX
LPL FINL HLDGS INC,50212V100,37145680,104000,,
AGNC INVT CORP,00123Q104,34850720,3251000,,
ANNALY CAPITAL MANAGEMENT IN,035710839,31890391,1426225,,
UWM HOLDINGS CORPORATION,91823B109,20121720,4594000,,UWMC
ALLY FINL INC,02005N100,19859665,438500,,
UNITI GROUP LLC,912932100,17512564,2498226,,
RH,74967X103,15586050,87000,,RH
OPTIMUM COMMUNICATIONS INC,02156K103,13253008,8032126,,
