name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SPDR S&P 500 ETF TR,78462F103,1453234000,3800000,PUT,
IQVIA HLDGS INC,46266C105,667554568,3258112,,
THERMO FISHER SCIENTIFIC INC,883556102,639879202,1161959,,TMO
TRANSUNION,89400J107,503026041,8863895,,TRU
SALESFORCE INC,79466L302,501301310,3780838,,
ARAMARK,03852U106,447666065,10828884,,ARMK
BOSTON SCIENTIFIC CORP,101137107,428472091,9260257,,BSX
MICROSOFT CORP,594918104,404930794,1688478,,MSFT
ASTRAZENECA PLC,046353108,398424124,5876462,,AZN
CENTENE CORP DEL,15135B101,376552277,4591541,,CNC
S&P GLOBAL INC,78409V104,360763874,1077100,,SPGI
INTUIT,461202103,351115362,902100,,
FULL TRUCK ALLIANCE CO LTD,35969L108,347517944,43439743,,
EQUIFAX INC,294429105,330897317,1702497,,EFX
SHERWIN WILLIAMS CO,824348106,328890015,1385792,,SHW
ELEVANCE HEALTH INC,036752103,325376871,634300,,
HOWMET AEROSPACE INC,443201108,319510782,8107353,,HWM
MASTERCARD INCORPORATED,57636Q104,318580142,916171,,
DYNATRACE INC,268150109,303269703,7918269,,
WABTEC,929740108,273272793,2737930,,
ALPHABET INC,02079K107,268509402,3026140,,GOOGN
SERVICENOW INC,81762P102,259616736,668650,,
VISA INC,92826C839,259494318,1249010,,V
BLACKSTONE INC,09260D107,241039675,3248951,,BX
AON PLC,G0403H108,236536132,788086,,AON
ALIBABA GROUP HLDG LTD,01609W102,234407490,2661000,,
PINDUODUO INC,722304AC6,212721850,227510000,,
BLOCK INC,852234103,202219120,3218000,,
NEW YORK TIMES CO,650111107,196992956,6068791,,NYT
IQIYI INC,46267XAD0,193841375,238574000,,
UNITED THERAPEUTICS CORP DEL,91307C102,182391723,655873,,UTHR
COSTAR GROUP INC,22160N109,176212697,2280185,,
EXELIXIS INC,30161Q104,174325110,10868149,,
BIOGEN INC,09062X103,164130207,592699,,BIIB
ABBVIE INC,00287Y109,151786051,939212,,ABBV
HUMANA INC,444859102,138496176,270400,,HUM
BEAM THERAPEUTICS INC,07373V105,132970910,3399921,,BEAM
CLARIVATE PLC,G21810109,126579791,15177433,,CLVT
SAREPTA THERAPEUTICS INC,803607100,120366862,928900,,
HELLO GROUP INC,60879BAB3,118471129,123449000,,MOMO
IQIYI INC,46267XAE8,116777750,186100000,,
MASIMO CORP,574795100,112220075,758500,,
SEA LTD,81141RAG5,110555535,150000000,,SE
PG&E CORP,69331C108,83822609,5155142,,PCG-PX
KE HLDGS INC,482497104,80388660,5758500,,
CYTOKINETICS INC,23282W605,77973635,1701738,,CYTK
LUFAX HOLDING LTD,54975P102,74566614,38436399,,LU
ENANTA PHARMACEUTICALS INC,29251M106,72106000,1550000,,ENTA
VNET GROUP INC,90138VAB3,71922086,87250000,,
CVS HEALTH CORP,126650100,64697996,694259,,CVS
INSPIRE MED SYS INC,457730109,61105080,242596,,
BRUKER CORP,116794108,58733155,859300,,BRKRP
AGIOS PHARMACEUTICALS INC,00847X104,56885278,2025829,,
SUNRUN INC,86771WAB1,55613768,79236000,,RUN
JOYY INC,98426TAD8,51364152,53498000,,JOYY
MADRIGAL PHARMACEUTICALS INC,558868105,44408250,153000,,
REVOLUTION MEDICINES INC,76155X100,40446717,1698015,,
PROTAGONIST THERAPEUTICS INC,74366E102,39842087,3651887,,
CAZOO GROUP LTD,14986TAA3,37500000,100000000,,
LEGEND BIOTECH CORP,52490G102,37270971,746614,,LEGN
JAZZ PHARMACEUTICALS PLC,G50871105,36609438,229800,,JAZZ
PACIFIC BIOSCIENCES CALIF IN,69404D108,32755992,4004400,,
IVERIC BIO INC,46583P102,31301420,1462000,,
ALNYLAM PHARMACEUTICALS INC,02043Q107,30907808,130056,,
KHOSLA VENTURES ACQUT CO III,482506102,27963595,2809000,,
BERENSON ACQUISITION CORP I,083690107,25108875,2475000,,
METALS ACQUISITION CORP,G60405100,24909449,2489700,,
SPOTIFY USA INC,84921RAB6,24775638,30500000,,
APELLIS PHARMACEUTICALS INC,03753U106,23290184,450400,,
UNITY SOFTWARE INC,91332UAB7,22984800,30500000,,U
CARA THERAPEUTICS INC,140755109,22276908,2074200,,
BIONTECH SE,09075V102,21030800,140000,,BNTX
