name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464288281,89950980,1016625,,
CRH PLC,G25508105,61645557,822160,,
ISHARES TR,46429B598,38494336,690110,,
ISHARES INC,46434G764,36515626,616818,,
HDFC BANK LTD,40415F101,32990740,512836,,HDB
ISHARES INC,464286400,11231154,410946,,
CNH INDL N V,N20944109,10371388,1023829,,
FLUTTER ENTMT PLC,G3643J108,10309540,56534,,
ISHARES TR,464287242,7222138,67421,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,7105353,40880,,
ISHARES TR,464288513,6882045,89215,,
WESTROCK CO,96145D105,5879867,116989,,
META PLATFORMS INC,30303M102,5627599,11161,,
ORACLE CORP,68389X105,4596907,32556,,ORCL-PD
ISHARES TR,46429B614,4209480,52046,,
ISHARES INC,464286822,3313893,58539,,
TOYOTA MOTOR CORP,892331307,3288744,16045,,
INDIVIOR PLC,G4766E116,3224000,200000,,
ISHARES INC,46434G814,3223392,143517,,
SELECT SECTOR SPDR TR,81369Y506,3128086,34318,,
ALIBABA GROUP HLDG LTD,01609W102,2372112,32946,,
DEUTSCHE BANK A G,D18190898,2289861,143655,,
ISHARES TR,464287184,2276932,87608,,
MICROSTRATEGY INC,594972408,2100657,1525,,
GSK PLC,37733W204,2028835,52697,,GLAXF
AMAZON COM INC,023135106,1932500,10000,,AMZN
SELECT SECTOR SPDR TR,81369Y803,1883139,8324,,
BAIDU INC,056752108,1532599,17722,,
ISHARES INC,464286772,1386833,20984,,
FERRARI N V,N3167Y103,1369265,3353,,
ISHARES TR,464287226,1317822,13576,,
ISHARES INC,464286871,1296124,84714,,
SEA LTD,81141R100,1261420,17662,,SE
NVIDIA CORPORATION,67066G104,1238859,10028,,NVDA
NETEASE INC,64110W102,1146960,12000,,
NOVA LTD,M7516K103,1145445,4884,,NVMI
TOWER SEMICONDUCTOR LTD,M87915274,1125249,28625,,TSEM
CELSIUS HLDGS INC,15118V207,1119535,19610,,
WISDOMTREE TR,97717W422,1087459,22524,,
ORMAT TECHNOLOGIES INC,686688102,1005951,14030,,
JOHN BEAN TECHNOLOGIES CORP,477839104,945046,9951,,
SPDR SER TR,78464A870,927100,10000,,
ISHARES TR,46434V423,911066,22429,,
LI AUTO INC,50202M102,898720,50264,,LAAOF
BROADCOM INC,11135F101,802765,500,,AVGO
SHELL PLC,780259305,798383,11061,,RYDAF
BILIBILI INC,090040106,727595,47124,,BLBLF
ICICI BANK LIMITED,45104G104,720250,25000,,
V F CORP,918204108,693900,51400,,VFC
ASML HOLDING N V,N07059210,639206,625,,
GENERAL MTRS CO,37045V100,635666,13682,,
QUANEX BLDG PRODS CORP,747619104,610761,22089,,
FORD MTR CO DEL,345370860,604039,48169,,
AXON ENTERPRISE INC,05464C101,588480,2000,,
PARSONS CORP DEL,70202L102,534219,6530,,PSN
HAFNIA LTD,G4233B109,527043,62818,,HAFN
SELECT SECTOR SPDR TR,81369Y704,525991,4316,,
HSBC HLDGS PLC,404280406,521739,11994,,
DBX ETF TR,233051879,517856,21971,,
SELECT SECTOR SPDR TR,81369Y860,460613,11992,,
LINDE PLC,G54950103,442759,1009,,LIN
BW LPG LTD,G17384101,440786,23102,,BWLP
NEXTERA ENERGY INC,65339F101,407441,5754,,NEE-PS
CORECIVIC INC,21871N101,373344,28763,,
FERGUSON PLC NEW,G3421J106,346053,1787,,
SELECT SECTOR SPDR TR,81369Y100,333370,3775,,
ARAMARK,03852U106,319006,9377,,ARMK
VANECK ETF TRUST,92189F676,310494,1191,,
SELECT SECTOR SPDR TR,81369Y605,300144,7301,,
FRONTLINE PLC,M46528101,280140,10875,,FRO
ENLIGHT RENEWABLE ENERGY LTD,M4056D110,253130,15664,,ENLT
ALPHA & OMEGA SEMICONDUCTOR,G6331P104,247800,6631,,AOSL
VISA INC,92826C839,241472,920,,V
CAMTEK LTD,M20791105,236578,1889,,CAMT
ELBIT SYS LTD,M3760D101,231739,1312,,
WHIRLPOOL CORP,963320106,209919,2054,,
ISHARES TR,464288224,146174,10974,,
XPENG INC,98422D105,95788,13068,,XPNGF
EVOGENE LTD,M4119S104,8664,13321,,EVGN
