name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042858,3129429,73633612,,
ISHARES TR,464287234,3072001,71575042,,
SPDR S&P 500 ETF TR,78462F103,2250834,7968119,,
ISHARES INC,46434G103,2124624,41087297,,
ISHARES TR,464287200,625371,2197677,,
SPDR GOLD TRUST,78463V107,491453,4027972,,GLD
ISHARES INC,464286400,382211,9324499,,
ISHARES TR,464287242,312217,2622354,,
ISHARES TR,464287432,282283,2232543,,
ISHARES TR,464288513,245785,2842430,,
ISHARES INC,464286772,229657,3767959,,
ISHARES TR,464288281,203398,1848066,,
ISHARES TR,464287465,168225,2593664,,
VANGUARD TAX MANAGED INTL FD,921943858,167060,4087594,,
ISHARES TR,464287176,158141,1398613,,
ISHARES TR,46432F842,154463,2541766,,
ISHARES GOLD TRUST,464285105,143722,11609220,,IAU
BIOGEN INC,09062X103,56821,240378,,BIIB
BRISTOL MYERS SQUIBB CO,110122108,47199,989293,,CELG-RI
ALLIANCE DATA SYSTEMS CORP,018581108,45670,261001,,
EASTMAN CHEMICAL CO,277432100,45530,600024,,EMN
UNITED RENTALS INC,911363109,42857,375118,,
MACYS INC,55616P104,37197,1547952,,
NUCOR CORP,670346105,37084,635546,,NUE
ROYAL BK CDA MONTREAL QUE,780087102,35834,474832,,
PVH CORP,693656100,34316,281398,,
CVS HEALTH CORP,126650100,34309,636180,,CVS
TORONTO DOMINION BK ONT,891160509,32936,606735,,
MONSTER BEVERAGE CORP NEW,61174X109,30034,550267,,MNST
LYONDELLBASELL INDUSTRIES N,N53745100,29028,345245,,
CITRIX SYS INC,177376100,28928,290266,,
MICRON TECHNOLOGY INC,595112103,28889,698985,,MU
TD AMERITRADE HLDG CORP,87236Y108,28737,574854,,
AT&T INC,00206R102,27372,872821,,T-PC
AMERISOURCEBERGEN CORP,03073E105,26510,333371,,
BED BATH & BEYOND INC,075896100,26324,1549370,,
FEDEX CORP,31428X106,26186,144346,,FDX
CARDINAL HEALTH INC,14149Y108,25838,536618,,CAH
EQT CORP,26884L109,25342,1221875,,EQT
DAVITA INC,23918K108,23240,428075,,DVA
PHILLIPS 66,718546104,22785,239410,,PSX
BANK N S HALIFAX,064149107,22154,416027,,
MOSAIC CO NEW,61945C103,21649,792697,,MOS
CANADIAN NATL RY CO,136375102,21496,240057,,
NORDSTROM INC,655664100,21415,482540,,
INTL PAPER CO,460146103,21405,462620,,
ISHARES INC,464286822,21271,487976,,
REALOGY HLDGS CORP,75605Y106,20440,1793024,,
URBAN OUTFITTERS INC,917047102,19781,667373,,URBN
SUNCOR ENERGY INC NEW,867224107,19652,606200,,SU
PULTE GROUP INC,745867101,18871,674925,,
CLEVELAND CLIFFS INC,185899101,18751,1876999,,
CBS CORP NEW,124857202,18607,391469,,
MCKESSON CORP,58155Q103,18378,156995,,MCK
HOLLYFRONTIER CORP,436106108,17889,363078,,
INTEL CORP,458140100,16689,310789,,INTC
INTERPUBLIC GROUP COS INC,460690100,16686,794178,,
ALIBABA GROUP HLDG LTD,01609W102,16646,91238,,
TEXTRON INC,883203101,16482,325345,,TXT
DISH NETWORK CORP,25470M109,16281,513771,,
F5 NETWORKS INC,315616102,16234,103448,,
NETAPP INC,64110D104,15902,229338,,
BANK MONTREAL QUE,063671101,15686,209582,,
AUTONATION INC,05329W102,15651,438167,,
LAUDER ESTEE COS INC,518439104,15436,93241,,
KOHLS CORP,500255104,14934,217153,,KSS
SOUTHWESTERN ENERGY CO,845467109,14921,3181528,,
THE CHARLES SCHWAB CORPORATI,808513105,14135,330575,,
TRANSCANADA CORP,89353D107,14134,314592,,
