name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMC ENTMT HLDGS INC,00165C104,226720,4000000,PUT,
SPDR S&P 500 ETF TR,78462F103,214030,500000,PUT,
FRONTIER COMMUNICATIONS PARE,35909D109,194477,7366567,,
DISH NETWORK CORPORATION,25470MAB5,124635,121895000,,
LIBERTY LATIN AMERICA LTD,53069QAB5,100518,98583000,,LILAP
LIBERTY MEDIA CORP DEL,530715AL5,92546,122019000,,FWONB
LIBERTY MEDIA CORP DEL,530715AG6,46024,59901000,,FWONB
EZCORP INC,302301AE6,45549,51431000,,EZPW
CONSOLIDATED COMM HLDGS INC,209034107,33515,3812892,,
SENTINELONE INC,81730H109,29750,700000,,
KATAPULT HOLDINGS INC,485859102,28386,2625876,,
GORES HLDGS V INC,382864106,25250,2500000,,
GOODRICH PETE CORP,382410843,23438,1569878,,
GAMESTOP CORP NEW,36467W109,21414,100000,PUT,GME-WT
BED BATH & BEYOND INC,075896100,16645,500000,PUT,
CHESAPEAKE ENERGY CORP,165167735,14237,274211,,
BLACKBERRY LTD,09228F103,12220,1000000,PUT,BB
MICROVISION INC DEL,594960304,8375,500000,PUT,
NUVASIVE INC,670704AJ4,7150,7200000,,
SOARING EAGLE ACQUISITION CO,G8354H100,2648,250000,,
GORES HLDGS V INC,382864114,1908,935351,,
MYT NETHERLANDS PARENT B V,55406W103,840,27603,,
