name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
PG&E CORP,69331C108,960478200,59070000,,PCG-PX
COLGATE PALMOLIVE CO,194162103,910024500,11550000,,CL
DANAHER CORPORATION,235851102,716634000,2700000,,
BATH & BODY WORKS INC,070830104,579425000,13750000,,
UNITEDHEALTH GROUP INC,91324P102,355220600,670000,,UNH
AMERICAN INTL GROUP INC,026874784,322524000,5100000,,
MICROSOFT CORP,594918104,282987600,1180000,,MSFT
INTERNATIONAL FLAVORS&FRAGRA,459506101,241132000,2300000,,
SENTINELONE INC,81730H109,214473000,14700000,,
TJX COS INC NEW,872540109,210940000,2650000,,
DUPONT DE NEMOURS INC,26614N102,205890000,3000000,,
OVINTIV INC,69047Q102,202840000,4000000,,OVV
FIDELITY NATL INFORMATION SV,31620M106,135700000,2000000,,
FERGUSON PLC NEW,G3421J106,117447250,925000,,
DISNEY WALT CO,254687106,82536000,950000,,
HERTZ GLOBAL HLDGS INC,42806J700,82336500,5350000,,
PG&E CORP,69331C140,67937040,471000,,PCG-PX
LABORATORY CORP AMER HLDGS,50540R409,45241595,192125,,
JAWS MUSTANG ACQUISITION COR,G50737108,40420000,4000000,,
GLOBAL BLUE GROUP HOLDING AG,H33700107,39529093,8537601,,
VENTYX BIOSCIENCES INC,92332V107,32790000,1000000,,
KHOSLA VENTURES ACQUT CO III,482506102,19910000,2000000,,
BLUE WHALE ACQUISITION CORP,G1330M103,19580000,2000000,,
RICE ACQUISITION CORP II,G75529100,15255000,1500000,,
DRAGONEER GROWTH OPT CORP II,G28315102,11832000,1200000,,
EG ACQUISITION CORP,26846A100,10991925,1102500,,
DISRUPTIVE ACQUISITION CORP,G2770Y110,10055000,1000000,,
LOGISTICS INNOVTN TECHNLGS C,54141L100,9951300,1000000,,
JAWS HURRICANE ACQUISITN COR,47201B103,9897608,992739,,
JETBLUE AIRWAYS CORP,477143AP6,5551640,7615000,,JBLU
ISHARES TR,464287457,4931727,60758,,
AURORA INNOVATION INC,051774107,1249280,1032463,,
RICE ACQUISITION CORP II,G75529126,625000,500000,,
GLOBAL BLUE GROUP HOLDING AG,H33700115,414800,1333333,,
AURORA INNOVATION INC,051774115,238550,1835000,,
BLUESCAPE OPPORTUNITIES ACQU,G1195N113,160000,1000000,,
TMC THE METALS COMPANY INC,87261Y114,80000,1000000,,
EG ACQUISITION CORP,26846A118,70927,367499,,
COMPUTE HEALTH ACQUISITIN CO,204833115,70250,625000,,
JAWS MUSTANG ACQUISITION COR,G50737124,65000,1000000,,
JAWS HURRICANE ACQUISITN COR,47201B111,39834,248184,,
BLUE WHALE ACQUISITION CORP,G1330M129,36150,500000,,
SOCIAL LEVERAGE ACQUISN CORP,83363K110,14950,250000,,
LOGISTICS INNOVTN TECHNLGS C,54141L118,13367,333332,,
