name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,1540653,4997089,,MSFT
AMAZON COM INC,023135106,1453279,445798,,AMZN
WORKDAY INC,98138H101,1226637,5122512,,
SERVICENOW INC,81762P102,1102168,1979148,,
BATH & BODY WORKS INC,070830104,1062198,22221713,,
MASTERCARD INCORPORATED,57636Q104,864559,2419160,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,832142,7981414,,
META PLATFORMS INC,30303M102,814297,3662065,,
VISA INC,92826C839,763417,3442381,,V
SHOPIFY INC,82509L107,699147,1034303,,SHOP
MATCH GROUP INC NEW,57667L107,674345,6201440,,
SNAP INC,83304A106,664438,18461748,,SNAP
RH,74967X103,557351,1709193,,RH
DOORDASH INC,25809K105,533775,4554779,,
DATADOG INC,23804L103,449152,2965288,,
UNITEDHEALTH GROUP INC,91324P102,441419,865578,,UNH
ATLASSIAN CORP PLC,G06242104,411663,1401024,,
BLOCK INC,852234103,404646,2984115,,
VICTORIAS SECRET AND CO,926400102,379895,7396702,,
DICKS SPORTING GOODS INC,253393102,373240,3731656,,
BILL COM HLDGS INC,090043100,309648,1365353,,
THERMO FISHER SCIENTIFIC INC,883556102,307557,520709,,TMO
FARFETCH LTD,30744W107,260083,17201243,,
HUBSPOT INC,443573100,212275,446951,,HUBS
MARQETA INC,57142B104,183372,16609826,,
SWEETGREEN INC,87043Q108,145763,4556503,,
FIRST CTZNS BANCSHARES INC N,31946M103,60992,91634,,
AVIDXCHANGE HOLDINGS INC,05368X102,40899,5080632,,
VTEX,G9470A102,32441,5274887,,VTEX
PROSHARES TR II,74347Y854,8285,500000,PUT,
