name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UBER TECHNOLOGIES INC,90353T100,317764180,6909419,,
NVIDIA CORPORATION,67066G104,313172355,719953,,NVDA
DISNEY WALT CO,254687106,239097500,2950000,,
AMAZON COM INC,023135106,216499979,1703115,,AMZN
META PLATFORMS INC,30303M102,214321120,713904,,
MAPLEBEAR INC,565394103,209431627,7053945,,CART
MICROSOFT CORP,594918104,206475240,653920,,MSFT
ADVANCED MICRO DEVICES INC,007903107,148942070,1448571,,AMD
NETFLIX INC,64110L106,133867885,354523,,NFLX
INTUIT,461202103,129720002,253885,,
LAM RESEARCH CORP,512807108,110734590,176675,,LRCX
ALPHABET INC,02079K305,110076161,841175,,GOOGN
VERTIV HOLDINGS CO,92537N108,104743668,2815690,,VRT
ADOBE INC,00724F101,103699893,203373,,ADBE
EATON CORP PLC,G29183103,102910373,482513,,ETN
ALBEMARLE CORP,012653101,100596174,591603,,ALB-PA
EQUINIX INC,29444U700,89340148,123014,,EQIX
SOLAREDGE TECHNOLOGIES INC,83417M104,87610277,676475,,
CROWDSTRIKE HLDGS INC,22788C105,79884616,477265,,
APPLIED MATLS INC,038222105,73563331,531335,,
FIRST CTZNS BANCSHARES INC N,31946M103,72438689,52488,,
NU HLDGS LTD,G6683N103,70825315,9769009,,
PINTEREST INC,72352L106,68422445,2531352,,
PARAMOUNT GLOBAL,92556H206,63145397,4894992,,
SHOPIFY INC,82509L107,62997245,1154430,,SHOP
GENERAC HLDGS INC,368736104,61107165,560822,,
UIPATH INC,90364P105,59370725,3469943,,
ZILLOW GROUP INC,98954M200,54441104,1179400,,
UPSTART HLDGS INC,91680M107,47514619,1664843,,
UNITEDHEALTH GROUP INC,91324P102,46675893,92576,,UNH
APPLOVIN CORP,03831W108,46090663,1153420,,APP
KRANESHARES TR,500767306,45411674,1659177,,
GAP INC,364760108,42646061,4011859,,GAP
INTUITIVE SURGICAL INC,46120E602,41693415,142644,,ISRG
CHARTER COMMUNICATIONS INC N,16119P108,40581752,92269,,
QUANTUMSCAPE CORP,74767V109,40050856,5986675,,QS
PDD HOLDINGS INC,722304102,35152897,358447,,PDD
TESLA INC,88160R101,33111613,132330,,
ALIBABA GROUP HLDG LTD,01609W102,31300476,360854,,
ELI LILLY & CO,532457108,30343011,56491,,LLY
SEA LTD,81141R100,29811637,678308,,SE
KE HLDGS INC,482497104,28866005,1859923,,
CHARGEPOINT HOLDINGS INC,15961R105,24186097,4866418,,
ALPHABET INC,02079K107,22001018,166864,,GOOGN
DANAHER CORPORATION,235851102,21885645,88213,,
ZILLOW GROUP INC,98954M101,21600918,482271,,
LUCID GROUP INC,549498103,21325621,3814959,,
PLUG POWER INC,72919P202,19809582,2606524,,PLUG
NEW ORIENTAL ED & TECHNOLOGY,647581206,16869777,288126,,
HASHICORP INC,418100103,16380023,717478,,
RIVIAN AUTOMOTIVE INC,76954A103,15030558,619051,,
NOVOCURE LTD,G6674U108,14303651,885675,,NVCR
MODERNA INC,60770K107,14060455,136126,,
PELOTON INTERACTIVE INC,70614W100,12625000,2500000,,
FISKER INC,33813J106,12209948,1901861,,
RINGCENTRAL INC,76680R206,12188330,411351,,
H WORLD GROUP LTD,44332N106,12097873,306819,,HWLDF
TAIWAN SEMICONDUCTOR MFG LTD,874039100,9899561,113919,,
CROCS INC,227046109,9699124,109930,,
NIKOLA CORP,654110105,8191610,5217586,,
VICTORIAS SECRET AND CO,926400102,7447503,446493,,
JD.COM INC,47215P106,7346178,252186,,
NOVO-NORDISK A S,670100205,6900527,75880,,
KANZHUN LIMITED,48553T106,6773147,446483,,
NXP SEMICONDUCTORS N V,N6596X109,6553977,32783,,
ZTO EXPRESS CAYMAN INC,98980A105,6191653,256171,,
ON SEMICONDUCTOR CORP,682189105,5242473,56401,,ON
BLOCK INC,852234103,5098619,115197,,
ORACLE CORP,68389X105,5044864,47629,,ORCL-PD
BEYOND MEAT INC,08862E109,4719957,490640,,
HERTZ GLOBAL HLDGS INC,42806J148,4664021,762095,,
STITCH FIX INC,860897107,4632695,1342810,,
TRIP COM GROUP LTD,89677Q107,4365620,124839,,
BITDEER TECHNOLOGIES GROUP,G11448100,4305022,446579,,BTDR
BLOOM ENERGY CORP,093712107,3435268,259070,,BE
OLAPLEX HLDGS INC,679369108,2762780,1416810,,
AGORA INC,00851L103,2269299,896956,,
SUNRUN INC,86771W105,2079635,165576,,RUN
AMC ENTMT HLDGS INC,00165C302,1822807,228136,,
ROGERS COMMUNICATIONS INC,775109200,1591112,41446,,RCIAF
PAYPAL HLDGS INC,70450Y103,1588241,27168,,
HERTZ GLOBAL HLDGS INC,42806J700,1308582,106823,,
C3 AI INC,12468P104,132219,5181,,
MEDICAL PPTYS TRUST INC,58463J304,115862,21259,,
PALANTIR TECHNOLOGIES INC,69608A108,94608,5913,,PLTR
PUBLIC STORAGE,74460D109,65880,250,,PSA-PS
