name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,2046976,15280500,,MSFT
FACEBOOK INC,30303M102,1732194,8975100,,
JD COM INC,47215P106,1600838,52850366,,
AMAZON COM INC,023135106,1333328,704112,,AMZN
FIAT CHRYSLER AUTOMOBILES N,N31738102,1302517,94248728,,
APOLLO GLOBAL MGMT LLC,037612306,1291858,37663500,,
TRANSDIGM GROUP INC,893641100,999531,2066000,,TDG
NETFLIX INC,64110L106,788567,2146813,,NFLX
ALIBABA GROUP HLDG LTD,01609W102,733591,4329245,,
SPOTIFY TECHNOLOGY S A,L8681T102,608441,4161135,,
FLEETCOR TECHNOLOGIES INC,339041105,485056,1727100,,
SEA LTD,81141R100,451742,13598500,,SE
SUNRUN INC,86771W105,410251,21868400,,RUN
TAL EDUCATION GROUP,874080104,359055,9424023,,TAL
SALESFORCE COM INC,79466L302,346967,2286739,,
RINGCENTRAL INC,76680R206,345105,3003000,,
UBER TECHNOLOGIES INC,90353T100,309091,6664323,,
ZENDESK INC,98936J101,240559,2702000,,
MERCADOLIBRE INC,58733R102,238284,389500,,MELI
NEW ORIENTAL ED & TECH GRP I,647581107,227311,2353600,,
SVMK INC,78489X103,224277,13584284,,
SERVICENOW INC,81762P102,219546,799600,,
GDS HLDGS LTD,36165L108,215301,5730659,,
ADOBE INC,00724F101,210380,714000,,ADBE
CARVANA CO,146869102,177178,2830769,,CVNA
TWILIO INC,90138F102,147122,1079000,,TWLO
MASTERCARD INC,57636Q104,145474,549932,,MA
EVENTBRITE INC,29975E109,135228,8347422,,
DESPEGAR COM CORP,G27358103,128573,9256550,,
8X8 INC NEW,282914100,113993,4730000,,
SMARTSHEET INC,83200N103,109142,2255000,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,106548,1200000,,
ATLASSIAN CORP PLC,G06242104,68025,519906,,
MONGODB INC,60937P106,60380,397000,,
STONECO LTD,G85158106,57847,1955624,,STNE
ELASTIC N V,N14506104,55099,738000,,
TENCENT MUSIC ENTMT GROUP,88034P109,40473,2700000,,
SWITCH INC,87105L104,32332,2470000,,
LINX S A,53619W101,30552,3350000,,
VISA INC,92826C839,28289,163000,,V
CHEWY INC,16679L109,28000,800000,,
BARCLAYS BK PLC,06746P621,22921,881575,,
PINDUODUO INC,722304102,22445,1088000,,
SHOPIFY INC,82509L107,21011,70000,,SHOP
REDFIN CORP,75737F108,20994,1167656,,
IQIYI INC,46267X108,20650,1000000,,
ZTO EXPRESS CAYMAN INC,98980A105,19013,994400,,
CROWDSTRIKE HLDGS INC,22788C105,17073,250000,,
PURE STORAGE INC,74624M102,15270,1000000,,
DOCUSIGN INC,256163106,14913,300000,,
PIVOTAL SOFTWARE INC,72582H107,13728,1300000,,
FARFETCH LTD,30744W107,10400,500000,,
HUYA INC,44852D108,8945,362000,,HUYA
CERIDIAN HCM HLDG INC,15677J108,8534,170000,,
FASTLY INC,31188V100,8112,400000,,
OKTA INC,679295105,7411,60000,,
AVALARA INC,05338G106,7220,100000,,
PAGERDUTY INC,69553P100,7058,150000,,
LUCKIN COFFEE INC,54951L109,5847,300000,,LKNCY
DROPBOX INC,26210C104,5010,200000,,
RISE ED CAYMAN LTD,76761L102,4765,500000,,
TENABLE HLDGS INC,88025T102,4281,150000,,
SOLARWINDS CORP,83417Q105,3668,200000,,
FIREEYE INC,31816Q101,2962,200000,,
ONESMART INTL ED GROUP LTD,68276W103,2547,320000,,
FITBIT INC,33812L102,2200,500000,,
THE REALREAL INC,88339P101,2023,70000,,
BILIBILI INC,090040106,1627,100000,,BLBLF
PENNEY J C CORP INC,708160106,969,850000,,
LENDINGCLUB CORP,52603A109,902,275000,,
SUNLANDS TECHNOLOGY GROUP,86740P108,717,300000,,STG
SOGOU INC,83409V104,615,150000,,
FARMLAND PARTNERS INC,31154R109,314,44502,,FPI
CLOUDERA INC,18914U100,263,50000,,
