name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CAESARS ENTMT CORP,127686103,737394,62385299,,
VICI PPTYS INC,925652109,554036,25137766,,
ALTABA INC,021346101,416220,6000000,,
MGM RESORTS INTERNATIONAL,552953101,372945,13053713,,MGM
NAVIENT CORPORATION,63938C108,350115,25649480,,JSM
BERRY GLOBAL GROUP INC,08579W103,304323,5786713,,
SANTANDER CONSUMER USA HDG I,80283M101,232059,9685259,,
ARCONIC INC,03965L100,206145,7983923,,
DELL TECHNOLOGIES INC,24703L202,164068,3229676,,DELL
WILLIAMS COS INC DEL,969457100,128942,4598502,,
CELGENE CORP,151020104,116788,1263394,,
BOEING CO,097023105,110139,302572,,BA-PA
LIBERTY MEDIA CORP DELAWARE,531229AB8,81945,73000000,,
PLAINS GP HLDGS L P,72651A207,81146,3249727,,
MICROCHIP TECHNOLOGY INC,595017AH7,76603,65000000,,MCHPP
UBER TECHNOLOGIES INC,90353T100,67494,1455221,,
ENSCO ROWAN PLC,G3166L100,66121,7751529,,
OI S A,670851500,62172,30931475,,
LIGAND PHARMACEUTICALS INC,53220KAF5,60020,70000000,,LGNZZ
REALPAGE INC,75606NAB5,59999,40000000,,
MICROCHIP TECHNOLOGY INC,595017AF1,59212,50000000,,MCHPP
J2 GLOBAL INC,48123VAC6,55807,40000000,,
ARDAGH GROUP S A,L0223L101,50882,2907518,,
JAZZ INVESTMENTS I LTD,472145AB7,46499,45375000,,
PRA GROUP INC,69354NAB2,42096,45000000,,PRAA
ALLERGAN PLC,G0177J108,41858,250000,,
NICE SYS INC,65366HAB9,38242,22500000,,
JAZZ INVESTMENTS I LTD,472145AD3,36659,37000000,,
EDISON INTL,281020107,36132,536000,,
EQUITRANS MIDSTREAM CORPORAT,294600101,31660,1606275,,
ACORDA THERAPEUTICS INC,00484MAA4,28947,34000000,,
QTS RLTY TR INC,74736A301,27813,250000,,
TIDEWATER INC NEW,88642R109,27644,1177322,,TDGMW
OFFICE DEPOT INC,676220106,25583,12419004,,
RESIDEO TECHNOLOGIES INC,76118Y104,24285,1107900,,
ELDORADO RESORTS INC,28470R102,15761,342114,,
PINTEREST INC,72352L106,13264,487300,,
AKORN INC,009728106,12825,2490268,,
YPF SOCIEDAD ANONIMA,984245100,12792,702475,,YPF
EQT CORP,26884L109,10793,682663,,EQT
DHT HOLDINGS INC,Y2065G121,9618,1627460,,
CLEAR CHANNEL OUTDOOR HLDGS,18453H106,9315,1973617,,
INTELSAT S A,L5140P101,6808,350000,,
BANCO MACRO SA,05961W105,4199,57643,,
ROAN RES INC,769755109,2784,1600278,,
CENTRAL PUERTO S A,155038201,2732,294702,,
Q2 HLDGS INC,74736L109,1451,19000,,
IAC INTERACTIVECORP,44919P508,1088,5000,,
SPDR S&P 500 ETF TR,78462F103,324,1090,PUT,
