name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
JD.COM INC,47215P106,4355675,51650366,,
MICROSOFT CORP,594918104,3235409,13722734,,MSFT
ROBLOX CORP,771049103,2621003,40428863,,RBLX
SEA LTD,81141R100,2121913,9505500,,SE
AMAZON COM INC,023135106,1896965,613095,,AMZN
PINDUODUO INC,722304102,1881424,14053066,,
APOLLO GLOBAL MGMT INC,03768E105,1641284,34913500,,
FACEBOOK INC,30303M102,1637627,5560137,,
CARVANA CO,146869102,1577787,6012907,,CVNA
CROWDSTRIKE HLDGS INC,22788C105,1375578,7537000,,
UBER TECHNOLOGIES INC,90353T100,1134992,20821712,,
SERVICENOW INC,81762P102,1078237,2156000,,
DOCUSIGN INC,256163106,1042820,5151000,,
TRANSDIGM GROUP INC,893641100,1033119,1757245,,TDG
WORKDAY INC,98138H101,1025382,4127450,,
ALIBABA GROUP HLDG LTD,01609W102,1015311,4478062,,
RINGCENTRAL INC,76680R206,990859,3326370,,
PELOTON INTERACTIVE INC,70614W100,883528,7857772,,
SPOTIFY TECHNOLOGY S A,L8681T102,852935,3183186,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,787226,2450204,,
DOORDASH INC,25809K105,761415,5806568,,
SHOPIFY INC,82509L107,572669,517550,,SHOP
NETFLIX INC,64110L106,551024,1056290,,NFLX
FUTU HLDGS LTD,36118L106,530459,3340000,,
ATLASSIAN CORP PLC,G06242104,519608,2465400,,
SNOWFLAKE INC,833445109,511673,2231652,,SNOW
SALESFORCE COM INC,79466L302,484907,2288700,,
ELASTIC N V,N14506104,447007,4019843,,
SUNRUN INC,86771W105,427791,7073257,,RUN
DATADOG INC,23804L103,396448,4757000,,
COUPA SOFTWARE INC,22266L106,364924,1434000,,
ADOBE SYSTEMS INCORPORATED,00724F101,350585,737500,,
TAL EDUCATION GROUP,874080104,310331,5762873,,TAL
GDS HLDGS LTD,36165L108,298042,3675444,,
1LIFE HEALTHCARE INC,68269G107,297790,7620000,,
8X8 INC NEW,282914100,291960,9000000,,
NEW ORIENTAL ED & TECHNOLOGY,647581107,258090,18435000,,
MASTERCARD INCORPORATED,57636Q104,257780,724000,,
PAYPAL HLDGS INC,70450Y103,217585,896001,,
COUPANG INC,22266T109,176250,3571428,,
SQUARE INC,852234103,174829,770000,,
FLEETCOR TECHNOLOGIES INC,339041105,173981,647662,,
PLAYTIKA HLDG CORP,72815L107,149655,5500000,,
OSCAR HEALTH INC,687793109,149453,5559990,,
KE HLDGS INC,482497104,142450,2500000,,
AIRBNB INC,009066101,122161,650000,,
DESPEGAR COM CORP,G27358103,105267,7723185,,
SUMO LOGIC INC,86646P103,102743,5447687,,
JAMF HLDG CORP,47074L105,98146,2778778,,
ZENDESK INC,98936J101,94691,714000,,
AGORA INC,00851L103,86772,1726123,,
PHOENIX TREE HLDGS LTD,719156101,86244,36436075,,
INTUIT,461202103,84747,221237,,
GOODRX HLDGS INC,38246G108,83698,2145000,,
ASANA INC,04342Y104,82345,2881202,,
BIGCOMMERCE HLDGS INC,08975P108,78030,1350000,,
ON24 INC,68339B104,77616,1600000,,
DIGITALOCEAN HLDGS INC,25402D102,71621,1700000,,
YATSEN HLDG LTD,985194109,70568,5714000,,
ANAPLAN INC,03272L108,68975,1280868,,
C3 AI INC,12468P104,65910,1000000,,
BUMBLE INC,12047B105,62380,1000000,,BMBL
TUYA INC,90114C107,60249,2850000,,TUYA
QUALTRICS INTL INC,747601201,54302,1650000,,
ACADEMY SPORTS & OUTDOORS IN,00402L107,47233,1750000,,
STONECO LTD,G85158106,46809,764596,,STNE
JFROG LTD,M6191J100,44370,1000000,,FROG
OZON HLDGS PLC,69269L104,42053,750000,,
THOMA BRAVO ADVANTAGE,G88272102,41800,4000000,,
ROOT INC,77664L108,39552,3106976,,
VISA INC,92826C839,34512,163000,,V
DATTO HLDG CORP,23821D100,34365,1500000,,
CHINDATA GROUP HLDGS LTD,16955F107,30599,1850000,,
TWILIO INC,90138F102,25455,74701,,TWLO
SOARING EAGLE ACQUISITION CO,G8354H100,24541,2425000,,
DYNATRACE INC,268150109,24120,500000,,
XPENG INC,98422D105,23732,650000,,XPNGF
SMARTSHEET INC,83200N103,23011,360000,,
REVOLUTION HEALTHCAR AQ CORP,76155Y207,22613,2250000,,
LINX SA,53619W101,22244,3350000,,
ALTIMETER GROWTH CORP,G0370L124,21996,1800000,,
MONGODB INC,60937P106,21929,82000,,
REINVENT TECHNOLOGY PARTNERS,G7483N111,21420,2000000,,
AJAX I,G0190X118,21260,2000000,,
SVF INVESTMENT CORP,G8601L110,21120,2000000,,
ALTIMETER GROWTH CORP 2,G0371B109,20718,1996000,,
NCINO INC,63947U107,18348,275000,,
LIBERTY MEDIA ACQUISITION CO,53073L203,18207,1700000,,
OLO INC,68134L109,17972,681000,,
DUCK CREEK TECHNOLOGIES INC,264120106,15799,350000,,
AFFIRM HLDGS INC,00827B106,14144,200000,,
AVALARA INC,05338G106,13343,100000,,
SVMK INC,78489X103,12803,698871,,
CLOUDFLARE INC,18915M107,12296,175000,,
SVF INVESTMENT CORP 3,G8601N108,11110,1100000,,
LEAD EDGE GROWTH OPRTUNTS LT,G54085124,9970,1000000,,
LDH GROWTH CORP I,G54094118,9715,960000,,
LI AUTO INC,50202M102,8750,350000,,LAAOF
PROVIDENT ACQUISITION CORP,G7282L118,8128,800000,,
SVF INVESTMENT CORP 2,G8601M100,7828,775000,,
