name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464287655,980300,5000000,PUT,
PG&E CORP,69331C140,322455,2625000,,PCG-PX
DISH NETWORK CORPORATION,25470MAB5,116095,121255000,,
LIBERTY MEDIA CORP DEL,530715AL5,95193,123799000,,FWONB
PG&E CORP,69331C108,85213,6838903,,PCG-PX
PALANTIR TECHNOLOGIES INC,69608A108,69536,2952707,,PLTR
AMERICAN AIRLS GROUP INC,02376R102,47310,3000000,PUT,
UNITED AIRLS HLDGS INC,910047109,43250,1000000,PUT,
LIBERTY MEDIA CORP DEL,530715AG6,42897,55548000,,FWONB
LIBERTY LATIN AMERICA LTD,53069QAB5,35626,37505000,,LILAP
EZCORP INC,302301AE6,23914,29300000,,EZPW
OASIS PETROLEUM INC,674215207,18121,488961,,
GOODRICH PETE CORP,382410843,15840,1569878,,
MACYS INC,55616P104,14916,1325900,PUT,
SHOPIFY INC,82509L107,14149,12500,,SHOP
ROYAL CARIBBEAN GROUP,V7780T103,9247,123800,PUT,
CHEWY INC,16679L109,8989,100000,,
CARNIVAL CORP,143658300,6498,300000,PUT,CCL
COMSTOCK RES INC,205768302,6305,1442700,,
MARAVAI LIFESCIENCES HLDGS I,56600D107,4208,150000,,
OAK STR HEALTH INC,67181A107,3058,50000,,
GLOBAL BLUE GROUP HOLDING AG,H33700115,2187,1333333,,
