name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ALPHABET INC,02079K107,5415660,2475787,,GOOGN
MICROSOFT CORP,594918104,5041325,19629035,,MSFT
CANADIAN NATL RY CO,136375102,4127697,36699825,,
VISA INC,92826C839,3922860,19924121,,V
CANADIAN PAC RY LTD,13645T100,3901375,55860385,,
S&P GLOBAL INC,78409V104,2955450,8768321,,SPGI
MOODYS CORP,615369105,2242721,8246207,,
ALPHABET INC,02079K305,1673717,768021,,GOOGN
UNION PAC CORP,907818108,1120178,5252148,,
BOSTON PROPERTIES INC,101121101,940029,10564496,,
APPLIED MATLS INC,038222105,172633,1897488,,
KLA CORP,482480100,49598,155441,,KLAC
LAM RESEARCH CORP,512807108,38160,89545,,LRCX
