name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UNITY SOFTWARE INC.,91332U101,5002422,34984419,,U
"VMWARE, INC.",928563402,4872849,42050818,,
"ENDEAVOR GROUP HOLDINGS, INC.",29260Y109,3209059,91976482,,
FIRST ADVANTAGE CORP,31846B108,1711328,89880679,,FA
EVERCOMMERCE INC.,29977X105,1056591,67085136,,EVCM
SOLARWINDS CORP,83417Q204,872314,61473871,,
GLOBAL BLUE GROUP HOLDING AG,H33700107,860204,134617220,,
QUALTRICS INTERNATIONAL INC.,747601201,840343,23738497,,
"N-ABLE, INC.",62878D100,682360,61473869,,NABL
"VACASA, INC.",91854V107,519780,62473614,,
"SOFI TECHNOLOGIES, INC.",83406F102,492547,31154165,,SOFI
MADISON SQUARE GRDN SPRT COR,55825T103,330080,1899962,,
AIRBNB INC.,009066101,313578,1883463,,
GOODRX HLDGS INC.,38246G108,115435,3532276,,
GLOBALFOUNDRIES INC.,G39387108,103675,1595744,,GFS
"TWITTER, INC.",90184L102,90762,2100000,,
"IONQ, INC.",46222L108,66800,4000000,,IONQ-WT
"UIPATH, INC.",90364P105,34628,802880,,PATH
"ROOT, INC.",77664L108,28704,9259259,,ROOT
DIDI GLOBAL INC.,23292E108,14667,2945096,,DIDIY
GLOBAL BLUE GROUP HOLDING AG,H33700115,5549,9250350,,
DELL TECHNOLOGIES INC.,24703L202,4722,84058,,DELL
SNOWFLAKE INC,833445109,3208,9471,,SNOW
