name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VMWARE INC,928563402,7000620181,42050818,,
ENDEAVOR GROUP HLDGS INC,29260Y109,1830331992,91976482,,
FIRST ADVANTAGE CORP NEW,31846B108,1235002614,89557840,,FA
UNITY SOFTWARE INC,91332U101,1090344332,34735404,,U
GLOBAL BLUE GROUP HOLDING AG,H33700107,818472698,134617220,,
N-ABLE INC,62878D100,793012910,61473869,,
EVERCOMMERCE INC,29977X105,672863914,67085136,,EVCM
SOLARWINDS CORP,83417Q204,580313342,61473871,,
MADISON SQUARE GRDN SPRT COR,55825T103,334963301,1899962,,
SOFI TECHNOLOGIES INC,83406F102,248921778,31154165,,
VACASA INC,91854V107,28806583,62473614,,
GOODRX HLDGS INC,38246G108,19886714,3532276,,
DELL TECHNOLOGIES INC,24703L202,9014066,131573,,DELL
AIRBNB INC.,009066101,4926662,35906,,
ROOT INC,77664L207,4891973,514403,,
GLOBAL BLUE GROUP HOLDING AG,H33700115,3515133,9250350,,
SNOWFLAKE INC,833445109,1446885,9471,,SNOW
