name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
KRAFT HEINZ CO,500754106,10631977,325634818,,KHC
MOODYS CORP,615369105,2168359,11973928,,
CHARTER COMMUNICATIONS INC N,16119P108,1981103,5710711,,
MASTERCARD INC,57636Q104,1161888,4934756,,MA
DAVITA HEALTHCARE PARTNERS I,23918K108,1088628,20052088,,
COSTCO WHSL CORP NEW,22160K105,1049281,4333363,,
GENERAL MTRS CO,37045V100,1001477,26994000,,
RED HAT INC,756577102,933683,5110471,,
VERISIGN INC,92343E102,916381,5047264,,
GOLDMAN SACHS GROUP INC,38141G104,840142,4375968,,GS-PD
AMAZON COM INC,023135106,754148,423500,,AMZN
AMERICAN AIRLS GROUP INC,02376R102,658766,20742000,,
STORE CAP CORP,862121100,623826,18621674,,
U S G CORP,903293405,607719,14035088,,
STONECO LTD,G85158106,582395,14166748,,STNE
SYNCHRONY FINL,87165B103,557070,17463000,,
RESTAURANT BRANDS INTL INC,76131D103,549413,8438225,,
SIRIUS XM HLDGS INC,82968B103,530416,93547788,,
PHILLIPS 66,718546104,528452,5552715,,PSX
UNITED CONTL HLDGS INC,910047109,452259,5668831,,
BANK OF NEW YORK MELLON CORP,064058100,378792,7511249,,BNY-PK
DELTA AIR LINES INC DEL,247361702,361195,6993123,,
SOUTHWEST AIRLS CO,844741108,361112,6956500,,
TEVA PHARMACEUTICAL INDS LTD,881624209,349429,22285000,,
SUNCOR ENERGY INC NEW,867224107,348882,10758000,,SU
LIBERTY MEDIA CORP DELAWARE,531229607,273532,7153027,,
TRAVELERS COMPANIES INC,89417E109,216850,1581000,,
AMERICAN EXPRESS CO,025816109,213369,1952142,,AXP
LIBERTY GLOBAL PLC,G5480U104,208805,8379000,,
LIBERTY GLOBAL PLC,G5480U120,177870,7346968,,
BANK AMER CORP,060505104,169954,6160000,,
PNC FINL SVCS GROUP INC,693475105,169185,1379300,,
LIBERTY MEDIA CORP DELAWARE,531229409,164484,4308117,,
APPLE INC,037833100,134865,710000,,AAPL
JPMORGAN CHASE & CO,46625H100,92423,913000,,JPM-PM
WELLS FARGO & CO NEW,949746101,86976,1800000,,
M & T BK CORP,55261F104,85733,546000,,
AXALTA COATING SYS LTD,G0750C108,83798,3324000,,
VISA INC,92826C839,50496,323300,,V
JOHNSON & JOHNSON,478160104,45725,327100,,JNJ
COCA COLA CO,191216100,37488,800000,,KO
PROCTER & GAMBLE CO,742718109,32817,315400,,PG
MONDELEZ INTL INC,609207105,28854,578000,,
US BANCORP DEL,902973304,28445,590275,,
LIBERTY LATIN AMERICA LTD,G9001E128,24974,1284020,,LILAP
LIBERTY LATIN AMERICA LTD,G9001E102,21074,1089669,,LILAP
TORCHMARK CORP,891027104,14299,174489,,
UNITED PARCEL SERVICE INC,911312106,6637,59400,,UPS
