name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ALIBABA GROUP HLDG LTD,01609W102,1219535,7292562,,
AMAZON COM INC,023135106,1079700,621979,,AMZN
UNITEDHEALTH GROUP INC,91324P102,984211,4528854,,UNH
ADOBE INC,00724F101,981692,3553638,,ADBE
MICROSOFT CORP,594918104,842459,6059549,,MSFT
SALESFORCE COM INC,79466L302,757751,5104760,,
TRANSDIGM GROUP INC,893641100,668570,1284058,,TDG
AUTODESK INC,052769106,665802,4507799,,
NETFLIX INC,64110L106,630255,2355038,,NFLX
ACTIVISION BLIZZARD INC,00507V109,595053,11244387,,
TIFFANY & CO NEW,886547108,591154,6381880,,
GLOBAL PMTS INC,37940X102,581205,3655380,,
DOMINOS PIZZA INC,25754A201,532654,2177742,,DPZ
IQVIA HLDGS INC,46266C105,530181,3549209,,
SQUARE INC,852234103,496227,8010127,,
MASTERCARD INC,57636Q104,436483,1607257,,MA
EQUIFAX INC,294429105,431681,3068747,,EFX
SERVICENOW INC,81762P102,430993,1697825,,
SHOPIFY INC,82509L107,429209,1377171,,SHOP
S&P GLOBAL INC,78409V104,422471,1724511,,SPGI
UNION PACIFIC CORP,907818108,416253,2569779,,UNP
CANADIAN PAC RY LTD,13645T100,416019,1870085,,
BOOKING HLDGS INC,09857L108,414615,211257,,
HUMANA INC,444859102,406194,1588743,,HUM
FACEBOOK INC,30303M102,346969,1948388,,
MERCADOLIBRE INC,58733R102,319943,580417,,MELI
ATLASSIAN CORP PLC,G06242104,261105,2081512,,
SEA LTD,81141R100,212386,6862222,,SE
WORLD WRESTLING ENTMT INC,98156Q108,210546,2959183,,
COUPA SOFTWARE INC,22266L106,180895,1396116,,
D R HORTON INC,23331A109,175725,3333812,,
CHEWY INC,16679L109,124658,5071531,,
UBER TECHNOLOGIES INC,90353T100,84810,3001420,,
HERBALIFE NUTRITION LTD,G4412G101,79568,2101639,,
MEDALLIA INC,584021109,20232,737593,,
SMARTSHEET INC,83200N103,18235,506100,,
TWILIO INC,90138F102,1741,15835,,TWLO
