name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SHOPIFY INC,82509L107,1588716,1673742,,SHOP
PAYPAL HLDGS INC,70450Y103,1285354,7377343,,
MICROSOFT CORP,594918104,1268843,6234794,,MSFT
AMAZON COM INC,023135106,1262273,457541,,AMZN
FACEBOOK INC,30303M102,1195972,5266975,,
BOOKING HOLDINGS INC,09857L108,949246,596133,,BKNG
HUMANA INC,444859102,939915,2424024,,HUM
UNITEDHEALTH GROUP INC,91324P102,891940,3024039,,UNH
GLOBAL PMTS INC,37940X102,812398,4789516,,
ADOBE INC,00724F101,791704,1818713,,ADBE
TRANSDIGM GROUP INC,893641100,773900,1750708,,TDG
NETFLIX INC,64110L106,730886,1606202,,NFLX
SERVICENOW INC,81762P102,724667,1789035,,
MASTERCARD INCORPORATED,57636Q104,651803,2204271,,
CAPITAL ONE FINL CORP,14040H105,643318,10278292,,
DATADOG INC,23804L103,594116,6832849,,
COUPA SOFTWARE INC,22266L106,588527,2124340,,
SALESFORCE COM INC,79466L302,570467,3045252,,
AUTODESK INC,052769106,500360,2091892,,
MATCH GROUP INC,57665R106,494977,4623794,,
VISA INC,92826C839,465757,2411124,,V
CERIDIAN HCM HLDG INC,15677J108,456474,5758477,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,427837,1687453,,
L BRANDS INC,501797104,393188,26265094,,
BARCLAYS BK PLC,06746P621,322525,9500000,PUT,
DEXCOM INC,252131107,137652,339546,,DXCM
HOWMET AEROSPACE INC,443201108,125034,7888593,,HWM
CARVANA CO,146869102,102130,849665,,CVNA
DISCOVER FINL SVCS,254709108,101974,2035812,,
