name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SNOWFLAKE INC,833445109,1333120476,7575409,,SNOW
NU HLDGS LTD,G6683N103,663049689,84036716,,
DOORDASH INC,25809K105,273690588,3581400,,
DATADOG INC,23804L103,235069861,2389407,,
PDD HOLDINGS INC,722304102,220212421,3185022,,PDD
FULL TRUCK ALLIANCE CO LTD,35969L108,200343065,32209496,,
UNITY SOFTWARE INC,91332U101,156788013,3610963,,U
ROBINHOOD MKTS INC,770700102,128430085,12868746,,
KE HLDGS INC,482497104,122121693,8223683,,
AIRBNB INC,009066101,67830987,529268,,
FRESHWORKS INC,358054104,50723627,2885303,,FRSH
UIPATH INC,90364P105,33328434,2011372,,
BRIDGEBIO PHARMA INC,10806X102,31998261,1860364,,
AMPLITUDE INC,03213A104,30788461,2798951,,
BITDEER TECHNOLOGIES GROUP,G11448100,14290517,1275939,,BTDR
EMBARK TECHNOLOGY INC,29079J202,4770183,1667896,,
ROBLOX CORP,771049103,2325108,57695,,RBLX
RUMBLE INC,78137L905,1070831,133387,,
BLOCK INC,852234103,917867,13788,,
BIRD GLOBAL INC,09077J107,500589,247817,,
AURORA INNOVATION INC,051774107,485100,165000,,
PHENOMEX INC,084310101,393520,803102,,
EVENTBRITE INC,29975E109,312724,32746,,
PRESTO AUTOMATION INC,74113T105,126783,24288,,
SKILLSOFT CORP,83066P200,14688,11845,,SKIL
