name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CBL & ASSOC PPTYS INC,124830878,225034095,8466294,,
BERRY GLOBAL GROUP INC,08579W103,192344142,2755252,,
SEADRILL LTD,G7997W102,122442725,4897709,,SDRL
FIRST FNDTN INC,32026V104,42310914,8152392,,
ARDAGH METAL PACKAGING S A,L02235106,36794445,12183591,,
NOBLE CORP PLC,G65431127,34669237,1462837,,NE-WT
SUNRUN INC,86771W105,16416790,2801500,,RUN
MAGNERA CORP,55939A107,12941542,712640,,MAGN
ALLY FINL INC,02005N100,8144845,223330,,
ANYWHERE REAL ESTATE INC,75605Y106,2921825,877425,,
ACADIA HEALTHCARE COMPANY IN,00404A109,2066308,68150,,
SONDER HOLDINGS INC,83542D110,11040,80000,,
BRIDGER AEROSPACE GRP HLDGS,96812F110,9345,175000,,
BOLT PROJS HLDGS INC,09769B115,5000,166666,,
