name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
INVESCO QQQ TR,46090E103,1376163,3459000,PUT,
HOWMET AEROSPACE INC,443201108,1307099,41065000,,HWM
SANTANDER CONSUMER USA HLDGS,80283M101,703558,16743397,,
MARATHON PETE CORP,56585A102,676374,10570000,,
EVERGY INC,30034W106,646202,9418477,,
DELL TECHNOLOGIES INC,24703L202,532709,9483877,,DELL
ISHARES TR,464287242,530080,4000000,PUT,
TWITTER INC,90184L102,432200,10000000,,
VANECK ETF TRUST,92189F676,397104,1286000,PUT,
SPDR SER TR,78468R556,383480,4000000,PUT,
NIELSEN HLDGS PLC,G6518L108,340466,16600000,,
VANGUARD INDEX FDS,922908553,324828,2800000,PUT,
SELECT SECTOR SPDR TR,81369Y308,321757,4172700,PUT,
UNITI GROUP INC,91325V108,286865,20475739,,UNIT
PEABODY ENGR CORP,704551100,260410,25859970,,
ISHARES TR,464287739,232280,2000000,PUT,
APPLE INC,037833100,213084,1200000,PUT,AAPL
DIGITAL RLTY TR INC,253868103,194557,1100000,PUT,
E2OPEN PARENT HOLDINGS INC,29788T103,176731,15695464,,
SWITCH INC,87105L104,165682,5785000,,
SELECT SECTOR SPDR TR,81369Y506,162338,2925000,PUT,
SELECT SECTOR SPDR TR,81369Y605,156200,4000000,PUT,
VANECK ETF TRUST,92189H607,138630,750000,PUT,
AT&T INC,00206R102,123000,5000000,,T-PC
CITRIX SYS INC,177376100,113508,1200000,,
ISHARES TR,464287655,111225,500000,PUT,
HEALTHCARE TR AMER INC,42225P501,111022,3325000,,
SELECT SECTOR SPDR TR,81369Y209,105372,747900,PUT,
DUKE ENERGY CORP NEW,26441C204,104900,1000000,,DUK-PA
EQUINIX INC,29444U700,84584,100000,PUT,EQIX
VALARIS LIMITED,G9460G101,80332,2231440,,
APA CORPORATION,03743Q108,73948,2750000,,APA
NOBLE CORP NEW,G6610J209,64664,2606382,,
TESLA INC,88160RAG6,42562,2500000,,
MARRIOTT INTL INC NEW,571903202,33048,200000,PUT,
HILTON WORLDWIDE HLDGS INC,43300A203,31198,200000,PUT,
MICROSTRATEGY INC,594972AC5,18657,12000000,,
ARCONIC CORPORATION,03966V107,18156,550000,,
MERCADOLIBRE INC,58733RAD4,12410,4000000,,MELI
WAYFAIR INC,94419LAD3,8671,5000000,,W
CORMEDIX INC,21900C308,7055,1550523,,CRMD
WAYFAIR INC,94419LAB7,4532,2500000,,W
PRINCIPAL FINANCIAL GROUP IN,74251V102,362,5000,,
