name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
NU HOLDINGS LTD,G6683N103,1081272,140061192,,NU
UNITY SOFTWARE INC,91332U101,808825,8152659,,U
DOORDASH INC,25809K105,629557,5372102,,
FULL TRUCK ALLIANCE CO LTD,35969L108,214837,32209496,,
EMBARK TECHNOLOGY INC,29079J103,196478,33357958,,
PINDUODUO INC,722304102,140385,3500000,,
KE HOLDINGS INC,482497104,135636,10964911,,BEKE
UIPATH INC,90364P105,95011,4400687,,
AIRBNB INC,009066101,87684,510504,,
SNOWFLAKE INC,833445109,79838,348439,,SNOW
ROBINHOOD MKTS INC,770700102,57340,4244237,,
FRESHWORKS INC,358054104,51705,2885303,,FRSH
AMPLITUDE INC,03213A104,47250,2563750,,
SUMO LOGIC INC,86646P103,21251,1820956,,
BRIDGEBIO PHARMA INC,10806X102,18883,1860364,,
BIRD GLOBAL INC,09077J107,15179,6195430,,
BERKELEY LTS INC,084310101,5710,803102,,
SQUARE INC,852234103,1870,13788,,
AURORA INNOVATION INC,051774107,922,165000,,
EVENTBRITE INC,29975E109,484,32746,,
