name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ENDEAVOR GROUP HLDGS INC,29260Y109,2626848326,91976482,,
FIRST ADVANTAGE CORP NEW,31846B108,1777723124,89557840,,FA
N-ABLE INC,62878D100,802848729,61473869,,
SOLARWINDS CORP,83417Q204,802234017,61473871,,
UNITY SOFTWARE INC,91332U101,785714838,34735404,,U
EVERCOMMERCE INC,29977X105,695002009,67085136,,EVCM
GLOBAL BLUE GROUP HOLDING AG,H33700107,689779636,126102310,,
MADISON SQUARE GRDN SPRT COR,55825T103,395686086,1899962,,
SOFI TECHNOLOGIES INC,83406F102,244871737,31154165,,
DELL TECHNOLOGIES INC,24703L202,50971615,431524,,DELL
GOODRX HLDGS INC,38246G108,24513995,3532276,,
VACASA INC,91854V206,8777541,3123680,,
SNOWFLAKE INC,833445109,1087839,9471,,SNOW
GLOBAL BLUE GROUP HOLDING AG,H33700115,774254,9250350,,
HEALTHPEAK PROPERTIES,71943U104,246996,10800,,
SIMON PROPERTY GROUP,828806109,228177,1350,,
REALTY INCOME CORPORATION,756109104,217902,3450,,O
