name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
NETFLIX INC,64110L106,413244546,612323,,NFLX
UBER TECHNOLOGIES INC,90353T100,293764711,4041892,,
INTUIT,461202103,277307788,421947,,
DELL TECHNOLOGIES INC,24703L202,264625845,1918830,,DELL
MICROSOFT CORP,594918104,247291625,553287,,MSFT
ADOBE INC,00724F101,224575934,404248,,ADBE
CROWDSTRIKE HLDGS INC,22788C105,182883175,477265,,
DOMINOS PIZZA INC,25754A201,179729826,348091,,DPZ
SHOPIFY INC,82509L107,168273934,2547675,,SHOP
NU HLDGS LTD,G6683N103,128394119,9960754,,
BROADCOM INC,11135F101,108079463,67317,,AVGO
ENPHASE ENERGY INC,29355A107,95791397,960700,,
EATON CORP PLC,G29183103,85976037,274202,,ETN
DOCUSIGN INC,256163106,76090108,1422245,,
EQUINIX INC,29444U700,75091037,99248,,EQIX
GENERAC HLDGS INC,368736104,74031432,559911,,
PINTEREST INC,72352L106,73983129,1678764,,
APPLOVIN CORP,03831W108,49363441,593168,,APP
SEA LTD,81141R100,48444757,678308,,SE
VERTIV HOLDINGS CO,92537N108,47057374,543576,,VRT
TAIWAN SEMICONDUCTOR MFG LTD,874039100,46063995,265025,,
ELI LILLY & CO,532457108,41738923,46101,,LLY
PDD HOLDINGS INC,722304102,40908848,307701,,PDD
PARAMOUNT GLOBAL,92556H206,38215002,3678056,,
CONSTELLATION ENERGY CORP,21037T109,37437272,186934,,CEG
GE VERNOVA INC,36828A101,36000978,209906,,GEV
ZILLOW GROUP INC,98954M200,34314683,739700,,
AMAZON COM INC,023135106,33727923,174530,,AMZN
NOVAVAX INC,670002401,33231424,2624915,,NVAX
UIPATH INC,90364P105,30893552,2436400,,
KE HLDGS INC,482497104,26567134,1877536,,
QUANTA SVCS INC,74762E102,26502349,104303,,
NVIDIA CORPORATION,67066G104,23213166,187900,,NVDA
QUANTUMSCAPE CORP,74767V109,22403796,4553617,,QS
ZILLOW GROUP INC,98954M101,21721486,482271,,
UPSTART HLDGS INC,91680M107,20545640,870947,,
ALIBABA GROUP HLDG LTD,01609W102,19631448,272659,,
QUALCOMM INC,747525103,19500519,97904,,
ADVANCED MICRO DEVICES INC,007903107,17616493,108603,,AMD
HASHICORP INC,418100103,17240554,511741,,
NEXTERA ENERGY INC,65339F101,16723764,236178,,NEE-PS
META PLATFORMS INC,30303M102,12638274,25065,,
RINGCENTRAL INC,76680R206,11600098,411351,,
MEDICAL PPTYS TRUST INC,58463J304,10880289,2524429,,
SALESFORCE INC,79466L302,10745237,41794,,
NOVOCURE LTD,G6674U108,10426551,608672,,NVCR
ALPHABET INC,02079K305,10169981,55833,,GOOGN
UNITEDHEALTH GROUP INC,91324P102,9823625,19290,,UNH
PELOTON INTERACTIVE INC,70614W100,8450000,2500000,,
AMPHENOL CORP NEW,032095101,8259697,122602,,
LUCID GROUP INC,549498103,7709760,2953931,,
FIRST CTZNS BANCSHARES INC N,31946M103,7692414,4569,,
INTUITIVE SURGICAL INC,46120E602,7126052,16019,,ISRG
PAYPAL HLDGS INC,70450Y103,6978978,120265,,
PLUG POWER INC,72919P202,6073201,2606524,,PLUG
FIRST SOLAR INC,336433107,5716313,25354,,
CHARGEPOINT HOLDINGS INC,15961R105,4653446,3081752,,
STITCH FIX INC,860897107,3279193,790167,,
VISTRA CORP,92840M102,3222530,37480,,VST
KANZHUN LIMITED,48553T106,3115820,165647,,
LAM RESEARCH CORP,512807108,2898522,2722,,LRCX
ALPHABET INC,02079K107,2591541,14129,,GOOGN
BEYOND MEAT INC,08862E109,2304167,343393,,
ASML HOLDING N V,N07059210,2157960,2110,,
TESLA INC,88160R101,1989090,10052,,
OLAPLEX HLDGS INC,679369108,1948051,1264968,,
HERTZ GLOBAL HLDGS INC,42806J148,1578520,644294,,
NIKOLA CORP,654110303,1424364,173915,,
AMC ENTMT HLDGS INC,00165C302,1136117,228136,,
SOLAREDGE TECHNOLOGIES INC,83417M104,1098810,43500,,
AGORA INC,00851L103,923281,435510,,
NOVO-NORDISK A S,670100205,787925,5520,,
JD.COM INC,47215P106,634501,24555,,
HERTZ GLOBAL HLDGS INC,42806J700,377085,106823,,
