name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UBER TECHNOLOGIES INC,90353T100,2827098321,30301161,,
BROOKFIELD CORP,11271J107,2545770554,41160397,,
RESTAURANT BRANDS INTL INC,76131D103,1524730589,23000914,,
AMAZON COM INC,023135106,1277577297,5823316,,AMZN
HOWARD HUGHES HOLDINGS INC,44267T102,1272514320,18852064,,HHH
CHIPOTLE MEXICAN GRILL INC,169656105,1209537089,21541177,,CMG
ALPHABET INC,02079K107,1121819859,6324031,,GOOGN
ALPHABET INC,02079K305,945117965,5362980,,GOOGN
HILTON WORLDWIDE HLDGS INC,43300A203,807164145,3030578,,
HERTZ GLOBAL HLDGS INC,42806J700,104096897,15241127,,
SEAPORT ENTMT GROUP INC,812215200,93693497,5023780,,
