name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464287904,657200,12400000,CALL,
CALIFORNIA RES CORP,13057Q305,458754,19787054,,
BAUSCH HEALTH COS INC,071734107,232780,11191353,,
ISHARES TR,464288513,150592,1725000,,
SLM CORP,78442P106,142117,11470308,,SLMBP
DENBURY INC,24790A101,141928,5519427,,
VISTRA CORP,92840M102,84348,4290313,,VST
THRYV HLDGS INC,886029206,63341,4691946,,
VODAFONE GROUP PLC NEW,92857W308,60890,3694752,,
EAGLE BULK SHIPPING INC,Y2187A150,58125,3062674,,
VODAFONE GROUP PLC NEW,92857W908,56644,3352800,CALL,
BAUSCH HEALTH COS INC,071734907,38500,1750000,CALL,
ISHARES INC,464286400,35430,955770,,
BUILDERS FIRSTSOURCE INC,12008R107,30251,741266,,
ALTICE USA INC,02156K103,29959,791110,,
BERRY GLOBAL GROUP INC,08579W103,27264,485208,,
PG&E CORP,69331C108,26118,2096114,,PCG-PX
COMMSCOPE HLDG CO INC,20337X109,24543,1831539,,
PULTE GROUP INC,745867101,24399,565835,,
TECK RESOURCES LTD,878742204,24194,1333014,,TCKRF
EDISON INTL,281020107,24150,384433,,
RADIAN GROUP INC,750236101,21289,1051325,,RDN
TIM S A,88706T108,18578,1334658,,
DISCOVER FINL SVCS,254709108,15315,169166,,
MICHAELS COS INC,59408Q106,14644,1125612,,
QURATE RETAIL INC,74915M100,14449,1317150,,
ISHARES INC,464286772,10533,122400,,
ISHARES INC,464286822,8370,194705,,
ISHARES INC,464286780,8154,186000,,
ISHARES TR,464287234,7854,152000,,
NATURAL RESOURCE PARTNERS L,63900P608,7706,560450,,
VANECK VECTORS ETF TR,92189F403,7655,316985,,
ATLAS CREST INVT CORP,049284201,5275,500000,,
REVOLUTION ACCELERTN ACQU CO,76156P205,5205,500000,,
ISHARES INC,464286624,4348,56419,,
LLOYDS BANKING GROUP PLC,539439109,2994,1527603,,LLOBF
ISHARES INC,464286715,1273,48053,,
AMBAC FINL GROUP INC,023139116,177,39906,,
OCCIDENTAL PETE CORP,674599162,70,10245,,
