name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
DISNEY WALT CO,254687106,613305,5500000,,
AMAZON COM INC,023135106,579352,210000,,AMZN
DANAHER CORPORATION,235851102,530490,3000000,,
ALIBABA GROUP HLDG LTD,01609W102,431400,2000000,,
FIDELITY NATL INFORMATION SV,31620M106,429088,3200000,,
IAA INC,449253103,408263,10585000,,
CHARTER COMMUNICATIONS INC N,16119P108,382530,750000,,
BAXTER INTL INC,071813109,344400,4000000,,
RAYTHEON TECHNOLOGIES CORP,75513E101,324429,5265000,,
ADOBE INC,00724F101,289481,665000,,ADBE
BURLINGTON STORES INC,122017106,275702,1400000,,
IQVIA HLDGS INC,46266C105,269572,1900000,,
SALESFORCE COM INC,79466L302,266945,1425000,,
S&P GLOBAL INC,78409V104,255347,775000,,SPGI
VISA INC,92826C839,241462,1250000,,V
JD.COM INC,47215P106,195585,3250000,,
FACEBOOK INC,30303M102,193010,850000,,
FERRARI N V,N3167Y103,185546,1085000,,
FAR PT ACQUISITION CORP,30734W109,160691,15692500,,
NIKE INC,654106103,122562,1250000,,
TE CONNECTIVITY LTD,H84989104,118248,1450000,,
EVERGY INC,30034W106,88935,1500000,,
ACTIVISION BLIZZARD INC,00507V109,85420,1125429,,
SQUARE INC,852234103,83952,800000,,
EQUITRANS MIDSTREAM CORP,294600101,83100,10000000,,
TAKE-TWO INTERACTIVE SOFTWAR,874054109,69785,500000,,
INTUIT,461202103,59238,200000,,
FAR PT ACQUISITION CORP,30734W208,41800,4000000,,
KADMON HLDGS INC,48283N106,38918,7601115,,
GAP INC,364760108,37860,3000000,,GAP
BLACK KNIGHT INC,09215C105,32252,444482,,
DISH NETWORK CORPORATION,25470MAB5,23027,25000000,,
BRISTOL-MYERS SQUIBB CO,110122157,21480,6000000,,
REPLAY ACQUISITION CORP,G75130123,10631,1000000,,
CANNAE HLDGS INC,13765N107,7439,181000,,
ISHARES TR,464287457,3356,38744,,
