name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ARCH CAP GROUP LTD,G0450A105,2453533720,24318899,,
ALPHABET INC,02079K305,1995500245,10955258,,GOOGN
AMAZON COM INC,023135106,1534352243,7939727,,AMZN
ARGENX SE,04016X101,1509903983,3511078,,ARGX
META PLATFORMS INC,30303M102,1352548973,2682458,,
ELEVANCE HEALTH INC,036752103,1279292446,2360928,,
GARMIN LTD,H2906T109,1181601575,7252649,,GRMN
BERKSHIRE HATHAWAY INC DEL,084670702,1143874004,2811883,,BRK-A
BOSTON SCIENTIFIC CORP,101137107,1129402169,14665656,,BSX
AMERICAN EXPRESS CO,025816109,1120431781,4838833,,AXP
PROGRESSIVE CORP,743315103,1061068464,5108413,,
LINDE PLC,G54950103,1045000564,2381442,,LIN
BANK NEW YORK MELLON CORP,064058100,1036417711,17305355,,
NETFLIX INC,64110L106,975047727,1444772,,NFLX
TAIWAN SEMICONDUCTOR MFG LTD,874039100,971128613,5587300,,
SCHWAB CHARLES CORP,808513105,954121319,12947772,,SCHW-PJ
ADVANCED MICRO DEVICES INC,007903107,933693088,5756076,,AMD
SUNCOR ENERGY INC NEW,867224107,923313425,24218219,,SU
WILLIS TOWERS WATSON PLC LTD,G96629103,920967549,3513266,,WTW
MICROSOFT CORP,594918104,912937388,2042594,,MSFT
WEST PHARMACEUTICAL SVSC INC,955306105,820804306,2491892,,
CHIPOTLE MEXICAN GRILL INC,169656105,794234662,12677329,,CMG
ATLASSIAN CORPORATION,049468101,766741723,4334813,,TEAM
INTUIT,461202103,736215186,1120213,,
MARSH & MCLENNAN COS INC,571748102,727041316,3450272,,
CITIGROUP INC,172967424,709642402,11182515,,C-PR
NU HLDGS LTD,G6683N103,665418511,51622848,,
INGERSOLL RAND INC,45687V106,642524583,7073146,,IR
DEXCOM INC,252131107,638078830,5627790,,DXCM
VEEVA SYS INC,922475108,620488268,3390461,,
QUANTA SVCS INC,74762E102,616999632,2428272,,
TYLER TECHNOLOGIES INC,902252105,597587716,1188567,,TYL
SHOPIFY INC,82509L107,591288979,8952142,,SHOP
ARISTA NETWORKS INC,040413106,590708455,1685427,,
ASCENDIS PHARMA A/S,04351P101,585756055,4295029,,ASND
DANAHER CORPORATION,235851102,577664193,2312044,,
XYLEM INC,98419M100,563634472,4155677,,XYL
LAM RESEARCH CORP,512807108,535174443,502582,,LRCX
LATTICE SEMICONDUCTOR CORP,518415104,522691531,9013477,,LSCC
SPOTIFY TECHNOLOGY S A,L8681T102,490963051,1564623,,
ON SEMICONDUCTOR CORP,682189105,466276072,6801985,,ON
SENSATA TECHNOLOGIES HLDG PL,G8060N102,452620083,12105378,,
COSTAR GROUP INC,22160N109,430319459,5804147,,
CANADIAN PACIFIC KANSAS CITY,13646K108,409287392,5196724,,
NOKIA CORP,654902204,403535457,106755412,,NOKBF
ARM HOLDINGS PLC,042068205,394587628,2411610,,
HENRY SCHEIN INC,806407102,390309579,6089073,,HSIC
HUBSPOT INC,443573100,389445414,660312,,HUBS
SAIA INC,78709Y105,374652105,789922,,SAIA
AERCAP HOLDINGS NV,N00985106,368802093,3957104,,
NVIDIA CORPORATION,67066G104,366754186,2968708,,NVDA
EATON CORP PLC,G29183103,361669578,1153467,,ETN
VISA INC,92826C839,350374353,1334912,,V
S&P GLOBAL INC,78409V104,334017428,748918,,SPGI
CNH INDL N V,N20944109,325084697,32091283,,
SYNOPSYS INC,871607107,324983093,546135,,SNPS
ECOLAB INC,278865100,312821964,1314378,,ECL
SOUTHWEST AIRLS CO,844741108,308505378,10783131,,
MACOM TECH SOLUTIONS HLDGS I,55405Y100,301234187,2702379,,
MERCADOLIBRE INC,58733R102,301042942,183183,,MELI
TWIST BIOSCIENCE CORP,90184D100,299064107,6068671,,TWST
MONOLITHIC PWR SYS INC,609839105,295064466,359099,,
IRHYTHM TECHNOLOGIES INC,450056106,289044077,2685285,,
AON PLC,G0403H108,288123816,981415,,AON
TRADEWEB MKTS INC,892672106,276908358,2612343,,
DATADOG INC,23804L103,273302740,2107354,,
ASML HOLDING N V,N07059210,253689199,248051,,
SEA LTD,81141R100,253320241,3546909,,SE
CCC INTELLIGENT SOLUTIONS HL,12510Q100,253105831,22781803,,
TREX CO INC,89531P105,248006928,3346019,,TREX
VERTEX PHARMACEUTICALS INC,92532F100,241571726,515386,,
GOLDMAN SACHS GROUP INC,38141G104,240283692,531225,,GS-PD
NICE LTD,653656108,236975692,1378006,,NCSYF
MAKEMYTRIP LIMITED MAURITIUS,V5633W109,236070634,2807023,,
FORTIVE CORP,34959J108,234174599,3160251,,FTV
LIVE NATION ENTERTAINMENT IN,538034109,217398058,2319160,,
DOMINOS PIZZA INC,25754A201,214062157,414584,,DPZ
LIBERTY MEDIA CORP DEL,531229755,213412286,2970661,,FWONB
FERGUSON PLC NEW,G3421J106,211938306,1094440,,
HUBBELL INC,443510607,208740613,571141,,HUBB
GUIDEWIRE SOFTWARE INC,40171V100,205195902,1488113,,
HALOZYME THERAPEUTICS INC,40637H109,194635943,3717264,,
CELSIUS HLDGS INC,15118V207,192906368,3378987,,
ALPHABET INC,02079K107,191623093,1044723,,GOOGN
APPLE INC,037833100,189410566,899300,CALL,AAPL
BENTLEY SYS INC,08265T208,189272006,3834522,,
AIRBNB INC,009066101,185080791,1220608,,
GALLAGHER ARTHUR J & CO,363576109,184718182,712345,,
NVR INC,62944T105,181541121,23923,,NVR
CROWDSTRIKE HLDGS INC,22788C105,176885485,461613,,
TELEFONICA BRASIL SA,87936R205,176344429,21479224,,
EQUIFAX INC,294429105,176217503,726790,,EFX
JABIL INC,466313103,170674974,1568848,,JBL
INSMED INC,457669307,166791877,2489431,,INSM
EXACT SCIENCES CORP,30063P105,160777685,3805389,,
ONTO INNOVATION INC,683344105,158090445,720033,,ONTO
EDWARDS LIFESCIENCES CORP,28176E108,156694898,1696383,,EW
MONDAY COM LTD,M7S64H106,155287552,644989,,
WINGSTOP INC,974155103,154158050,364733,,WING
GE AEROSPACE,369604301,153865632,967891,,
LIBERTY GLOBAL LTD,G61188101,147005492,8434050,,LBTYK
GODADDY INC,380237107,145241398,1039592,,GDDY
BAXTER INTL INC,071813109,143603359,4293075,,
WABTEC,929740108,141649468,896232,,
DOORDASH INC,25809K105,140431173,1290965,,
CAE INC,124765108,139095838,7487415,,CAE
ELECTRONIC ARTS INC,285512109,138898913,996906,,EA
VERISK ANALYTICS INC,92345Y106,138688866,514520,,
COCA COLA CO,191216100,138281089,2172523,,KO
AUTOZONE INC,053332102,137605378,46424,,AZO
ORACLE CORP,68389X105,136134591,964126,,ORCL-PD
HUMANA INC,444859102,135197032,361828,,HUM
GRAB HOLDINGS LIMITED,G4124C109,133822295,37696421,,
MARVELL TECHNOLOGY INC,573874104,133382831,1908195,,
CRH PLC,G25508105,130414813,1739328,,
ZSCALER INC,98980G102,129634269,674511,,
BOOKING HOLDINGS INC,09857L108,127045305,32070,,BKNG
EOG RES INC,26875P101,125838784,999752,,
MARRIOTT INTL INC NEW,571903202,125737324,520070,,
CYBERARK SOFTWARE LTD,M2682V108,125115078,457593,,
COMCAST CORP NEW,20030N101,124149105,3170304,,CCZ
GITLAB INC,37637K108,123976024,2493484,,GTLB
ANALOG DEVICES INC,032654105,123111574,539348,,ADI
CADENCE DESIGN SYSTEM INC,127387108,123084613,399950,,
GLAUKOS CORP,377322102,121609951,1027545,,GKOS
FABRINET,G3323L100,120170104,490911,,FN
THE CIGNA GROUP,125523100,120096412,363301,,
PHILIP MORRIS INTL INC,718172109,119835898,1182630,,
FIRST CTZNS BANCSHARES INC N,31946M103,119140662,70765,,
SPX TECHNOLOGIES INC,78473E103,116045655,816418,,
TEXAS INSTRS INC,882508104,115391111,593179,,
US BANCORP DEL,902973304,114747768,2890372,,
HDFC BANK LTD,40415F101,114713192,1783199,,HDB
NOVO-NORDISK A S,670100205,114216266,800170,,
AGILYSYS INC,00847J105,113288491,1087848,,AGYS
WNS HLDGS LTD,G98196101,113066205,2153642,,
MORGAN STANLEY,617446448,109550235,1127176,,MS-PQ
SCHLUMBERGER LTD,806857108,108280884,2295059,,
PNC FINL SVCS GROUP INC,693475105,107738467,692941,,
NIKE INC,654106103,106859737,1417802,,
VERTIV HOLDINGS CO,92537N108,106172565,1226436,,VRT
BANK AMERICA CORP,060505104,106097133,2667768,,
UNITED PARCEL SERVICE INC,911312106,103893372,759177,,UPS
DOLLAR GEN CORP NEW,256677105,102910642,778270,,
FISERV INC,337738108,98562537,661316,,FISV
CME GROUP INC,12572Q105,97589094,496384,,CME
MADRIGAL PHARMACEUTICALS INC,558868105,96679014,345085,,
PAYPAL HLDGS INC,70450Y103,95190729,1640371,,
TRANSDIGM GROUP INC,893641100,95111676,74445,,TDG
MEDTRONIC PLC,G5960L103,94796041,1204371,,MDT
ALTRIA GROUP INC,02209S103,88682662,1946930,,
SNOWFLAKE INC,833445109,88506780,655169,,SNOW
NOVANTA INC,67000B104,87396948,535816,,NOVTU
MERCK & CO INC,58933Y105,86526048,698918,,
KANZHUN LIMITED,48553T106,86515034,4599417,,
VONTIER CORPORATION,928881101,85410731,2235883,,VNT
KE HLDGS INC,482497104,85279178,6026797,,
CLEARWATER ANALYTICS HLDGS I,185123106,82274396,4442462,,
LAMAR ADVERTISING CO NEW,512816109,81751109,683938,,
SAMSARA INC,79589L106,81111856,2406880,,IOT
FEDEX CORP,31428X106,80670753,269046,,FDX
U HAUL HOLDING COMPANY,023586506,80311622,1338081,,
RXSIGHT INC,78349D107,80266780,1334000,,
IONIS PHARMACEUTICALS INC,462222100,79641576,1671036,,IONS
NXP SEMICONDUCTORS N V,N6596X109,79391775,295038,,
AVIDITY BIOSCIENCES INC,05370A108,77699355,1902065,,
NEWS CORP NEW,65249B109,77645308,2816297,,NWSLL
LIBERTY GLOBAL LTD,G61188127,76755000,4300000,,LBTYK
DISNEY WALT CO,254687106,73974426,745034,,
DECKERS OUTDOOR CORP,243537107,72929225,75344,,DECK
INSPIRE MED SYS INC,457730109,72891714,544659,,
MOTOROLA SOLUTIONS INC,620076307,72164713,186931,,
ON HLDG AG,H5919C104,70404850,1814558,,
GE VERNOVA INC,36828A101,69363961,404431,,GEV
TAKE-TWO INTERACTIVE SOFTWAR,874054109,69138939,444652,,
MONGODB INC,60937P106,68986210,275989,,
EXPEDIA GROUP INC,30212P303,68729309,545514,,
WOLFSPEED INC,977852102,68650305,3016270,,
LIGHTSPEED COMMERCE INC,53229C107,67319593,4924331,,LSPD
