name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
PG&E CORP,69331CAL2,231175920,218000000,,PCG-PX
BOEING CO,097023105,153495000,900000,,BA-PA
SURGERY PARTNERS INC,86881A100,118750000,5000000,,
BOEING CO,097023204,100980000,1700000,,BA-PA
NVIDIA CORPORATION,67066G104,65028000,600000,PUT,NVDA
PG&E CORP,69331C108,42950000,2500000,CALL,PCG-PX
ZTO EXPRESS CAYMAN INC,98980AAB1,36225117,36013000,,
AVEANNA HEALTHCARE HLDGS INC,05356F105,33929200,6260000,,
UNITI GROUP INC,91325V108,22176000,4400000,,UNIT
REALOGY GRP LLC/REALOGY CO,75606DAP6,15383940,16500000,,
ALTICE USA INC,02156K103,10108000,3800000,,
ARDAGH METAL PACKAGING S A,L02235106,8456000,2800000,,
ANYWHERE REAL ESTATE INC,75605Y106,5827500,1750000,,
