name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES INC,464286772,47936,534402,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,23163,195829,,
ISHARES TR,464287242,20988,161387,,
ISHARES TR,464288513,13814,158456,,
ISHARES TR,464287226,12097,106274,,
ISHARES INC,46434G772,11685,194887,,
SPDR S&P 500 ETF TR,78462F103,9812,24758,,
ISHARES TR,46429B671,9590,117385,,
ISHARES INC,46434G822,8053,117526,,
VANECK VECTORS ETF TR,92189F403,5973,231411,,
ISHARES INC,464286871,4445,167218,,
ISHARES INC,464286400,4388,131172,,
BAIDU INC,056752108,4257,19566,,
ISHARES TR,464287234,3961,74252,,
MICROSOFT CORP,594918104,3422,14514,,MSFT
VIACOMCBS INC,92556H206,3114,69036,,
ISHARES TR,464287184,2710,58083,,
SELECT SECTOR SPDR TR,81369Y605,2429,71348,,
AMAZON COM INC,023135106,2314,748,,AMZN
GSX TECHEDU INC,36257Y109,2287,67500,,
NEW ORIENTAL ED & TECHNOLOGY,647581107,2074,148120,,
NATIONAL GRID PLC,636274409,2042,34467,,NMKBP
SELECT SECTOR SPDR TR,81369Y704,1894,19242,,
APPLE INC,037833100,1865,15272,,AAPL
DISCOVERY INC,25470F104,1821,41906,,
TENCENT MUSIC ENTMT GROUP,88034P109,1738,84800,,
TRIMBLE INC,896239100,1292,16603,,TRMB
ALPHABET INC,02079K305,1089,528,,GOOGN
LOCKHEED MARTIN CORP,539830109,1053,2850,,LMT
FACEBOOK INC,30303M102,1046,3550,,
ALPHABET INC,02079K107,1012,489,,GOOGN
BALL CORP,058498106,954,11260,,BALL
PLUG POWER INC,72919P202,947,26412,,PLUG
VIPSHOP HOLDINGS LIMITED,92763W103,931,31175,,
NETEASE INC,64110W102,912,8836,,
TERADYNE INC,880770102,903,7422,,
ENPHASE ENERGY INC,29355A107,872,5380,,
JD.COM INC,47215P106,852,10108,,
INTEL CORP,458140100,799,12477,,INTC
SELECT SECTOR SPDR TR,81369Y886,791,12346,,
SIBANYE STILLWATER LTD,82575P107,779,43620,,SBYSF
AEROVIRONMENT INC,008073108,743,6400,,AVAV
IRIDIUM COMMUNICATIONS INC,46269C102,736,17846,,IRDM
L3HARRIS TECHNOLOGIES INC,502431109,700,3456,,
SELECT SECTOR SPDR TR,81369Y506,679,13837,,
FARFETCH LTD,30744W107,670,12639,,
ISHARES INC,464286780,658,13328,,
CIA ENERGETICA DE MINAS GERA,204409601,646,284717,,
VISA INC,92826C839,622,2936,,V
MATERIALISE NV,57667T100,564,15700,,MTLS
BLOOM ENERGY CORP,093712107,557,20575,,BE
GOLDMAN SACHS GROUP INC,38141G104,557,1703,,GS-PD
DAQO NEW ENERGY CORP,23703Q203,551,7294,,DQ
COCA COLA CO,191216100,507,9616,,KO
FOX CORP,35137L105,503,13926,,FOX
IQIYI INC,46267X108,496,29844,,
SUNRUN INC,86771W105,464,7667,,RUN
VERIZON COMMUNICATIONS INC,92343V104,462,7943,,VZ
JOHNSON & JOHNSON,478160104,460,2801,,JNJ
ORMAT TECHNOLOGIES INC,686688102,459,5847,,
BERKSHIRE HATHAWAY INC DEL,084670702,454,1779,,BRK-A
TAL EDUCATION GROUP,874080104,448,8314,,TAL
MASTERCARD INCORPORATED,57636Q104,437,1227,,
FIRST SOLAR INC,336433107,424,4857,,
