name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TORM PLC,G89479102,1532251,53812988,,TRMD
CHESAPEAKE ENERGY CORP,165167735,814401,8629879,,
GARRETT MOTION INC,366505204,598862,68834814,,GTX
VISTRA CORP,92840M102,589275,25399812,,VST
STAR BULK CARRIERS CORP,Y8162K204,501277,26067483,,SBLK
STR SUB INC,82983N108,373178,12935120,,
RUNWAY GROWTH FINANCE CORP,78163D100,244023,21054667,,RWAYI
STATE STREET CORP,78462F103,229076,599000,PUT,STT-PG
EAGLE BULK SHIPPING INC,Y2187A150,188851,3781561,,
WEATHERFORD INTERNATIONAL PLC,G48833118,180975,3554107,,WFRD
SUNOPTA INC,8676EP108,174977,20726126,,
INFINERA CORP,45667G103,169682,25175384,,
ALLY FINANCIAL INC,02005N100,149748,6124687,,ALLY
VALE SA,91912E105,136586,8048699,,
PG&E CORP,69331C108,126014,7750000,,PCG-PX
ITAU UNIBANCO HOLDING SA,465562106,107327,22787055,,
ANGLOGOLD ASHANTI LTD,035128206,103847,5347449,,
NMI HOLDINGS INC,629209305,102410,4900000,,
FRONTIER COMMUNICATIONS PARENT INC,35909D109,101482,3982849,,
HERTZ GLOBAL HOLDINGS INC,42806J700,100035,6500000,,
FREEPORT-MCMORAN INC,35671D857,98018,2579424,,FCX
CBL & ASSOCIATES PROPERTIES INC,124830878,91949,3983966,,CBL
ICICI BANK LTD,45104G104,85594,3910197,,IBN
PETROLEO BRASILEIRO SA,71654V408,82068,7705955,,
KILROY REALTY CORP,49427F108,71539,1850011,,KRC
EAGLE BULK SHIPPING INC,269442AA7,67088,40495000,,
ALVOTECH SA,L01800108,63386,6338660,,
SPDR S&P OIL & GAS EXPLORATION & PRODUCTION ETF,78468R556,61146,450000,PUT,
CEMEX SAB DE CV,151290889,59439,14676326,,CXMSF
CREDICORP LTD,G2519Y108,55195,406866,,BAP
BERRY CORP,08579X101,54376,6797000,,
VISTA ENERGY SAB DE CV,92837L109,45173,2884674,,
BANCO BRADESCO SA,059460303,38817,13478141,,
LIBERTY GLOBAL PLC,G5480U104,36837,1946000,,
FTAI AVIATION LTD,G3730V105,34806,2033110,,FTAIM
OAKTREE SPECIALTY LENDING CORP,67401P108,34449,5014511,,OCSL
AZUL SA,05501U106,30596,5007554,,AZUXY
TOLL BROTHERS INC,889478103,29802,597000,,
BATTALION OIL CORP,07134L107,29226,3009912,,BATL
INVESCO SENIOR INCOME TRUST,46131H107,28342,7400000,,VVR
PULTEGROUP INC,745867101,28183,619000,,
GARRETT MOTION INC,366505105,27379,3593111,,GTX
WESTERN DIGITAL CORP,958102AP0,26632,27815000,,WDC
NUTANIX INC,67059NAB4,26393,26526000,,
VALARIS LTD,G9460G101,25029,370155,,VAL-WT
ILLUMINA INC,452327AK5,24912,25657000,,
SPLUNK INC,848637AC8,24384,25178000,,
SPOTIFY TECHNOLOGY SA,84921RAB6,23548,29072000,,
SEA LTD,81141RAG5,23290,31581000,,SE
PAMPA ENERGIA SA,697660207,22946,718421,,
SUPERNUS PHARMACEUTICALS INC,868459AD0,22231,22513000,,
CHEGG INC,163092AF6,21788,27427000,,
