name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
GINKGO BIOWORKS HOLDINGS INC,37611X100,574706,69158354,,
SENTINELONE INC,81730H109,498188,9867053,,
SPDR S&P 500 ETF TR,78462F103,474960,1000000,PUT,
SWEETGREEN INC,87043Q108,172647,5395227,,
FRONTIER COMMUNICATIONS PARE,35909D109,138540,4697850,,
DISH NETWORK CORPORATION,25470MAB5,116451,123895000,,
LIBERTY LATIN AMERICA LTD,53069QAB5,106085,107178000,,LILAP
LIBERTY MEDIA CORP DEL,530715AL5,97226,128863000,,FWONB
CROWDSTRIKE HLDGS INC,22788C105,51188,250000,PUT,
LIBERTY MEDIA CORP DEL,530715AG6,50444,66801000,,FWONB
EZCORP INC,302301AE6,35310,38562000,,EZPW
LENDINGTREE INC,52603BAD9,31128,37469000,,
CONSOLIDATED COMM HLDGS INC,209034107,28520,3812892,,
CHESAPEAKE ENERGY CORP,165167735,14568,225789,,
KATAPULT HOLDINGS INC,485859102,8849,2625876,,
NUVASIVE INC,670704AJ4,5814,6050000,,
ZYMERGEN INC,98985X100,5074,758513,,
ARDAGH METAL PACKAGING S A,L02235106,5023,556291,,
ARDAGH METAL PACKAGING S A,L02235114,2211,1111270,,
GINKGO BIOWORKS HOLDINGS INC,37611X118,112,50000,,
