name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UNITY SOFTWARE INC,91332U101,1420685,11252953,,U
DOORDASH INC,25809K105,1229495,5969003,,
ROBINHOOD MKTS INC,770700102,541517,12868746,,
PINDUODUO INC,722304102,317345,3500000,,
MEDALLIA INC,584021109,246834,7287678,,
UIPATH INC,90364P105,222658,4232240,,
SNOWFLAKE INC,833445109,105378,348439,,SNOW
BRIDGEBIO PHARMA INC,10806X102,87195,1860364,,
BERKELEY LTS INC,084310101,31417,1606203,,
SUMO LOGIC INC,86646P103,29354,1820956,,
AIRBNB INC,009066101,13198,78677,,
AMPLITUDE INC,03213A104,12781,235201,,
SQUARE INC,852234103,3772,15727,,
EVENTBRITE INC,29975E109,619,32746,,
