name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ALPHABET INC,02079K107,332366,119000,,GOOGN
AMAZON COM INC,023135106,277096,85000,,AMZN
META PLATFORMS INC,30303M102,197900,890000,,
MACYS INC,55616P104,192728,7911642,,
MICRON TECHNOLOGY INC,595112103,163569,2100000,,MU
OCCIDENTAL PETE CORP,674599105,161142,2840000,,
EQT CORP,26884L109,135403,3935000,,EQT
MICROSOFT CORP,594918104,112841,366000,,MSFT
ENERGY TRANSFER L P,29273V100,103075,9211393,,
UNITEDHEALTH GROUP INC,91324P102,85675,168000,,UNH
UBER TECHNOLOGIES INC,90353T100,72074,2020000,,
PG&E CORP,69331C108,71725,6007160,,PCG-PX
SYSCO CORP,871829107,61238,750000,,SYY
ANTERO RESOURCES CORP,03674X106,60297,1975000,,AR
MOSAIC CO NEW,61945C103,55528,835000,,MOS
SELECT SECTOR SPDR TR,81369Y506,53126,695000,,
GOODYEAR TIRE & RUBR CO,382550101,46512,3254829,,
KOHLS CORP,500255104,42322,700000,,KSS
SPDR SER TR,78468R556,38347,285000,,
FREEPORT-MCMORAN INC,35671D857,36808,740000,,FCX
NORDSTROM INC,655664100,30499,1125000,,
CHESAPEAKE ENERGY CORP,165167172,22506,378000,,
ENTERPRISE PRODS PARTNERS L,293792107,21112,817980,,
LAS VEGAS SANDS CORP,517834107,20407,525000,,LVS
WYNN RESORTS LTD,983134107,17942,225000,,WYNN
ALPS ETF TR,00162Q452,15512,405000,,
ALTIMETER GROWTH CORP 2,G0371B109,14730,1500000,,
CHESAPEAKE ENERGY CORP,165167180,13361,240000,,
CHESAPEAKE ENERGY CORP,165167735,10614,122000,,
PG&E CORP,69331C140,8433,75000,,PCG-PX
APA CORPORATION,03743Q108,8266,200000,,APA
WESTERN MIDSTREAM PARTNERS L,958669103,6035,239310,,
TCV ACQUISITION CORP,G8704C124,5856,600000,,
MPLX LP,55336V100,3994,120380,,MPLXP
