name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
"VMWARE, INC.",928563402,4788327,42050818,,
UNITY SOFTWARE INC.,91332U101,3470804,34984419,,U
"ENDEAVOR GROUP HOLDINGS, INC.",29260Y109,2715146,91976482,,
FIRST ADVANTAGE CORP,31846B108,1814691,89880679,,FA
EVERCOMMERCE INC.,29977X105,885524,67085136,,EVCM
SOLARWINDS CORP,83417Q204,818217,61473871,,
GLOBAL BLUE GROUP HOLDING AG,H33700107,740395,134617220,,
QUALTRICS INTERNATIONAL INC.,747601201,713403,24987839,,
"N-ABLE, INC.",62878D100,559412,61473869,,NABL
"VACASA, INC.",91854V107,516657,62473614,,
MADISON SQUARE GRDN SPRT COR,55825T103,340777,1899962,,
"SOFI TECHNOLOGIES, INC.",83406F102,294407,31154165,,SOFI
AIRBNB INC.,009066101,192620,1121448,,
GLOBALFOUNDRIES INC.,G39387108,99606,1595744,,GFS
"TWITTER, INC.",90184L102,81249,2100000,,
GOODRX HLDGS INC.,38246G108,68279,3532276,,
"IONQ, INC.",46222L108,25520,2000000,,IONQ-WT
"ROOT, INC.",77664L108,18241,9259259,,ROOT
"UIPATH, INC.",90364P105,17334,802880,,PATH
DIDI GLOBAL INC.,23292E108,7363,2945096,,DIDIY
DELL TECHNOLOGIES INC.,24703L202,4189,84058,,DELL
EXPEDIA GROUP INC.,30212P303,4093,20917,,
GLOBAL BLUE GROUP HOLDING AG,H33700115,3745,9250350,,
SNOWFLAKE INC,833445109,2170,9471,,SNOW
