name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ARAMARK,03852U106,129737,4905000,,ARMK
SABRE CORP,78573M104,97650,15000000,,SABR
MELCO RESORTS AND ENTMNT LTD,585464100,78255,4700000,,
GORES HLDGS IV INC,382865103,77325,7500000,,
VICI PPTYS INC,925652109,69876,2990000,,
CHENIERE ENERGY INC,16411R208,69405,1500000,,
LAS VEGAS SANDS CORP,517834107,58792,1260000,,LVS
MOSAIC CO NEW,61945C103,51430,2815000,,MOS
RADIAN GROUP INC,750236101,44911,3074000,,RDN
SURGERY PARTNERS INC,86881A100,41144,1878733,,
DISH NETWORK CORPORATION,25470M109,36868,1270000,,
DENBURY INC,24790A101,35554,2020123,,
HILTON WORLDWIDE HLDGS INC,43300A203,34128,400000,,
ARCH CAP GROUP LTD,G0450A105,30274,1035000,,
GOODRX HLDGS INC,38246G108,27800,500000,,
SOUTHWEST AIRLS CO,844741BG2,27770,21250000,,
MGIC INVT CORP WIS,552848103,24587,2775000,,
ESSENT GROUP LTD,G3198U102,15174,410000,,ESNT
WELLS FARGO CO NEW,949746101,14106,600000,,
NMI HLDGS INC,629209305,11859,666250,,
LIVE NATION ENTERTAINMENT IN,538034AQ2,10943,9851000,,
FIRSTENERGY CORP,337932107,8613,300000,,FE
DISH NETWORK CORPORATION,25470MAB5,3666,4000000,,
BLOOMIN BRANDS INC,094235108,3054,200000,,
CHENIERE ENERGY INC,16411RAG4,1276,1780000,,
PG&E CORP,69331C108,939,100000,,PCG-PX
LEAR CORP,521865204,594,5447,,LEA
