name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
RESTAURANT BRANDS INTL INC,76131D103,529337,8252862,,
ALPHABET INC,02079K107,452550,1858138,,GOOGN
ELEVANCE HEALTH INC FORMERLY,036752103,426195,1319000,,
CRH PLC,G25508105,405669,3383395,,
WILLIS TOWERS WATSON PLC LTD,G96629103,376218,1089065,,WTW
UNION PAC CORP,907818108,353658,1496204,,
WESCO INTL INC,95082P105,317923,1503180,,
DOLLAR GEN CORP NEW,256677105,275622,2666876,,
FERGUSON ENTERPRISES INC,31488V107,259502,1155500,,
LIBERTY GLOBAL LTD,G61188127,254479,21657803,,LBTYK
FIDELITY NATL INFORMATION SV,31620M106,249894,3789711,,
EAGLE MATLS INC,26969P108,218978,939660,,
GENUINE PARTS CO,372460105,193347,1395000,,GPC
GDS HLDGS LTD,36165L108,125773,3249952,,
FISERV INC,337738108,115392,895000,,FISV
HERBALIFE LTD,G4412G101,65493,7759844,,HLF
LIBERTY GLOBAL LTD,G61188101,58180,5076762,,LBTYK
AMERICOLD REALTY TRUST INC,03064D108,44064,3600000,,
PAGSEGURO DIGITAL LTD,G68707101,25000,2500000,,PAGS
HERBALIFE LTD,42703MAF0,15833,17129000,,HLF
TAMBORAN RES CORP,87507T101,15629,570833,,
CABLE ONE INC,12685JAG0,12068,14100000,,
