name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CALIFORNIA RES CORP,13057Q305,345676,7727387,,
VALARIS LIMITED,G9460G101,307903,5924574,,
BAUSCH HEALTH COS INC,071734107,182205,7973974,,
ISHARES INC,464286400,178677,4715000,CALL,
NOBLE CORP NEW,G6610J209,114189,3255134,,
FRONTIER COMMUNICATIONS PARE,35909D109,107202,3870488,,
MACYS INC,55616P104,104299,4281563,,
BUILDERS FIRSTSOURCE INC,12008R107,95439,1478753,,
ONEMAIN HLDGS INC,68268W103,82563,1741476,,
ABERCROMBIE & FITCH CO,002896207,52670,1646465,,
NEXSTAR MEDIA GROUP INC,65336K103,52279,277372,,
VODAFONE GROUP PLC NEW,92857W308,50961,3066272,,
ALGOMA STL GROUP INC,015658107,50651,4502337,,
CAPRI HOLDINGS LIMITED,G1890L107,49295,959230,,
SLM CORP,78442P106,34870,1899262,,SLMBP
COTERRA ENERGY INC,127097103,34342,1273350,,
BOYD GAMING CORP,103304101,32054,487287,,BYD
COTY INC,222070203,31085,3457716,,COTY
MGM RESORTS INTERNATIONAL,552953101,23502,560378,,MGM
NORWEGIAN CRUISE LINE HLDG L,G66721104,23368,1068000,,
NATURAL RESOURCE PARTNERS L,63900P608,23228,543469,,
FOX CORP,35137L105,20871,529040,,FOX
TIM S A,88706T108,18443,1271946,,
LAS VEGAS SANDS CORP,517834107,17988,462765,,LVS
IHEARTMEDIA INC,45174J509,13819,730000,,
LIBERTY LATIN AMERICA LTD,G9001E128,12690,1323271,,LILAP
THRYV HLDGS INC,886029206,11641,413993,,
HALLIBURTON CO,406216101,9922,262000,,HAL
BERKSHIRE GREY INC,084656107,3845,1335000,,
AMBAC FINL GROUP INC,023139116,46,39906,,
BERKSHIRE GREY INC,084656115,46,111666,,
