name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
DELL TECHNOLOGIES INC,24703L202,2189024,24832943,,DELL
HOWMET AEROSPACE INC,443201108,1335505,41565658,,HWM
INVESCO QQQ TR,46090E103,1297263,4065000,PUT,
EVERGY INC,30034W106,627560,10541914,,
TESLA INC,88160RAD3,620570,61000000,,
MARATHON PETE CORP,56585A102,565389,10570000,,
ISHARES TR,464287242,520200,4000000,PUT,
TWITTER INC,90184L102,445410,7000000,,
ISHARES TR,464287655,441880,2000000,PUT,
NIELSEN HLDGS PLC,G6518L108,417490,16600000,,
ISHARES TR,464288513,326925,3750000,PUT,
SELECT SECTOR SPDR TR,81369Y704,319963,3250000,PUT,
ARCONIC CORPORATION,03966V107,263838,10391409,,
VANGUARD INDEX FDS,922908553,259505,2825000,PUT,
E2OPEN PARENT HOLDINGS INC,29788T103,250704,25171131,,
UNITI GROUP INC,91325V108,225847,20475739,,UNIT
SPDR SER TR,78468R556,203350,2500000,PUT,
ISHARES TR,464287739,160895,1750000,PUT,
SELECT SECTOR SPDR TR,81369Y605,153225,4500000,PUT,
AT&T INC,00206R102,151350,5000000,,T-PC
PUBLIC STORAGE,74460D109,141887,575000,,PSA-PS
VANECK VECTORS ETF TR,92189H607,131466,687800,PUT,
SELECT SECTOR SPDR TR,81369Y209,129208,1106800,CALL,
SELECT SECTOR SPDR TR,81369Y506,122650,2500000,CALL,
CUBIC CORP,229669106,111855,1500000,,
ISHARES TR,464287556,105994,704000,PUT,
AMERICAN AIRLS GROUP INC,02376R102,102770,4300000,PUT,
DISCOVERY INC,25470F302,95284,2582925,,
VANECK VECTORS ETF TR,92189F676,89773,368600,PUT,
PEABODY ENGR CORP,704551100,88484,28916201,,
PHILLIPS 66,718546104,81540,1000000,CALL,PSX
SNAP INC,83304A106,77651,1485000,,SNAP
FACEBOOK INC,30303M102,73633,250000,PUT,
VALERO ENERGY CORP,91913Y100,71600,1000000,CALL,
COMMUNITY HEALTH SYS INC NEW,203668108,60840,4500000,,
AERCAP HOLDINGS NV,N00985106,46992,800000,PUT,
BOOKING HOLDINGS INC,09857L108,46597,20000,CALL,BKNG
PINTEREST INC,72352L106,43085,582000,,
ORACLE CORP,68389X105,30875,440000,PUT,ORCL-PD
MARRIOTT INTL INC NEW,571903202,29622,200000,PUT,
AIR LEASE CORP,00912X302,26950,550000,PUT,
TESLA INC,88160RAG6,26869,2500000,,
EXPEDIA GROUP INC,30212P303,25818,150000,CALL,
BOEING CO,097023105,25472,100000,PUT,BA-PA
HILTON WORLDWIDE HLDGS INC,43300A203,24184,200000,PUT,
CORMEDIX INC,21900C308,15490,1550523,,CRMD
WAYFAIR INC,94419LAD3,13711,5000000,,W
MERCADOLIBRE INC,58733RAD4,13388,4000000,,MELI
THE TRADE DESK INC,88339J105,11893,18250,,
SABRE CORP,78573M104,11108,750000,CALL,SABR
RYANAIR HOLDINGS PLC,783513203,8182,71151,,RYAOF
EATON VANCE SR FLTNG RTE TR,27828Q105,7668,556064,,
WAYFAIR INC,94419LAB7,7545,2500000,,W
TESLA INC,88160R101,6679,10000,PUT,
EATON VANCE FLTING RATE INC,278279104,5032,356900,,
PRINCIPAL FINANCIAL GROUP IN,74251V102,300,5000,,
