name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
JD.COM INC,47215P106,2822609,48774995,,
MICROSOFT CORP,594918104,2254529,7312539,,MSFT
CROWDSTRIKE HLDGS INC,22788C105,2000306,8808818,,
NU HLDGS LTD,G6683N103,1966968,254788564,,
SEA LTD,81141R100,1619565,13520038,,SE
SNOWFLAKE INC,833445109,1567655,6841769,,SNOW
SERVICENOW INC,81762P102,1361599,2445005,,
CARVANA CO,146869102,1017684,8531177,,CVNA
DOORDASH INC,25809K105,960932,8199780,,
META PLATFORMS INC,30303M102,867756,3902482,,
WORKDAY INC,98138H101,712736,2976432,,
SHOPIFY INC,82509L107,619298,916175,,SHOP
RINGCENTRAL INC,76680R206,580307,4951000,,
ATLASSIAN CORP PLC,G06242104,514585,1751301,,
LI AUTO INC,50202M102,510824,19791714,,LAAOF
AMAZON COM INC,023135106,481635,147743,,AMZN
XPENG INC,98422D105,378658,13724477,,XPNGF
BLOCK INC,852234103,371310,2738276,,
DOCUSIGN INC,256163106,363458,3393000,,
DATADOG INC,23804L103,337955,2231169,,
MONDAY COM LTD,M7S64H106,328129,2075846,,
TOAST INC,888787108,275373,12672463,,
PROCORE TECHNOLOGIES INC,74275K108,267438,4614185,,
MASTERCARD INCORPORATED,57636Q104,258743,724000,,
QUALTRICS INTL INC,747601201,233345,8173193,,
PINDUODUO INC,722304102,231520,5772126,,
SENTINELONE INC,81730H109,228948,5909855,,
1LIFE HEALTHCARE INC,68269G107,195819,17673234,,
STARRY GROUP HOLDINGS INC,85572U102,181877,22018991,,
KANZHUN LIMITED,48553T106,181359,7280575,,
DOUBLEVERIFY HLDGS INC,25862V105,161591,6420000,,
COINBASE GLOBAL INC,19260Q107,158836,836597,,
ELASTIC N V,N14506104,127362,1431843,,
EMBARK TECHNOLOGY INC,29079J103,125418,21293320,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,121919,1040000,,
ROBLOX CORP,771049103,121138,2619760,,RBLX
8X8 INC NEW,282914100,113310,9000000,,
BLEND LABS INC,09352U108,112770,19784234,,
DAVE INC,23834J102,98988,13844459,,
IRONSOURCE LTD,M5R75Y101,98400,20500000,,
ANAPLAN INC,03272L108,97306,1495868,,
PERIMETER SOLUTIONS SA,L7579L106,88569,7313693,,
ZENDESK INC,98936J101,85887,714000,,
SALESFORCE COM INC,79466L302,82316,387700,,
FUTU HLDGS LTD,36118L106,80747,2479950,,
OZON HLDGS PLC,69269L104,80724,6958988,,
SPOTIFY TECHNOLOGY S A,L8681T102,80646,534077,,
DLOCAL LTD,G29018101,73310,2345180,,DLO
WARBY PARKER INC,93403J106,70194,2076117,,WRBY
CONFLUENT INC,20717M103,55624,1356672,,
ATRENEW INC,00138L108,52988,14968283,,RERE
FULL TRUCK ALLIANCE CO LTD,35969L108,52538,7876707,,
OLO INC,68134L109,47873,3613044,,
APOLLO GLOBAL MGMT INC,03769M106,46143,744248,,
UBER TECHNOLOGIES INC,90353T100,44404,1244502,,
WEAVE COMMUNICATIONS INC,94724R108,44264,7426846,,
FRESHWORKS INC,358054104,43544,2429913,,FRSH
DINGDONG CAYMAN LTD,25445D101,43101,12141140,,
VTEX,G9470A102,41332,6720647,,VTEX
ROBINHOOD MKTS INC,770700102,39049,2890361,,
ALTC ACQUISITION CORP,02156V109,39040,4000000,,
VISA INC,92826C839,36149,163000,,V
REDFIN CORP,75737F108,33446,1854000,,
PELOTON INTERACTIVE INC,70614W100,31669,1218036,,
MATTERPORT INC,577096100,29232,3600000,,
GITLAB INC,37637K108,28669,526512,,GTLB
LOGISTICS INNOVTN TECHNLGS C,54141L209,27580,2800000,,
ON24 INC,68339B104,27399,2083555,,
TCV ACQUISITION CORP,G8704C124,24400,2500000,,
SUMO LOGIC INC,86646P103,22504,1928341,,
OSCAR HEALTH INC,687793109,21211,2127454,,
TWILIO INC,90138F102,20601,125000,,TWLO
SQUARESPACE INC,85225A107,18723,730777,,
LIBERTY MEDIA ACQUISITION CO,53073L203,17051,1700000,,
MELI KASZEK PIONEER CORP,G5S74L106,15450,1500000,,
ALTIMETER GROWTH CORP 2,G0371B109,13330,1357450,,
KATAPULT HOLDINGS INC,485859102,11900,5000000,,
LEAD EDGE GROWTH OPRTUNTS LT,G54085124,9860,1000000,,
UIPATH INC,90364P105,8667,401440,,
STONECO LTD,G85158106,8392,717248,,STNE
NEXTDOOR HOLDINGS INC,65345M108,5391,900000,,
JOBY AVIATION INC,G65163100,2449,370000,,
AVIDXCHANGE HOLDINGS INC,05368X102,2246,279061,,
INTUIT,461202103,1819,3782,,
OKTA INC,679295105,844,5590,,
JOBY AVIATION INC,G65163118,215,130000,,
HASHICORP INC,418100103,213,3937,,
ALIBABA GROUP HLDG LTD,01609W102,158,1451,,
