name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
OCCIDENTAL PETE CORP,674599105,12518482615,264941431,,
CHUBB LIMITED,H1467J104,8843709614,31332895,,
KRAFT HEINZ CO,500754106,8479530661,325634818,,KHC
VISA INC,92826C839,2832586895,8297460,,V
MASTERCARD INC,57636Q104,2267645249,3986648,,MA
DAVITA INC,23918K108,2209905533,16632088,,DVA
AMAZON COM INC,023135106,1695958680,7724000,,AMZN
DOMINOS PIZZA INC,25754A201,1287335476,2981945,,DPZ
KROGER CO,501044101,1119483937,16607090,,KR
LENNAR CORP,526057104,888701738,7050950,,
NUCOR CORP,670346105,867801447,6407749,,NUE
AON PLC,G0403H108,821560320,2304000,,AON
UNITEDHEALTH GROUP INC,91324P102,675026970,1954900,,UNH
CHEVRON CORP NEW,166764100,536411725,3454258,,CVX
ALLY FINL INC,02005N100,498611260,12719675,,
CAPITAL ONE FINL CORP,14040H105,412237900,1939213,,
AMERICAN EXPRESS CO,025816109,381964735,1149942,,AXP
SIRIUS XM HOLDINGS INC,829933100,372048315,15984890,,SIRI
LIBERTY MEDIA CORP DEL,531229722,352930267,3639582,,FWONB
HEICO CORP NEW,422806208,328947963,1294612,,HEI-A
LIBERTY MEDIA CORP DEL,531229854,302187951,2893135,,FWONB
CHARTER COMMUNICATIONS INC N,16119P108,291853943,1060882,,
VERISIGN INC,92343E102,272006793,972947,,
BANK AMER CORP,060505104,202232800,3920000,,
APPLE INC,037833100,176203960,692000,,AAPL
LAMAR ADVERTISING CO NEW,512816109,147162306,1202110,,
ALLEGION PLC,G0176J109,138356588,780133,,ALLE
POOL CORP,73278L105,120927300,390000,,POOL
LOUISIANA PAC CORP,546347105,117258495,1319884,,
LIBERTY MEDIA CORP DEL,531229748,95403121,1011698,,FWONB
NVR INC,62944T105,89281142,11112,,NVR
CONSTELLATION BRANDS INC,21036P108,53868000,400000,,
COCA COLA CO,191216100,53056000,800000,,KO
MOODYS CORP,615369105,34354208,72100,,
JEFFERIES FINL GROUP INC,47233W109,28363364,433558,,
DIAGEO P L C,25243Q205,21734183,227750,,
LENNAR CORP,526057302,21715790,180980,,
LIBERTY LATIN AMERICA LTD,G9001E128,10837129,1284020,,LILAP
LIBERTY LATIN AMERICA LTD,G9001E102,8336482,1005607,,LILAP
ALPHABET INC,02079K305,6219957,25586,,GOOGN
ATLANTA BRAVES HLDGS INC,047726302,4500745,108217,,
