name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
PG&E CORP,69331C108,933120000,54000000,,PCG-PX
DANAHER CORPORATION,235851102,624000000,2600000,,
AMAZON COM INC,023135106,534476000,4100000,,AMZN
BATH & BODY WORKS INC,070830104,519375000,13850000,,
MICROSOFT CORP,594918104,517620800,1520000,,MSFT
DUPONT DE NEMOURS INC,26614N102,328624000,4600000,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,247254000,2450000,,
ALIBABA GROUP HLDG LTD,01609W102,245882500,2950000,,
NVIDIA CORPORATION,67066G104,211510000,500000,,NVDA
INTERNATIONAL FLAVORS&FRAGRA,459506101,210913500,2650000,,
INTERCONTINENTAL EXCHANGE IN,45866F104,209198000,1850000,,
FERGUSON PLC NEW,G3421J106,200570250,1275000,,
HCA HEALTHCARE INC,40412C101,182088000,600000,,
ALPHABET INC,02079K305,170572500,1425000,,GOOGN
AMERICAN INTL GROUP INC,026874784,169743000,2950000,,
JACOBS SOLUTIONS INC,46982L108,161093810,1354982,,J
DENBURY INC,24790A101,144485500,1675000,,
ACTIVISION BLIZZARD INC,00507V109,139095000,1650000,,
ADVANCED MICRO DEVICES INC,007903107,136692000,1200000,,AMD
HERTZ GLOBAL HLDGS INC,42806J700,134609780,7319727,,
UBER TECHNOLOGIES INC,90353T100,119796750,2775000,,
OPTION CARE HEALTH INC,68404L201,113715000,3500000,,
WESCO INTL INC,95082P105,111912500,625000,,
MICRON TECHNOLOGY INC,595112103,97636825,1550000,,MU
VISTRA CORP,92840M102,87113250,3318600,,VST
PG&E CORP,69331C140,70419210,471000,,PCG-PX
HORIZON THERAPEUTICS PUB L,G46188101,51425000,500000,,
GLOBAL BLUE GROUP HOLDING AG,H33700107,41419493,8487601,,
HERTZ GLOBAL HLDGS INC,42806J148,30270000,3000000,,
BLACK KNIGHT INC,09215C105,27214899,455632,,
BLUE WHALE ACQUISITION CORP,G1330M103,20320000,2000000,,
FIDELITY NATL INFORMATION SV,31620M106,16410000,300000,,
EG ACQUISITION CORP,26846A100,9758000,952000,,
AURORA INNOVATION INC,051774107,3035441,1032463,,
NET POWER INC,64107A113,1680000,500000,,NPWR-WT
AURORA INNOVATION INC,051774115,917500,1835000,,
COMPUTE HEALTH ACQUISITIN CO,204833115,312500,625000,,
TMC THE METALS COMPANY INC,87261Y114,195900,1000000,,
GLOBAL BLUE GROUP HOLDING AG,H33700115,150000,1333333,,
EG ACQUISITION CORP,26846A118,111756,367499,,
BLUESCAPE OPPORTUNITIES ACQU,G1195N113,54000,1000000,,
JAWS MUSTANG ACQUISITION COR,G50737124,50000,1000000,,
BLUE WHALE ACQUISITION CORP,G1330M129,48150,500000,,
SOCIAL LEVERAGE ACQUISN CORP,83363K110,47500,250000,,
DISRUPTIVE ACQUISITION CORP,G2770Y128,30600,333333,,
