name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UNITY SOFTWARE INC,91332U101,1390805576,34735404,,U
FIRST ADVANTAGE CORP NEW,31846B108,1378295158,89557840,,FA
EVERCOMMERCE INC,29977X105,746657564,67085136,,EVCM
KLARNA GROUP PLC,G5279N105,530338071,14470343,,KLAR
N-ABLE INC,62878D100,479496178,61473869,,
MADISON SQUARE GRDN SPRT COR,55825T103,431291374,1899962,,
"CARIS LIFE SCIENCES, INC.",142152107,160052932,5291006,,CAI
GOODRX HLDGS INC,38246G108,14941527,3532276,,
SNOWFLAKE INC,833445109,2136184,9471,,SNOW
SIMON PROPERTY GROUP,828806109,253355,1350,,
REALTY INCOME GROUP,756109104,207828,3450,,
HEALTHPEAK PROPERTIES,71943U104,205632,10800,,
AMPLITUDE INC.,03213A104,167404,15616,,
