name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BAXTER INTL INC,071813109,940180,11580000,,
ALLERGAN PLC,G0177J108,763567,4311500,,
DANAHER CORPORATION,235851102,494124,3570000,,
AMAZON COM INC,023135106,419190,215000,,AMZN
CENTENE CORP DEL,15135B101,387056,6515000,,CNC
UNITED TECHNOLOGIES CORP,913017109,377320,4000000,,
FIDELITY NATL INFORMATION SV,31620M106,285246,2345000,,
VISA INC,92826C839,225568,1400000,,V
SALESFORCE COM INC,79466L302,219570,1525000,,
ADOBE INC,00724F101,211630,665000,,ADBE
IQVIA HLDGS INC,46266C105,197923,1835000,,
IAA INC,449253103,194740,6500000,,
S&P GLOBAL INC,78409V104,189914,775000,,SPGI
BURLINGTON STORES INC,122017106,178268,1125000,,
FERRARI N V,N3167Y103,165538,1085000,,
FAR PT ACQUISITION CORP,30734W109,158808,15692500,,
DISNEY WALT CO,254687106,137655,1425000,,
CHARTER COMMUNICATIONS INC N,16119P108,130893,300000,,
ROPER TECHNOLOGIES INC,776696106,85748,275000,,ROP
TE CONNECTIVITY LTD,H84989104,85023,1350000,,
SERVICEMASTER GLOBAL HLDGS I,81761R109,83700,3100000,,
SHERWIN WILLIAMS CO,824348106,68928,150000,,SHW
AVANTOR INC,05352A100,62450,5000000,,
RAYTHEON CO,755111507,42820,326500,,
FAR PT ACQUISITION CORP,30734W208,40601,4000000,,
SONY CORP,835699307,39946,675000,,
KADMON HLDGS INC,48283N106,39418,9407745,,
BRISTOL-MYERS SQUIBB CO,110122157,26600,7000000,,
REPLAY ACQUISITION CORP,G75130123,9810,1000000,,
ISHARES TR,464287457,4110,47424,,
