name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
EXELIXIS INC,30161Q104,780535350,23439500,,
INVESCO EXCHANGE TRADED FD T,46137V357,771012000,4400000,PUT,
UNITEDHEALTH GROUP INC,91324P102,739820250,1462500,,UNH
NATERA INC,632307104,701523705,4431609,,
MICROSOFT CORP,594918104,688371461,1633147,,MSFT
AON PLC,G0403H108,658244384,1832733,,AON
THERMO FISHER SCIENTIFIC INC,883556102,641576769,1233256,,TMO
IQVIA HLDGS INC,46266C105,613730403,3123151,,
REVOLUTION MEDICINES INC,76155X100,579497788,13248692,,
AUTODESK INC,052769106,544380826,1841800,,
TRANSUNION,89400J107,493803034,5326319,,TRU
DISNEY WALT CO,254687106,493065372,4428068,,
ISHARES TR,464287556,475956000,3600000,PUT,
LANTHEUS HLDGS INC,516544103,475589667,5316227,,
INTUIT,461202103,473736903,753758,,
BOSTON SCIENTIFIC CORP,101137107,448650519,5022957,,BSX
ARAMARK,03852U106,425719785,11410340,,ARMK
SALESFORCE INC,79466L302,404585438,1210138,,
ALPHABET INC,02079K107,396218038,2080540,,GOOGN
ISHARES BITCOIN TRUST ETF,46438F101,385095255,7259100,,IBIT
NEW YORK TIMES CO,650111107,383926682,7376113,,NYT
SAREPTA THERAPEUTICS INC,803607100,348367509,2865100,,
MCKESSON CORP,58155Q103,348044037,610700,,MCK
AIRBNB INC,009066101,319221172,2429200,,
NASDAQ INC,631103108,309086849,3998019,,
CBRE GROUP INC,12504L109,286185942,2179800,,
WABTEC,929740108,271151239,1430198,,
WOODWARD INC,980745103,253174746,1521300,,
ANALOG DEVICES INC,032654105,245858712,1157200,,ADI
SCHWAB CHARLES CORP,808513105,234537690,3169000,,SCHW-PJ
PROTAGONIST THERAPEUTICS INC,74366E102,228898232,5930006,,
CRINETICS PHARMACEUTICALS IN,22663K107,208359761,4075098,,
BEAM THERAPEUTICS INC,07373V105,204330250,8239123,,BEAM
HIMS & HERS HEALTH INC,433000106,202555860,8377000,,
AGIOS PHARMACEUTICALS INC,00847X104,186462953,5674466,,
BRISTOL-MYERS SQUIBB CO,110122108,180313280,3188000,,
FULL TRUCK ALLIANCE CO LTD,35969L108,179450728,16585095,,
VISA INC,92826C839,173667140,549510,,V
BIOHAVEN LTD,G1110E107,165392037,4428167,,BHVN
MASTERCARD INCORPORATED,57636Q104,155691478,295671,,
NEW ORIENTAL ED & TECHNOLOGY,647581206,151410247,2359150,,
BRIDGEBIO PHARMA INC,10806X102,115110800,4195000,,
MODERNA INC,60770K107,108972864,2620800,PUT,
MASIMO CORP,574795100,65624100,397000,,
CENTESSA PHARMACEUTICALS PLC,152309100,58603376,3498709,,
HEALTHCARE RLTY TR,42226K105,55324800,3264000,,
ZTO EXPRESS CAYMAN INC,98980AAB1,54598064,54930000,,
WAYSTAR HLDG CORP,946784105,49251400,1342000,,
SPDR S&P 500 ETF TR,78462F103,48058560,82000,,
ENCOMPASS HEALTH CORP,29261A100,42573350,461000,,EHC
LIQUIDIA CORPORATION,53635D202,38701643,3290956,,LQDA
GDS HLDGS LTD,36165L108,36379720,1531133,,
TECTONIC THERAPEUTIC INC,878972108,32921519,713050,,
CAPRICOR THERAPEUTICS INC,14070B309,31055520,2250400,,
DBX ETF TR,233051879,26999400,1020000,CALL,
FLUTTER ENTMT PLC,G3643J108,23338035,90300,,
SILICON MOTION TECHNOLOGY CO,82706C108,22430750,415000,,
GXO LOGISTICS INCORPORATED,36262G101,22332900,513400,,
SAVARA INC,805111101,20983450,6835000,,SVRA
ZYMEWORKS INC,98985Y108,19470819,1329974,,ZYME
LATAM AIRLINES GROUP SA,51817R205,17057375,618469,,
GENEDX HOLDINGS CORP,81663L200,14987700,195000,,WGS
VOYAGER THERAPEUTICS INC,92915B106,14575869,2570700,,
TYRA BIOSCIENCES INC,90240B106,13913636,1000981,,
TANGO THERAPEUTICS INC,87583X109,12360000,4000000,,
ENANTA PHARMACEUTICALS INC,29251M106,12122507,2108262,,ENTA
ARROWHEAD PHARMACEUTICALS IN,04280A100,11821440,628800,,
NUVALENT INC,670703107,11742000,150000,,
GE HEALTHCARE TECHNOLOGIES I,36266G107,9694320,124000,,
MARA HOLDINGS INC,565788106,9307350,555000,,
HELIX ACQUISITION CORP II,G4444H101,6300000,600000,,
BIODESIX INC,09075X108,5831482,3811426,,BDSX
DYNE THERAPEUTICS INC,26818M108,5398091,229121,,
SOLENO THERAPEUTICS INC,834203309,4045500,90000,,
GRINDR INC,39854F119,3645000,540000,,GRND
MAC COPPER LIMITED,G60409110,3514169,330901,,
VNET GROUP INC,90138A103,3081000,650000,,
ALVOTECH,L01800108,2641700,199675,,ALVOW
JANUX THERAPEUTICS INC,47103J105,2569920,48000,,
SUMMIT MIDSTREAM CORPORATION,86614G101,2199325,58214,,SMC
PRIME MEDICINE INC,74168J101,2190000,750000,,
ELEVATION ONCOLOGY INC,28623U101,1984561,3527482,,
MARBLEGATE ACQUISITION CORP,56608A105,1648500,150000,,
MADRIGAL PHARMACEUTICALS INC,558868105,1024144,3319,,
FORTE BIOSCIENCES INC,34962G208,794850,35000,,
CARA THERAPEUTICS INC,140755208,793672,129685,,
ROIVANT SCIENCES LTD,G76279101,437710,37000,,ROIV
GLAUKOS CORP,377322102,389844,2600,,GKOS
BRIGHTSPRING HEALTH SVCS INC,10950A106,374660,22000,,
ARCUTIS BIOTRAPEUTICS INC,03969K108,362180,26000,,
TWIST BIOSCIENCE CORP,90184D100,355496,7650,,TWST
UNITED THERAPEUTICS CORP DEL,91307C102,352840,1000,,UTHR
BLUEPRINT MEDICINES CORP,09627Y109,348880,4000,,
AXSOME THERAPEUTICS INC,05464T104,338440,4000,,
KRYSTAL BIOTECH INC,501147102,313320,2000,,
PROGYNY INC,74340E103,310500,18000,,
ARCELLX INC,03940C100,306760,4000,,
SCHOLAR ROCK HLDG CORP,80706P103,302540,7000,,
HCA HEALTHCARE INC,40412C101,300150,1000,,
GLOBUS MED INC,379577208,297756,3600,,
IMMUNOVANT INC,45258J102,297240,12000,,
BRUKER CORP,116794108,293100,5000,,BRKRP
MERIT MED SYS INC,589889104,290160,3000,,
HEALTHEQUITY INC,42226A107,268660,2800,,
PACIFIC BIOSCIENCES CALIF IN,69404D108,247050,135000,,
SABRA HEALTH CARE REIT INC,78573L106,242480,14000,,
SAGE THERAPEUTICS INC,78667J108,232404,42800,,
CENCORA INC,03073E105,224680,1000,,
EDWARDS LIFESCIENCES CORP,28176E108,222090,3000,,EW
ICU MED INC,44930G107,217238,1400,,
CHEMED CORP NEW,16359R103,211920,400,,CHE
ICON PLC,G4705A100,209710,1000,,ICLR
GRIFOLS S A,398438408,208320,28000,,
INSMED INC,457669307,207120,3000,,INSM
BEIGENE LTD,07725L102,203181,1100,,
ALTIMMUNE INC,02155H200,198996,27600,,
ELANCO ANIMAL HEALTH INC,28414H103,193760,16000,,ELAN
IOVANCE BIOTRAPEUTICS INC,462260100,192400,26000,,
SOLID POWER INC,83422N113,182392,405316,,
EVOLENT HEALTH INC,30050B101,157500,14000,,
GERON CORP,374163103,152220,43000,,GERN
AMICUS THERAPEUTICS INC,03152W109,150720,16000,,
OSCAR HEALTH INC,687793109,147840,11000,,
ALEANNA INC,01444V111,138600,990000,,
COGENT BIOSCIENCES INC,19240Q201,132600,17000,,
SYNDAX PHARMACEUTICALS INC,87164F105,132200,10000,,SNDX
NOVAVAX INC,670002401,128640,16000,,NVAX
ARDELYX INC,039697107,116610,23000,,
C4 THERAPEUTICS INC,12529R107,100800,28000,,
CANOPY GROWTH CORP,138035704,82200,30000,,CGC
BEYOND MEAT INC,08862EAB5,71440,19000,,
IRONWOOD PHARMACEUTICALS INC,46333X108,57590,13000,,IRWD
ALEANNA INC,01444V103,48670,78400,,
MARBLEGATE ACQUISITION CORP,56608A113,48263,1485000,,
CARTICA ACQUISITION CORP,G1995D117,47250,175000,,
NVNI GROUP LIMITED,G50716110,24825,375000,,
REVOLUTION MEDICINES INC,76155X118,19406,120085,,
