name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
EBAY INC.,278642103,1563540,31115223,,EBAY
LIBERTY GLOBAL PLC,G5480U120,1290235,54555407,,
INTEL CORP,458140100,906005,18185569,,INTC
QORVO INC,74736K101,738255,4440095,,
FOX CORP,35137L105,646084,22186950,,FOX
VIASAT INC,92552V100,531834,16288959,,VSAT
MICRON TECHNOLOGY INC,595112103,392590,5222000,,MU
PG&E CORP,69331C108,381993,30657601,,PCG-PX
PERSHING SQUARE TONTINE HLDG,71531R109,352264,12707924,,
TRANSLATE BIO INC,89374L104,326236,18044239,,
MARATHON PETE CORP,56585A102,318088,7690721,,
LIBERTY MEDIA CORP DEL,531229607,282157,6484867,,FWONB
FACEBOOK INC,30303M102,251307,920000,,
SS&C TECHNOLOGIES HLDGS INC,78467J100,240496,3305784,,
NEXSTAR MEDIA GROUP INC,65336K103,227661,2085000,,
LIBERTY GLOBAL PLC,G5480U104,185458,7657205,,
ATARA BIOTHERAPEUTICS INC,046513107,178809,9108988,,
VIACOMCBS INC,92556H206,175122,4700000,,
FOX CORP,35137L204,164047,5680307,,FOX
ADVANTAGE SOLUTIONS INC,00791N102,161216,12500000,,ADV
THERAVANCE BIOPHARMA INC,G8807B106,155224,8735168,,
VERINT SYS INC,92343X100,153842,2290000,,
LIBERTY MEDIA CORP DEL,531229409,151165,3500000,,FWONB
FIDELITY NATIONAL FINANCIAL,31620R303,148542,3800000,,
ALPHABET INC,02079K107,139415,79580,,GOOGN
HEALTHPEAK PROPERTIES INC,42250P103,120926,4000200,,
COLONY CAP INC NEW,19626G108,116464,24212959,,
VERITIV CORP,923454102,74105,3564439,,
AJAX I,G0190X118,62050,5000000,,
REDBALL ACQUISITION CORP,G7417R105,53906,4950000,,
VESPER HEALTHCARE ACQSTN COR,92538T104,44788,3960000,,
AVANTI ACQUISITION CORP,G0682V117,43360,4000000,,
REINVENT TECHNOLOGY PARTNERS,G7483N111,42875,3500000,,
HORIZON ACQUISITION CORPORAT,G46044122,37590,3500000,,
BROADSTONE ACQUISITION CORP,G1739V118,31155,2970000,,
THERAVANCE BIOPHARMA INC,88339KAA0,28396,30000000,,
TRILOGY METALS INC NEW,89621C105,24365,12182568,,TMQ
INVESTINDUSTRIAL ACQUISITION,G4771L121,21588,2100000,,
RADIUS GLOBAL INFRASTRCTRE I,750481103,19292,1501342,,
PERSHING SQUARE TONTINE HLDG,71531R117,18667,1944444,,
DRAGONEER GROWTH OPPTY CORP,G28314105,11420,1000000,,
REINVENT TECHNOLOGY PARTNERS,G74847123,11380,1000000,,
VISTA OIL & GAS SAB DE CV,92837L109,4995,1951132,,
REDBALL ACQUISITION CORP,G7417R113,3696,1650000,,
VESPER HEALTHCARE ACQSTN COR,92538T112,3491,1320000,,
