name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UPSTART HLDGS INC,91680M107,1688860,13381222,,
PG&E CORP,69331C108,971172,82935257,,PCG-PX
DISNEY WALT CO,254687106,774984,4200000,,
DANAHER CORPORATION,235851102,652732,2900000,,
PAYSAFE LIMITED,G6964L107,560250,41500000,,
IAA INC,449253103,479646,8698694,,
INTUIT,461202103,459672,1200000,,
COSTAR GROUP INC,22160N109,452040,550000,,
BURLINGTON STORES INC,122017106,448200,1500000,,
ALPHABET INC,02079K305,433129,210000,,GOOGN
CHARTER COMMUNICATIONS INC N,16119P108,401063,650000,,
MICROSOFT CORP,594918104,377232,1600000,,MSFT
UBER TECHNOLOGIES INC,90353T100,367942,6750000,,
S&P GLOBAL INC,78409V104,352870,1000000,,SPGI
AMAZON COM INC,023135106,352725,114000,,AMZN
IQVIA HLDGS INC,46266C105,349661,1810400,,
AVANTOR INC,05352A100,318230,11000000,,
VISA INC,92826C839,317595,1500000,,V
FACEBOOK INC,30303M102,294530,1000000,,
TRANSDIGM GROUP INC,893641100,285141,485000,,TDG
LAUDER ESTEE COS INC,518439104,280670,965000,,
JD.COM INC,47215P106,278289,3300000,,
UNITEDHEALTH GROUP INC,91324P102,223242,600000,,UNH
APTIV PLC,G6095L109,213745,1550000,,APTV
DUPONT DE NEMOURS INC,26614N102,206724,2675000,,
FERRARI N V,N3167Y103,206141,985000,,
TE CONNECTIVITY LTD,H84989104,200120,1550000,,
DELL TECHNOLOGIES INC,24703L202,176300,2000000,,DELL
RH,74967X103,165581,277541,,RH
LESLIES INC,527064109,150614,6150000,,
CARMAX INC,143130102,145926,1100000,,KMX
ZILLOW GROUP INC,98954M200,140659,1085000,,
SHOPIFY INC,82509L107,132780,120000,,SHOP
CATALENT INC,148806102,129005,1225000,,
BLACK KNIGHT INC,09215C105,125783,1700000,,
SUNCOR ENERGY INC NEW,867224107,125404,6000000,,SU
GLOBAL BLUE GROUP HOLDING AG,H33700107,111053,9117625,,
CARVANA CO,146869102,104960,400000,,CVNA
PG&E CORP,69331C140,91280,800000,,PCG-PX
EQUITRANS MIDSTREAM CORP,294600101,73440,9000000,,
RADIUS GLOBAL INFRASTRCTRE I,750481103,66083,4495473,,
INTEL CORP,458140100,64000,1000000,,INTC
NEW YORK TIMES CO,650111107,63817,1260713,,NYT
CONTEXTLOGIC INC,21077C107,59627,3853050,,
AES CORP,00130H204,51650,500000,,AES
AES CORP,00130H105,49598,1850000,,AES
ISHARES SILVER TR,46428Q109,45400,2000000,,
JAWS MUSTANG ACQUISITION COR,G50737116,40600,4000000,,
REINVENT TECHNOLOGY PARTNERS,G7484L114,40160,4000000,,
AUSTERLITZ ACQUISITION CORP,G0633U119,40120,4000000,,
ROCKET COS INC,77311W101,34635,1500000,,
FINTECH ACQUISITION CORP V,31810Q107,33630,3000000,,
KADMON HLDGS INC,48283N106,29568,7601115,,
GO ACQUISITION CORP,362019101,29550,3000000,,
AVANTI ACQUISITION CORP,G0682V109,29310,3000000,,
JAWS ACQUISITION CORP,G50744104,27616,2084192,,
KHOSLA VENTURES ACQUT CO III,482506102,24900,2500000,,
COMPUTE HEALTH ACQUISITIN CO,204833107,24650,2500000,,
KHOSLA VENTURES ACQUSTN CO I,482505104,22680,2250000,,
VY GLOBAL GROWTH,G9444H100,20240,2000000,,
BLUESCAPE OPPORTUNITIES ACQU,G1195N105,19900,2000000,,
FAR PEAK ACQUISITION CORP,G3312L103,19540,2000000,,
CM LIFE SCIENCES INC,18978W109,19283,1295000,,
ALTIMETER GROWTH CORP,G0370L108,18720,1600000,,
COHN ROBBINS HOLDINGS CORP,G23726105,18677,1900000,,
FIRSTMARK HORIZON ACQUISITIO,33765Y101,16588,1658761,,
VECTOR ACQUISITION CORP II,G9460A104,14850,1500000,,
TLG ACQUISITION ONE CORP,87257M108,14520,1500000,,
MARQUEE RAINE ACQUISITION CO,G58442107,13832,1400000,,
ALTIMETER GROWTH CORP 2,G0371B109,13338,1285000,,
AUSTERLITZ ACQUISITION CORP,G0633D117,13052,1300000,,
LERER HIPPEAU ACQUISITION CO,526749106,12375,1250000,,
DRAGONEER GROWTH OPT CORP II,G28315102,12132,1200000,,
REINVENT TECHNOLOGY PARTNERS,G74847107,12012,1200000,,
ION ACQUISITION CORP 2 LTD,G49393120,10160,1000000,,
RICE ACQUISITION CORP,762594109,10110,1000000,,
KHOSLA VENTURES ACQUISITION,482504107,10100,1000000,,
ARCLIGHT CLEAN TRANSITION II,G0R21B120,10000,1000000,,
HUMANCO ACQUISITION CORP,44487N109,9950,1000000,,
SOCIAL LEVERAGE ACQUISN CORP,83363K201,9950,1000000,,
DISRUPTIVE ACQUISITION CORP,G2770Y110,9880,1000000,,
NIGHTDRAGON ACQUISITION CORP,65413D204,8160,800000,,
SVF INVESTMENT CORP 3,G8601N108,8080,800000,,
DRAGONEER GROWTH OPPTY CORP,G28314105,8018,780000,,
LEVERE HOLDINGS CORP,G5462L114,7968,800000,,
MEDICUS SCIENCES ACQUISITION,G5960S116,7782,790000,,
TISHMAN SPEYER INNOVATION CO,88825H209,7500,750000,,
PAYSAFE LIMITED,G6964L115,7217,1666666,,
ISHARES TR,464287457,5489,63645,,
LDH GROWTH CORP I,G54094118,5060,500000,,
CC NEUBERGER PRINCIPAL HOLDN,G1992N118,4995,500000,,
THE MUSIC ACQUISITION CORP,62752R209,4990,500000,,
HAMILTON LANE ALLIANCE HLDGS,40749M202,4978,500000,,
SLAM CORP,G8210L113,4960,500000,,
FIGURE ACQUISITION CORP I,302438205,3542,350000,,
GORES HOLDINGS VI INC,38286R105,3425,250000,,
PROSHARES TR,74347G861,3280,250000,CALL,
HH&L ACQUISITION CO,G39714111,3030,300000,,
SVF INVESTMENT CORP 2,G8601M100,3030,300000,,
FIFTH WALL ACQUISITION CORP,316790104,2500,250000,,
STAR PEAK CORP II,855179206,2093,200000,,
SOCIAL CAPITAL HEDOSOPHA HLD,G8251L113,1808,687500,,
BRIDGETOWN 2 HOLDINGS LTD,G1355V103,1792,175000,,
CLIMATE REAL IMPACT SLUTINS,187171202,1750,175000,,
DECARBONIZATION PLUS ACQU II,242794204,1660,165000,,
GLOBAL BLUE GROUP HOLDING AG,H33700115,1613,1333333,,
AVANTI ACQUISITION CORP,G0682V125,1575,1500000,,
REINVENT TECHNOLOGY PARTNERS,G7483N103,1515,750000,,
BLUESCAPE OPPORTUNITIES ACQU,G1195N113,1510,1000000,,
SUMO LOGIC INC,86646P103,1414,75000,,
DIVERSEY HLDGS LTD,G28923103,1385,94173,,
COHN ROBBINS HOLDINGS CORP,G23726113,1000,833332,,
ALTIMETER GROWTH CORP,G0370L116,933,300000,,
GO ACQUISITION CORP,362019119,900,1000000,,
FIRSTMARK HORIZON ACQUISITIO,33765Y119,783,505000,,
COMPUTE HEALTH ACQUISITIN CO,204833115,781,625000,,
RICE ACQUISITION CORP,762594117,755,510000,,
FAR PEAK ACQUISITION CORP,G3312L111,733,666666,,
SOCIAL CAPITAL HEDOSOPHA HLD,G82514111,700,287500,,
HUMANCO ACQUISITION CORP,44487N117,650,500000,,
SUSTAINABLE OPPORTNTS ACQ CO,G8598Y117,450,500000,,
MARQUEE RAINE ACQUISITION CO,G58442123,434,350000,,
REINVENT TECHNOLOGY PARTNERS,G74847115,379,240000,,
TLG ACQUISITION ONE CORP,87257M116,285,500000,,
