name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CONSTELLATION ENERGY CORP,21037T109,206794427,2398729,,CEG
ALPHABET INC,02079K107,177016350,1995000,,GOOGN
AMAZON COM INC,023135106,126000000,1500000,,AMZN
MACYS INC,55616P104,122867500,5950000,,
ENERGY TRANSFER L P,29273V100,121114714,10203430,,
EQT CORP,26884L109,86266500,2550000,,EQT
UNITEDHEALTH GROUP INC,91324P102,79527000,150000,,UNH
META PLATFORMS INC,30303M102,69195500,575000,,
MICROSOFT CORP,594918104,56357700,235000,,MSFT
HCA HEALTHCARE INC,40412C101,43792700,182500,,
SALESFORCE INC,79466L302,39777000,300000,,
ANTERO RESOURCES CORP,03674X106,38737500,1250000,,AR
UBER TECHNOLOGIES INC,90353T100,30294250,1225000,,
DISNEY WALT CO,254687106,26064000,300000,,
CHESAPEAKE ENERGY CORP,165167735,23880800,253055,,
CHESAPEAKE ENERGY CORP,165167172,19631250,250000,,
CAESARS ENTERTAINMENT INC NE,12769G100,17680000,425000,,
ENTERPRISE PRODS PARTNERS L,293792107,12493678,517980,,
CHESAPEAKE ENERGY CORP,165167180,11604000,150000,,
SYSCO CORP,871829107,11467500,150000,,SYY
ALIBABA GROUP HLDG LTD,01609W102,8809000,100000,,
ALPS ETF TR,00162Q452,7766280,204000,,
MPLX LP,55336V100,6315953,192325,,MPLXP
APTIV PLC,G6095L109,4656500,50000,,APTV
