name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BAXTER INTL INC,071813109,2276680,28000000,,
UNITED TECHNOLOGIES CORP,913017109,835207,6480000,,
CAMPBELL SOUP CO,134429109,800730,21000000,,
DANAHER CORPORATION,235851102,489794,3710000,,
DOWDUPONT INC,26078J100,466196,8745000,,
PAYPAL HLDGS INC,70450Y103,363440,3500000,,
FOX CORP,35137L105,358106,9755000,,FOX
SOTHEBYS,835898107,251476,6661604,,
WORLDPAY INC,981558109,249700,2200000,,
ADOBE INC,00724F101,239841,900000,,ADBE
IQVIA HLDGS INC,46266C105,234476,1630000,,
VISA INC,92826C839,234285,1500000,,V
MARATHON PETE CORP,56585A102,209475,3500000,,
BOSTON SCIENTIFIC CORP,101137107,191900,5000000,,BSX
SALESFORCE COM INC,79466L302,186085,1175000,,
CONSTELLATION BRANDS INC,21036P108,184096,1050000,,
CELGENE CORP,151020104,165095,1750000,,
AMERICAN EXPRESS CO,025816109,163950,1500000,,AXP
S&P GLOBAL INC,78409V104,160018,760000,,SPGI
FAR PT ACQUISITION CORP,30734W109,156140,15692500,,
ROSS STORES INC,778296103,148960,1600000,,
NETFLIX INC,64110L106,142624,400000,,NFLX
BLACK KNIGHT INC,09215C105,95375,1750000,,
CHEMOURS CO,163851108,74320,2000000,,CC
INTERNATIONAL FLAVORS&FRAGRA,459506101,64395,500000,PUT,
SONY CORP,835699307,63360,1500000,,
COLFAX CORP,194014106,59360,2000000,,
MICROSOFT CORP,594918104,58970,500000,,MSFT
FAR PT ACQUISITION CORP,30734W208,41600,4000000,,
KADMON HLDGS INC,48283N106,24836,9407745,,
ISHARES TR,464287457,3218,38260,,
