name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BROOKFIELD CORP,11271J107,2817787754,61403089,,
UBER TECHNOLOGIES INC,90353T100,2468273945,30207734,,
AMAZON COM INC,023135106,2217677936,9607824,,AMZN
ALPHABET INC,02079K107,1934222720,6163871,,GOOGN
META PLATFORMS INC,30303M102,1764796161,2673569,,
RESTAURANT BRANDS INTL INC,76131D103,1560199922,22866773,,
HOWARD HUGHES HOLDINGS INC,44267T102,1503829145,18852064,,HHH
HILTON WORLDWIDE HLDGS INC,43300A203,869983734,3028664,,
ALPHABET INC,02079K305,212306961,678297,,GOOGN
SEAPORT ENTMT GROUP INC,812215200,99320131,5023780,,
HERTZ GLOBAL HLDGS INC,42806J700,78339393,15241127,,
