name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UBER TECHNOLOGIES INC,90353T100,2965602648,30270518,,
BROOKFIELD CORP,11271J107,2813167442,41020231,,
HOWARD HUGHES HOLDINGS INC,44267T102,1549074099,18852064,,HHH
ALPHABET INC,02079K107,1540217750,6324031,,GOOGN
RESTAURANT BRANDS INTL INC,76131D103,1469799913,22915496,,
AMAZON COM INC,023135106,1278625494,5823316,,AMZN
ALPHABET INC,02079K305,1177569836,4843973,,GOOGN
CHIPOTLE MEXICAN GRILL INC,169656105,844198727,21541177,,CMG
HILTON WORLDWIDE HLDGS INC,43300A203,786253156,3030578,,
SEAPORT ENTMT GROUP INC,812215200,115145038,5023780,,
HERTZ GLOBAL HLDGS INC,42806J700,103639664,15241127,,
