name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ALIBABA GROUP HLDG LTD,01609W102,753117926,5137931,,
ALPHABET INC,02079K107,560738948,1786931,,GOOGN
AMAZON COM INC,023135106,503047031,2179391,,AMZN
META PLATFORMS INC,30303M102,396054000,600000,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,343395700,1130000,,
NVIDIA CORPORATION,67066G104,317050000,1700000,,NVDA
WHIRLPOOL CORP,963320106,282067400,3910000,,
NRG ENERGY INC,629377508,261153600,1640000,,
MICROSOFT CORP,594918104,241810000,500000,,MSFT
AMERICAN AIRLS GROUP INC,02376R102,216919500,14150000,,
PDD HOLDINGS INC,722304102,201267250,1775000,,PDD
QUALCOMM INC,747525103,195852250,1145000,,
ISHARES INC,464286772,182287500,1875000,,
KRANESHARES TRUST,500767306,161737500,4750000,,
VISTRA CORP,92840M102,152456850,945000,,VST
UBER TECHNOLOGIES INC,90353T100,151163500,1850000,,
CORNING INC,219350105,137486712,1570200,,
DEUTSCHE BANK A G,D18190898,121464000,3150000,,
JD.COM INC,47215P106,119307220,4157046,,
OWENS CORNING NEW,690742101,106314500,950000,,OC
RTX CORPORATION,75513E101,91700000,500000,,RTX
L3HARRIS TECHNOLOGIES INC,502431109,86603150,295000,,
BAIDU INC,056752108,75129500,575000,,
MOHAWK INDS INC,608190104,73777500,675000,,
LYFT INC,55087P104,73606000,3800000,,
LAM RESEARCH CORP,512807306,72751500,425000,,LRCX
MICRON TECHNOLOGY INC,595112103,71352500,250000,CALL,MU
ADVANCED MICRO DEVICES INC,007903107,69602000,325000,,AMD
ASML HOLDING N V,N07059210,66866250,62500,,
UNITEDHEALTH GROUP INC,91324P102,66022000,200000,,UNH
BALL CORP,058498106,63564000,1200000,,BALL
IQVIA HLDGS INC,46266C105,63114800,280000,,
UNITED AIRLS HLDGS INC,910047109,51996300,465000,,
ISHARES TR,464287184,41640375,1087500,,
ENERGY TRANSFER L P,29273V100,36133713,2191250,,
MPLX LP,55336V100,33489675,627500,,MPLXP
DELTA AIR LINES INC DEL,247361702,32965000,475000,,
GOODYEAR TIRE & RUBR CO,382550101,21900000,2500000,,
