name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VISTRA CORP,92840M102,930179653,6187585,,VST
ASML HLDG NV,N07059210,865339133,655148,,
CARPENTER TECHNOLOGY CORP,144285103,716541051,1817940,,CRS
LPL FINL HLDGS INC,50212V100,616691573,2049967,,
APPLOVIN CORP,03831W108,583039354,1464923,,APP
TALEN ENERGY CORP,87422Q109,580343221,1817947,,TLN
TERADYNE INC,880770102,555232819,1872876,,
CARVANA CO,146869102,551645415,1754709,,CVNA
NU HLDGS LTD,G6683N103,546221303,38011225,,
MEDLINE INC,58507V107,524617442,11789156,,MDLN
CORNING INC,219350105,505556448,3718147,,
CLEAN HARBORS INC,184496107,503196814,1754950,,CLH
MASTEC INC,576323109,492600027,1531050,,MTZ
TAIWAN SEMICONDUCTOR MANUFAC,874039100,469591664,1389530,,
BROOKFIELD CORP,11271J107,453626975,11208969,,
TENET HEALTHCARE CORP,88033G407,426242485,2258717,,THC
CAPITAL ONE FINL CORP,14040H105,413579026,2267056,,
ENTEGRIS INC,29362U104,365208931,3115054,,ENTG
US FOODS HLDG CORP,912008109,350028976,3795998,,
PERFORMANCE FOOD GROUP CO,71377A103,340769014,3978158,,PFGC
MCKESSON CORP,58155Q103,339414961,392224,,MCK
CIENA CORP,171779309,314280726,809522,,CIEN
TERAWULF INC,88080T104,287466235,19921430,,WULF
HUT 8 CORP,44812J104,285163591,6078951,,HUT
ARGAN INC,04010E109,214120433,393134,,AGX
ALPHABET INC,02079K305,53935041,187561,,GOOGN
TRANSDIGM GROUP INC,893641100,41348216,35677,,TDG
VULCAN MATLS CO,929160109,39259942,144179,,
SPOTIFY TECHNOLOGY S A,L8681T102,33383144,68844,,
MASTERCARD INCORPORATED,57636Q104,28581052,57201,,
AMPHENOL CORP,032095101,28186663,223084,,
VISA INC,92826C839,28040316,92775,,V
HILTON WORLDWIDE HLDGS INC,43300A203,27138836,89249,,
KKR & CO INC,48251W104,16585990,179308,,
BOOKING HOLDINGS INC,09857L108,10125820,2405,,BKNG
BOSTON SCIENTIFIC CORP,101137107,6567101,104655,,BSX
