name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TESLA INC,88160R101,689423,2599146,,
DISNEY WALT CO,254687106,292136,3096961,,
NVIDIA CORPORATION,67066G104,278265,2292323,,NVDA
ENPHASE ENERGY INC,29355A107,261788,943483,,
RIVIAN AUTOMOTIVE INC,76954A103,216047,6564788,,
NETFLIX INC,64110L106,206153,875609,,NFLX
META PLATFORMS INC,30303M102,188639,1390326,,
BLOCK INC,852234103,177506,3227967,,
LAM RESEARCH CORP,512807108,157272,429705,,LRCX
BROADCOM INC,11135F101,141010,317584,,AVGO
BATH & BODY WORKS INC,070830104,104790,3214424,,
MICROSOFT CORP,594918104,101003,433677,,MSFT
CROWDSTRIKE HLDGS INC,22788C105,100839,611850,,
GITLAB INC,37637K108,82482,1610357,,GTLB
AMAZON COM INC,023135106,69193,612330,,AMZN
ENDEAVOR GROUP HLDGS INC,29260Y109,69026,3407001,,
ZILLOW GROUP INC,98954M200,67485,2358800,,
KE HLDGS INC,482497104,60725,3466016,,
JD.COM INC,47215P106,60648,1205717,,
VISA INC,92826C839,59349,334078,,V
PINTEREST INC,72352L106,58981,2531352,,
PAYPAL HLDGS INC,70450Y103,58765,682759,,
BIONTECH SE,09075V102,56864,421590,,BNTX
DOORDASH INC,25809K105,55619,1124758,,
AIRBNB INC,009066101,55304,526505,,
MONDAY COM LTD,M7S64H106,53191,469309,,
LUCID GROUP INC,549498103,51343,3675263,,
EQUIFAX INC,294429105,50634,295362,,EFX
INTUIT,461202103,50623,130700,,
SNOWFLAKE INC,833445109,50508,297174,,SNOW
NXP SEMICONDUCTORS N V,N6596X109,50317,341106,,
ADVANCED MICRO DEVICES INC,007903107,50238,792899,,AMD
UIPATH INC,90364P105,49890,3956371,,
MARVELL TECHNOLOGY INC,573874104,45987,1071715,,
PALO ALTO NETWORKS INC,697435105,42333,258460,,PANW
TRIP COM GROUP LTD,89677Q107,41011,1501694,,
SOFI TECHNOLOGIES INC,83406F102,40341,8266520,,
UBER TECHNOLOGIES INC,90353T100,38290,1444918,,
PELOTON INTERACTIVE INC,70614W100,37144,5359867,,
UPSTART HLDGS INC,91680M107,34612,1664843,,
PARAMOUNT GLOBAL,92556H206,30782,1616702,,
GENERAC HLDGS INC,368736104,27969,157005,,
DINGDONG CAYMAN LTD,25445D101,25026,7029666,,
MERCADOLIBRE INC,58733R102,24444,29529,,MELI
QUANTUMSCAPE CORP,74767V109,23945,2847240,,QS
VICTORIAS SECRET AND CO,926400102,23657,812402,,
SYNAPTICS INC,87157D109,23220,234521,,SYNA
PINDUODUO INC,722304102,22898,365897,,
DOCUSIGN INC,256163106,21345,399201,,
WORKDAY INC,98138H101,21202,139285,,
DATADOG INC,23804L103,20904,235453,,
SHOPIFY INC,82509L107,20016,742982,,SHOP
ZILLOW GROUP INC,98954M101,19809,691885,,
ADOBE SYSTEMS INCORPORATED,00724F101,19419,70562,,
MODERNA INC,60770K107,19091,161444,,
RINGCENTRAL INC,76680R206,16438,411351,,
ALIBABA GROUP HLDG LTD,01609W102,16415,205217,,
FISKER INC,33813J106,14001,1854445,,
CONFLUENT INC,20717M103,11159,469469,,
SNAP INC,83304A106,10865,1106403,,SNAP
NIKOLA CORP,654110105,10621,3017419,,
NOVAVAX INC,670002401,9966,547555,,NVAX
KANZHUN LIMITED,48553T106,9782,579529,,
TWILIO INC,90138F102,9334,135000,,TWLO
OKTA INC,679295105,8531,150000,,
BEYOND MEAT INC,08862E109,6952,490640,,
HERTZ GLOBAL HLDGS INC,42806J148,6783,762095,,
GAMESTOP CORP NEW,36467W109,5498,218788,,GME-WT
STITCH FIX INC,860897107,5304,1342810,,
SINGULAR GENOMICS SYSTEMS IN,82933R100,5299,2119614,,
AMC ENTMT HLDGS INC,00165C104,5236,751238,,
APPLIED MATLS INC,038222105,5153,62892,,
MELCO RESORTS AND ENTMNT LTD,585464100,4897,738547,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,4837,65731,,
LYFT INC,55087P104,4214,320000,,
HASHICORP INC,418100103,3910,121469,,
CARVANA CO,146869102,3528,173800,,CVNA
AGORA INC,00851L103,3256,896956,,
FARFETCH LTD,30744W107,2408,323258,,
ASML HOLDING N V,N07059210,1950,4694,,
GRAB HOLDINGS LIMITED,G4124C109,1786,679103,,
HERTZ GLOBAL HLDGS INC,42806J700,1739,106823,,
FRESHWORKS INC,358054104,503,38808,,FRSH
SEA LTD,81141R100,419,7471,,SE
