name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BAUSCH HEALTH COS INC,071734107,224408965,34833431,,
MGM RESORTS INTERNATIONAL,552953101,144018643,4155183,,MGM
NORWEGIAN CRUISE LINE HLDG L,G66721104,81459113,3313561,,
UNITED PARKS & RESORTS INC,81282V100,68553309,1328507,,PRKS
VICTORIAS SECRET AND CO,926400102,66321667,2448507,,
COMCAST CORP NEW,20030N101,63813653,2034630,,CCZ
GULFPORT ENERGY CORP,402635502,44665140,246796,,GPOR
SMARTSTOP SELF STORAG REIT I,83192D402,44392992,1181767,,
BAUSCH PLUS LOMB CORP,071705107,40002415,2660508,,
PULTE GROUP INC,745867101,39972009,303092,,
SALESFORCE INC,79466L302,39784344,168186,,
ALLY FINL INC,02005N100,38154824,975205,,
PENNYMAC FINL SVCS INC NEW,70932M107,36648796,296441,,
ARDENT HEALTH INC,03980N107,15246113,1153113,,
MPLX LP,55336V100,14638797,293069,,MPLXP
CABLE ONE INC,12685J105,13033480,74043,,
ALGOMA STL GROUP INC,015658107,8864564,2493548,,
LIBERTY MEDIA CORP DEL,530715AL5,7650892,92401000,,FWONB
ENERGY TRANSFER L P,29273V100,7138440,415993,,
LIBERTY MEDIA CORP DEL,530715AG6,6813769,75030000,,FWONB
STONEX GROUP INC,861896108,5771716,57191,,SNEX
NATURAL RESOURCE PARTNERS L,63900P608,4810155,45811,,
TIM S A,88706T108,1848855,82834,,
