name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464287242,329772,2670000,,
DISH NETWORK CORPORATION,25470M109,249757,12494087,,
DISH NETWORK CORPORATION,25470MAB5,129448,160805000,,
AGNC INVT CORP,00123Q104,42320,4000000,,
VANGUARD SCOTTSDALE FDS,92206C409,31640,400000,,
ANNALY CAPITAL MANAGEMENT IN,035710409,25350,5000000,,
VICI PPTYS INC,925652109,21632,1300000,,
PARK HOTELS RESORTS INC,700517105,19775,2500000,,
SURGERY PARTNERS INC,86881A100,12462,1908402,,
LAMAR ADVERTISING CO NEW,512816109,9743,190000,,
CHENIERE ENERGY INC,16411RAG4,7429,11280000,,
BOYD GAMING CORP,103304101,5768,400000,,BYD
ENSCO JERSEY FIN LTD,29359WAB1,5305,22000000,,
SEADRILL LTD,G7998G106,2863,6657192,,SDRL
PG&E CORP,69331C108,899,100000,,PCG-PX
VALARIS PLC,G9402V109,897,1993750,,
WESCO INTL INC,95082P105,548,24000,,
