name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ALTABA INC,021346101,398197,20451811,,
VISTRA ENERGY CORP,92840M102,254103,9506286,,
TYSON FOODS INC,902494103,202358,2349180,,
TENET HEALTHCARE CORP,88033G407,107695,4868688,,THC
SYMANTEC CORP,871503108,86996,3681586,,
DOLLAR TREE INC,256746108,79905,700000,,
AVAYA HLDGS CORP,05351X101,74740,7305945,,
ALDER BIOPHARMACEUTICALS INC,014339105,62468,3312203,,
ACTIVISION BLIZZARD INC,00507V109,56878,1075000,,
PG&E CORP,69331C108,54359,5435925,,PCG-PX
TESLA INC,88160RAG6,45706,45000000,,
DISNEY WALT CO,254687106,45612,350000,,
MOMO INC,60879BAB3,45020,50000000,,
ALTICE USA INC,02156K103,43737,1525000,,
CLEAR CHANNEL OUTDOOR HLDGS,18453H106,42559,16888360,,
HILTON GRAND VACATIONS INC,43283X105,42447,1326468,,HGV
RADIUS HEALTH INC,750469AA6,40910,45000000,,
IHEARTMEDIA INC,45174J509,40266,2684387,,
LOWES COS INC,548661107,39861,362500,,
SANDERSON FARMS INC,800013104,33527,221638,,
OCCIDENTAL PETE CORP,674599105,32570,732399,,
SPLUNK INC,848637AC8,32234,30000000,,
TWITTER INC,90184LAF9,31751,30000000,,
SPARTAN ENERGY ACQUISITON CO,846784114,31080,3000000,,
MBIA INC,55262C100,30626,3318091,,MBI
IAC INTERACTIVECORP,44919P508,29970,137500,,
GORES HOLDINGS III INC,38286G208,27763,2644141,,
UNIVAR SOLUTIONS INC,91336L107,27321,1316029,,
ZYNGA INC,98986T108,24437,4198812,,
TWILIO INC,90138F102,21992,200000,,TWLO
NOVAVAX INC,670002AB0,21084,50500000,,NVAX
LANDCADIA HLDGS II INC,51476X204,20120,2000000,,
SILVER SPIKE ACQUISITION COR,G8136L122,20120,2000000,,
SWITCHBACK ENERGY ACQUISITIO,87105M201,20000,2000000,,
HAYMAKER ACQUISITION CORP II,42087L200,19469,1899425,,
CHURCHILL CAP CORP II,17143G205,19401,1846000,,
KROGER CO,501044101,19335,750000,CALL,KR
SERVICENOW INC,81762P102,19039,75000,,
LIGAND PHARMACEUTICALS INC,53220KAF5,18753,22500000,,LGNZZ
SMILEDIRECTCLUB INC,83192H106,18113,1305000,,
MOSAIC ACQUISITION CORP,61946M100,18078,1750000,,
FINTECH ACQUISITION CORP III,31811A309,17931,1691600,,
MAXAR TECHNOLOGIES INC,57778K105,17715,2330977,,
SMARTSHEET INC,83200N103,17530,486542,,
GORES METROPOULOS INC,382872208,17242,1626600,,
SPIRIT MTA REIT,84861U105,16946,2007867,,
TPG PACE HLDGS CORP,G89827128,16838,1637900,,
CONYERS PK II ACQUISITION CO,212896203,16508,1550000,,
COLONY CR REAL ESTATE INC,19625T101,16340,1130000,,
D R HORTON INC,23331A109,15813,300000,,
DIAMOND EAGLE ACQUISITION CO,25258L208,15180,1500000,,
MONGODB INC,60937P106,15064,125000,,
UNITED AIRLINES HLDGS INC,910047109,15058,170257,,
GS ACQUISITION HLDGS CORP,36255F201,14213,1334597,,
BOXWOOD MERGER CORP,10319T101,13891,1379400,,
LEISURE ACQUISITION CORP,52539T206,13841,1299600,,
AMCI ACQUISITION CORP,00165R200,13442,1300000,,
PHILIP MORRIS INTL INC,718172109,13288,175000,,
APEX TECHNOLOGY ACQUISITN CO,03768F201,13247,1300000,,
COLLIER CREEK HOLDINGS,G22707122,12840,1200000,,
ACCELERATE DIAGNOSTICS INC,00430HAB8,12794,16000000,,
COMMUNITY HEALTH SYS INC NEW,203668108,12710,3530488,,
GX ACQUISITION CORP,36251A206,12663,1250000,,
ACT II GLOBAL ACQUISITION CO,G0080J112,12120,1200000,,
ACORDA THERAPEUTICS INC,00484MAA4,11830,15120000,,
INSURANCE ACQUISITION CORP,457867307,11429,1100000,,
TKK SYMPHONY ACQUISITION COR,G88950111,11232,1080000,,
DIAMONDPEAK HLDGS COR,25280H209,11121,1100000,,
INTELSAT S A,L5140P101,11031,483803,,
SQUARE INC,852234103,10841,175000,,
SCHULTZE SPL PURP ACQUSTN CO,80821R208,10185,985000,,
PIVOTAL INVT CORP II,72582K209,10180,1000000,,
TORTOISE ACQUISITION CORP,89154L209,10080,1000000,,
TUSCAN HLDGS CORP II,90070A202,9548,950000,,
CF FIN ACQUISITION CORP,12528N206,9495,900000,,
VMWARE INC,928563402,9379,62500,,
SALESFORCE COM INC,79466L302,9278,62500,,
GIGCAPITAL2 INC,375036209,8755,850000,,
INVESCO QQQ TR,46090E103,8495,45000,,
FUNKO INC,361008105,8171,397214,,
SENTINEL ENERGY SVCS INC,81728P105,7685,748300,,
FERRARI N V,N3167Y103,7612,49337,,
AVALARA INC,05338G106,7570,112500,,
TWELVE SEAS INVESTMENT COMPA,G9145A107,7388,721500,,
INTELSAT S A,45790VAB6,7341,5000000,,
SC HEALTH CORP,G78516302,6210,600000,,
WATTS WATER TECHNOLOGIES INC,942749102,5684,60638,,WTS
CONTURA ENERGY INC,21241B100,5279,188794,,
HEALTH SCIENCES ACQUSTN CORP,42227C102,5134,524400,,
NEW PROVIDENCE ACQUISITIN CO,64822P205,5035,500000,,
DYNATRACE INC,268150109,4901,262500,,
HD SUPPLY HLDGS INC,40416M105,3918,100000,,
SOCIAL CAP HEDOSOPHIA HLDGS,G8250R103,3838,358688,,
QUORUM HEALTH CORP,74909E106,3596,2971526,,
HCA HEALTHCARE INC,40412C101,3442,28586,,
DATADOG INC,23804L103,3398,100200,,
CLOUDFLARE INC,18915M107,3324,179000,,
CVS HEALTH CORP,126650100,3280,52012,,CVS
ZIMMER BIOMET HLDGS INC,98956P102,2975,21669,,
PELOTON INTERACTIVE INC,70614W100,2906,114000,,
CIGNA CORP NEW,125523100,2602,17141,,
RH,74967X103,2597,15200,,RH
LABORATORY CORP AMER HLDGS,50540R409,2379,14160,,
MCKESSON CORP,58155Q103,2370,17341,,MCK
BIOHAVEN PHARMACTL HLDG CO L,G11196105,2215,53084,,
YETI HLDGS INC,98585X104,2100,75000,,
MEDALLIA INC,584021109,2098,76500,,
ETSY INC,29786A106,2091,37000,,ETSY
MERCK & CO INC,58933Y105,2002,23782,,
DENTSPLY SIRONA INC,24906P109,1811,33967,,XRAY
WEIBO CORP,948596AC5,1797,1925000,,WEIBF
SOCIAL CAP HEDOSOPHIA HLDGS,G8250R129,1555,622194,,
BOXWOOD MERGER CORP,10319T119,1353,1880000,,
PRA HEALTH SCIENCES INC,69354M108,1170,11800,,
10X GENOMICS INC,88025U109,1143,22500,,
HUMANA INC,444859102,1096,4285,,HUM
RAYONIER ADVANCED MATLS INC,75508B104,1083,250000,,
TPG PACE HLDGS CORP,G89827110,1047,662633,,
OKTA INC,679295105,1043,10600,,
BRISTOL MYERS SQUIBB CO,110122108,1028,20275,,CELG-RI
ELANCO ANIMAL HEALTH INC,28414H103,986,37097,,ELAN
PING IDENTITY HLDG CORP,72341T103,863,50000,,
MOSAIC ACQUISITION CORP,61946M118,728,633333,,
CONMED CORP,207410101,719,7483,,CNMD
SYNEOS HEALTH INC,87166B102,580,10900,,
WILLSCOT CORP,971375126,564,36200,,
PENSARE ACQUISITION CORP,70957E121,508,1849800,,
WRIGHT MED GROUP N V,N96617118,499,24200,,
ASHLAND GLOBAL HLDGS INC,044186104,424,5497,,
HEALTH SCIENCES ACQUSTN CORP,42227C110,399,524400,,
U S WELL SVCS INC,91274U119,350,1400000,,
AKAZOO SA,L0164E108,344,54674,,
TARGET HOSPITALITY CORP,87615L115,314,365000,,TH
TWELVE SEAS INVESTMENT COMPA,G9145A131,295,921500,,
SPRINGWORKS THERAPEUTICS INC,85205L107,271,12500,,
TWELVE SEAS INVESTMENT COMPA,G9145A115,257,921500,,
CONCRETE PUMPING HLDGS INC,206704108,253,64133,,
RANPAK HLDGS CORP,75321W111,225,300000,,
FALCON MINERALS CORP,30607B208,221,634023,,
II VI INC,902104108,204,5787,,
PENSARE ACQUISITION CORP,70957E113,203,924900,,
AKAZOO SA,L0164E116,202,273365,,
PIVOTAL ACQUISITION CORP,72583A119,174,129923,,
KAIXIN AUTO HLDGS,G5223X100,153,84929,,
NESCO HLDGS INC,64083J112,129,149490,,
SENTINEL ENERGY SVCS INC,81728P113,80,243800,,
BORQS TECHNOLOGIES INC,G1466B103,70,41679,,
ESTRE AMBIENTAL INC,G3206V118,7,701404,,
AGROFRESH SOLUTIONS,00856G117,2,439956,,
