name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
EBAY INC.,278642103,1682911,32086000,,EBAY
LIBERTY GLOBAL PLC,G5480U120,1173487,54555407,,
FOX CORP,35137L105,732795,27322720,,FOX
VIASAT INC,92552V100,526899,13732068,,VSAT
VIACOMCBS INC,92556H206,439292,18837585,,
QORVO INC,74736K101,338784,3065086,,
TRANSLATE BIO INC,89374L104,319122,18044239,,
HP INC,40434L105,313752,18000681,,HPQ
ALPHABET INC,02079K107,303474,214680,,GOOGN
MCKESSON CORP,58155Q103,256086,1669181,,MCK
HD SUPPLY HLDGS INC,40416M105,229438,6621583,,
AKEBIA THERAPEUTICS INC,00972D105,203700,15000000,,
THERAVANCE BIOPHARMA INC,G8807B106,195399,9309168,,
FACEBOOK INC,30303M102,193350,851500,,
NEXSTAR MEDIA GROUP INC,65336K103,174494,2085000,,
LIBERTY GLOBAL PLC,G5480U104,167387,7657205,,
FOX CORP,35137L204,152459,5680307,,FOX
ATARA BIOTHERAPEUTICS INC,046513107,144564,9922030,,
HCA HEALTHCARE INC,40412C101,97060,1000000,,
COLONY CAP INC NEW,19626G108,61650,25687370,,
VERITIV CORP,923454102,60453,3564439,,
AMERISOURCEBERGEN CORP,03073E105,47175,468150,,
PG&E CORP,69331C108,41711,4702443,,PCG-PX
THERAVANCE BIOPHARMA INC,88339KAA0,29184,30000000,,
VERINT SYS INC,92343X100,27846,616328,,
TRILOGY METALS INC NEW,89621C105,24252,12182568,,TMQ
UNIVAR SOLUTIONS INC,91336L107,21636,1283248,,
VENTAS INC,92276F100,20141,550000,,
VISTA OIL & GAS S A B DE C V,92837L109,18183,5961709,,
SS&C TECHNOLOGIES HLDGS INC,78467J100,7936,140516,,
LIBERTY MEDIA CORP DEL,531229607,6369,184867,,FWONB
