quarter,filing_13f_hr_count,filing_13f_nt_count,top_new_filers_json
2019Q1,10000,1578,"[{""cik"": """", ""name"": ""BANK OF HAWAII CORP  (BOH, BOH-PA, BOH-PB)  (CIK 0000046195)"", ""date"": ""2019-03-01""}, {""cik"": """", ""name"": ""BANK OF HAWAII CORP  (BOH, BOH-PA, BOH-PB)  (CIK 0000046195)"", ""date"": ""2019-03-01""}, {""cik"": """", ""name"": ""BARCLAYS BANK PLC  (DJP, GRN, VXX, VXZ, ATMP, BWVTF, COWTF, JJCTF, JJETF, JJGTF, PGMFF)  (CIK 0000312070)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""Alliance United Insurance Co  (CIK 0001714670)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""BlackRock Internationl, Ltd.  (CIK 0001426459)"", ""date"": ""2019-02-08""}, {""cik"": """", ""name"": ""MORGAN STANLEY & CO. LLC  (CIK 0001359291)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""HILLS BANCORPORATION  (HBIA)  (CIK 0000732417)"", ""date"": ""2019-01-28""}, {""cik"": """", ""name"": ""BlackRock Fund Managers Ltd.  (CIK 0001388402)"", ""date"": ""2019-02-08""}, {""cik"": """", ""name"": ""Cartica Management, L.P.  (CIK 0001599919)"", ""date"": ""2019-02-13""}, {""cik"": """", ""name"": ""PRINCIPAL REAL ESTATE INVESTORS LLC  (CIK 0001218333)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""Kinetics Advisers, LLC  (CIK 0001527271)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""MFS Heritage Trust CO  (CIK 0001443067)"", ""date"": ""2019-02-13""}, {""cik"": """", ""name"": ""Deutsche Bank Trust CO Delaware  (CIK 0001370961)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""Clarus Ventures, LLC  (CIK 0001431431)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""XL Group Investments Ltd  (CIK 0001572311)"", ""date"": ""2019-02-13""}, {""cik"": """", ""name"": ""SPRUCE HOUSE PARTNERSHIP LP  (CIK 0001389653)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""Scion Capital Group, LLC  (CIK 0001768023)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""Wilmington Trust, National Association  (CIK 0001537825)"", ""date"": ""2019-02-01""}, {""cik"": """", ""name"": ""Allianz Fund Investments, Inc.  (CIK 0001702249)"", ""date"": ""2019-01-30""}, {""cik"": """", ""name"": ""Bellevue Asset Management AG  (CIK 0001642343)"", ""date"": ""2019-02-12""}, {""cik"": """", ""name"": ""HSBC PRIVATE BANK (SUISSE) LTD  (CIK 0001581771)"", ""date"": ""2019-02-12""}, {""cik"": """", ""name"": ""Fidelity (Canada) Asset Management ULC  (CIK 0001628278)"", ""date"": ""2019-02-13""}, {""cik"": """", ""name"": ""Invesco Capital Management LLC  (CIK 0001224696)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""ABRAMS BISON PARTNERS, LP  (CIK 0001317587)"", ""date"": ""2019-02-14""}, {""cik"": """", ""name"": ""ICAHN ENTERPRISES HOLDINGS L.P.  (CIK 0001034563)"", ""date"": ""2019-02-14""}]"
2019Q2,10000,1631,"[{""cik"": """", ""name"": ""Morgan Stanley Asia Ltd  (CIK 0001767823)"", ""date"": ""2019-04-23""}, {""cik"": """", ""name"": ""Morgan Stanley Wealth Management Australia Pty Ltd  (CIK 0001767825)"", ""date"": ""2019-04-23""}, {""cik"": """", ""name"": ""Morgan Stanley Wealth Management Australia Pty Ltd  (CIK 0001767825)"", ""date"": ""2019-04-23""}, {""cik"": """", ""name"": ""Morgan Stanley Asia Ltd  (CIK 0001767823)"", ""date"": ""2019-04-23""}, {""cik"": """", ""name"": ""Morgan Stanley Wealth Management Australia Pty Ltd  (CIK 0001767825)"", ""date"": ""2019-04-23""}, {""cik"": """", ""name"": ""Morgan Stanley Wealth Management Australia Pty Ltd  (CIK 0001767825)"", ""date"": ""2019-04-23""}, {""cik"": """", ""name"": ""Morgan Stanley Asia Ltd  (CIK 0001767823)"", ""date"": ""2019-04-23""}, {""cik"": """", ""name"": ""Morgan Stanley Asia Ltd  (CIK 0001767823)"", ""date"": ""2019-04-23""}, {""cik"": """", ""name"": ""Atlas Venture Associates VI, L.P.  (CIK 0001292359)"", ""date"": ""2019-05-13""}, {""cik"": """", ""name"": ""Alliance United Insurance Co  (CIK 0001714670)"", ""date"": ""2019-05-15""}, {""cik"": """", ""name"": ""PRINCIPAL GLOBAL INVESTORS  (CIK 0000769734)"", ""date"": ""2019-05-10""}, {""cik"": """", ""name"": ""SeaTown Master Fund  (CIK 0001567591)"", ""date"": ""2019-04-30""}, {""cik"": """", ""name"": ""Investacorp Advisory Services, Inc.  (CIK 0001722470)"", ""date"": ""2019-05-15""}, {""cik"": """", ""name"": ""KEYBANC CAPITAL MARKETS,INC /OH/  (CIK 0001074714)"", ""date"": ""2019-05-08""}, {""cik"": """", ""name"": ""Leucadia Investment Management Ltd  (CIK 0001697634)"", ""date"": ""2019-05-15""}, {""cik"": """", ""name"": ""BNP PARIBAS ASSET MANAGEMENT Nederland N.V  (CIK 0001541837)"", ""date"": ""2019-04-26""}, {""cik"": """", ""name"": ""TCW INVESTMENT MANAGEMENT Co LLC  (CIK 0001145263)"", ""date"": ""2019-05-13""}, {""cik"": """", ""name"": ""EDMOND DE ROTHSCHILD (MONACO)  (CIK 0001689918)"", ""date"": ""2019-05-13""}, {""cik"": """", ""name"": ""MFS Investment Management CO (LUX) S.A.R.L.  (CIK 0001442898)"", ""date"": ""2019-05-13""}, {""cik"": """", ""name"": ""Mill Road Capital II GP LLC  (CIK 0001550728)"", ""date"": ""2019-05-15""}, {""cik"": """", ""name"": ""NOVEM  (CIK 0001117699)"", ""date"": ""2019-05-15""}, {""cik"": """", ""name"": ""Oaktree Holdings, Inc.  (CIK 0001403382)"", ""date"": ""2019-05-15""}, {""cik"": """", ""name"": ""JPMorgan Asset Management (UK) Ltd  (CIK 0001362941)"", ""date"": ""2019-05-07""}, {""cik"": """", ""name"": ""J.P. Morgan Securities plc  (CIK 0001373636)"", ""date"": ""2019-05-07""}, {""cik"": """", ""name"": ""CIBC National Trust Co  (CIK 0001607902)"", ""date"": ""2019-05-10""}]"
2019Q3,10000,1574,"[{""cik"": """", ""name"": ""KBC Participations Renta C  (CIK 0001698351)"", ""date"": ""2019-08-08""}, {""cik"": """", ""name"": ""Ceskoslovenska Obchodni Banka a.s.  (CIK 0001698340)"", ""date"": ""2019-08-07""}, {""cik"": """", ""name"": ""GTO LLC  (CIK 0001586463)"", ""date"": ""2019-08-16""}, {""cik"": """", ""name"": ""KBC Participations Renta C  (CIK 0001698351)"", ""date"": ""2019-08-07""}, {""cik"": """", ""name"": ""Ceskoslovenska Obchodni Banka a.s.  (CIK 0001698340)"", ""date"": ""2019-08-08""}, {""cik"": """", ""name"": ""BNP PARIBAS SECURITIES CORP  (CIK 0001197610)"", ""date"": ""2019-07-31""}, {""cik"": """", ""name"": ""Harrell Christopher J.  (CIK 0001698066)"", ""date"": ""2019-08-08""}, {""cik"": """", ""name"": ""INDEXIQ LLC  (CIK 0001483922)"", ""date"": ""2019-08-12""}, {""cik"": """", ""name"": ""Apollo Capital Management, L.P.  (CIK 0001456421)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""PPM AMERICA INC/IL  (CIK 0000898417)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""Flagship Ventures Fund IV General Partner LLC  (CIK 0001508051)"", ""date"": ""2019-08-13""}, {""cik"": """", ""name"": ""SEATOWN CAPITAL PTE. LTD.  (CIK 0001591529)"", ""date"": ""2019-08-01""}, {""cik"": """", ""name"": ""J.P. Morgan Securities plc  (CIK 0001373636)"", ""date"": ""2019-08-07""}, {""cik"": """", ""name"": ""PICTET ASSET MANAGEMENT SA  (CIK 0001361570)"", ""date"": ""2019-08-13""}, {""cik"": """", ""name"": ""Manulife Investment Management (Europe) Ltd  (CIK 0001528732)"", ""date"": ""2019-07-26""}, {""cik"": """", ""name"": ""Greenlight Masters, LLC  (CIK 0001449674)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""Deer Park Road Management GP, LLC  (CIK 0001702367)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""Broken Clock Management, L.L.C.  (CIK 0001609286)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""AMUNDI HONG KONG LTD  (CIK 0001696433)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""Eastspring Securities Investment Trust Co. Ltd  (CIK 0001512285)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""SC U.S. Growth VII Management, L.P.  (CIK 0001742978)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""JWM Capital LLC  (CIK 0001387302)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""SIT INVESTMENT FIXED INCOME ADVISORS INC  (CIK 0001086316)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""H PARTNERS, LP  (CIK 0001364411)"", ""date"": ""2019-08-14""}, {""cik"": """", ""name"": ""Nebraska Furniture Mart  (CIK 0001314725)"", ""date"": ""2019-08-14""}]"
2019Q4,10000,1647,"[{""cik"": """", ""name"": ""Vitol Holding B.V.  (CIK 0001546531)"", ""date"": ""2019-10-31""}, {""cik"": """", ""name"": ""Barclays Capital INC  (CIK 0001484219)"", ""date"": ""2019-11-15""}, {""cik"": """", ""name"": ""First Commonwealth Bank  (CIK 0001362556)"", ""date"": ""2019-11-14""}, {""cik"": """", ""name"": ""SEB Investment Management AB  (CIK 0001667108)"", ""date"": ""2019-11-12""}, {""cik"": """", ""name"": ""QMA LLC  (CIK 0001316541)"", ""date"": ""2019-11-13""}, {""cik"": """", ""name"": ""Cooperatieve Rabobank U.A.  (CIK 0001098062)"", ""date"": ""2019-11-14""}, {""cik"": """", ""name"": ""Deutsche Bank Trust CO Delaware  (CIK 0001370961)"", ""date"": ""2019-11-14""}, {""cik"": """", ""name"": ""CPR Asset Management  (CIK 0001330434)"", ""date"": ""2019-11-14""}, {""cik"": """", ""name"": ""CITY NATIONAL ROCHDALE, LLC  (CIK 0001009289)"", ""date"": ""2019-11-14""}, {""cik"": """", ""name"": ""FMR CO INC  (CIK 0001145247)"", ""date"": ""2019-11-13""}, {""cik"": """", ""name"": ""Harvest Global Investments Ltd  (CIK 0001640161)"", ""date"": ""2019-11-14""}, {""cik"": """", ""name"": ""ROCKEFELLER TRUST COMPANY, N.A.  (CIK 0000866998)"", ""date"": ""2019-11-12""}, {""cik"": """", ""name"": ""KBI Global Investors Ltd  (CIK 0001410251)"", ""date"": ""2019-11-14""}, {""cik"": """", ""name"": ""FIG LLC  (CIK 0001245521)"", ""date"": ""2019-11-14""}, {""cik"": """", ""name"": ""MFS Investment Management K.K.  (CIK 0001442857)"", ""date"": ""2019-11-05""}, {""cik"": """", ""name"": ""Eastspring Securities Investment Trust Co. Ltd  (CIK 0001512285)"", ""date"": ""2019-10-04""}, {""cik"": """", ""name"": ""SMBC Trust Bank Ltd.  (CIK 0001748941)"", ""date"": ""2019-11-08""}, {""cik"": """", ""name"": ""Nomura Asset Management Taiwan Ltd.  (CIK 0001674607)"", ""date"": ""2019-11-13""}, {""cik"": """", ""name"": ""RBC Trust Co (International) Ltd  (CIK 0001456584)"", ""date"": ""2019-11-07""}, {""cik"": """", ""name"": ""Overlook Investments (BVI) Ltd  (CIK 0001569762)"", ""date"": ""2019-11-12""}, {""cik"": """", ""name"": ""London & Capital Wealth Advisers Ltd  (CIK 0001767558)"", ""date"": ""2019-11-12""}, {""cik"": """", ""name"": ""CREDIT SUISSE INTERNATIONAL  (CIK 0001343079)"", ""date"": ""2019-11-08""}, {""cik"": """", ""name"": ""Insight Venture Associates Growth-Buyout Coinvestment Ltd.  (CIK 0001745336)"", ""date"": ""2019-11-08""}, {""cik"": """", ""name"": ""AVENUE ENERGY OPPORTUNITIES PARTNERS, LLC  (CIK 0001689110)"", ""date"": ""2019-11-14""}, {""cik"": """", ""name"": ""J.P. Morgan International Bank Ltd  (CIK 0001657964)"", ""date"": ""2019-11-12""}]"
2020Q1,10000,1573,"[{""cik"": """", ""name"": ""Fine Offshore Partners, L.P.  (CIK 0001542406)"", ""date"": ""2020-02-13""}, {""cik"": """", ""name"": ""Citadel Advisors II LLC  (CIK 0001576996)"", ""date"": ""2020-02-14""}, {""cik"": """", ""name"": ""Fine Partners I, L.P.  (CIK 0001313083)"", ""date"": ""2020-02-13""}, {""cik"": """", ""name"": ""BNP PARIBAS ASSET MANAGEMENT FRANCE  (CIK 0001007281)"", ""date"": ""2020-02-11""}, {""cik"": """", ""name"": ""Hilltop Securities Holdings LLC  (CIK 0000878520)"", ""date"": ""2020-02-14""}, {""cik"": """", ""name"": ""KBC Asset Management NV  (CIK 0001411276)"", ""date"": ""2020-02-11""}, {""cik"": """", ""name"": ""BlackRock Life Ltd  (CIK 0001549649)"", ""date"": ""2020-02-13""}, {""cik"": """", ""name"": ""MORGAN STANLEY SMITH BARNEY LLC  (CIK 0001466170)"", ""date"": ""2020-02-14""}, {""cik"": """", ""name"": ""Frost Investment Services, LLC  (CIK 0001768928)"", ""date"": ""2020-02-12""}, {""cik"": """", ""name"": ""TCF FINANCIAL CORP  (CIK 0000019612)"", ""date"": ""2020-02-06""}, {""cik"": """", ""name"": ""Tiedemann Wealth Management Holdings, LLC  (CIK 0001432976)"", ""date"": ""2020-02-04""}, {""cik"": """", ""name"": ""United Capital Financial Partners, Inc  (CIK 0001372312)"", ""date"": ""2020-02-14""}, {""cik"": """", ""name"": ""EnTrust Global Ltd.  (CIK 0001505598)"", ""date"": ""2020-02-14""}, {""cik"": """", ""name"": ""Tembusu Capital Pte. Ltd.  (CIK 0001512449)"", ""date"": ""2020-02-14""}, {""cik"": """", ""name"": ""Itau USA Asset Management Inc.  (CIK 0001541597)"", ""date"": ""2020-02-14""}, {""cik"": """", ""name"": ""CITY NATIONAL ROCHDALE, LLC  (CIK 0001009289)"", ""date"": ""2020-02-14""}, {""cik"": """", ""name"": ""Marathon Trading Group LLC  (CIK 0001633121)"", ""date"": ""2020-02-14""}, {""cik"": """", ""name"": ""BANK OF HAWAII CORP  (BOH, BOH-PA, BOH-PB)  (CIK 0000046195)"", ""date"": ""2020-02-12""}, {""cik"": """", ""name"": ""Johnson Kevin Stuart  (CIK 0001402172)"", ""date"": ""2020-02-11""}, {""cik"": """", ""name"": ""FRANKLIN MUTUAL ADVISERS LLC  (CIK 0001023875)"", ""date"": ""2020-02-12""}, {""cik"": """", ""name"": ""Migdal Insurance Co Ltd  (CIK 0001667119)"", ""date"": ""2020-02-13""}, {""cik"": """", ""name"": ""COLUMN GROUP L P  (CIK 0001347769)"", ""date"": ""2020-02-13""}, {""cik"": """", ""name"": ""MANULIFE INVESTMENT MANAGEMENT (US) LLC  (CIK 0001034182)"", ""date"": ""2020-02-13""}, {""cik"": """", ""name"": ""FRANKLIN ADVISORY SERVICES LLC  (CIK 0001027814)"", ""date"": ""2020-03-11""}, {""cik"": """", ""name"": ""COHEN & STEERS CAPITAL MANAGEMENT INC  (CIK 0000845563)"", ""date"": ""2020-02-14""}]"
2020Q2,10000,1556,"[{""cik"": """", ""name"": ""FIRST HORIZON NATIONAL CORP  (FHN, FHN-PB, FHN-PC, FHN-PE, FHN-PF)  (CIK 0000036966)"", ""date"": ""2020-05-04""}, {""cik"": """", ""name"": ""MARKEL GAYNER ASSET MANAGEMENT CORP  (CIK 0001034180)"", ""date"": ""2020-05-01""}, {""cik"": """", ""name"": ""Barclays Investment Solutions Ltd  (CIK 0001484215)"", ""date"": ""2020-05-13""}, {""cik"": """", ""name"": ""Stifel Trust Company, N.A.  (CIK 0001135986)"", ""date"": ""2020-05-14""}, {""cik"": """", ""name"": ""medical protective CORP  (CIK 0001425158)"", ""date"": ""2020-05-15""}, {""cik"": """", ""name"": ""SunTrust Advisory Services, Inc.  (CIK 0001696868)"", ""date"": ""2020-04-23""}, {""cik"": """", ""name"": ""SA Stone Investment Advisors Inc.  (CIK 0001650393)"", ""date"": ""2020-04-30""}, {""cik"": """", ""name"": ""U.S. BANCORP INVESTMENTS, INC.  (CIK 0000786393)"", ""date"": ""2020-05-13""}, {""cik"": """", ""name"": ""JEFFERIES LLC  (CIK 0001265287)"", ""date"": ""2020-05-15""}, {""cik"": """", ""name"": ""AXA ADVISORS, LLC  (CIK 0000033179)"", ""date"": ""2020-05-15""}, {""cik"": """", ""name"": ""HUNTINGTON BANCSHARES INC/MD  (HBAN, HBANL, HBANM, HBANP)  (CIK 0000049196)"", ""date"": ""2020-05-14""}, {""cik"": """", ""name"": ""Jefferies Financial Products, LLC  (CIK 0001681904)"", ""date"": ""2020-05-15""}, {""cik"": """", ""name"": ""Thakore Nainoor  (CIK 0001731393)"", ""date"": ""2020-05-18""}, {""cik"": """", ""name"": ""Clarfeld Financial Advisors, LLC  (CIK 0001766347)"", ""date"": ""2020-05-08""}, {""cik"": """", ""name"": ""Gervasini Geoffrey Todd  (CIK 0001766675)"", ""date"": ""2020-05-11""}, {""cik"": """", ""name"": ""HSBC Global Asset Management (Hong Kong) Ltd  (CIK 0001455270)"", ""date"": ""2020-04-27""}, {""cik"": """", ""name"": ""BNY Mellon Trust of Delaware  (CIK 0001674787)"", ""date"": ""2020-05-06""}, {""cik"": """", ""name"": ""Eastspring Securities Investment Trust Co. Ltd  (CIK 0001512285)"", ""date"": ""2020-05-04""}, {""cik"": """", ""name"": ""Toor Kanwaljit  (CIK 0001733575)"", ""date"": ""2020-05-14""}, {""cik"": """", ""name"": ""WATSA V PREM ET AL  (CIK 0000938869)"", ""date"": ""2020-05-15""}, {""cik"": """", ""name"": ""Seletar Investments Pte Ltd  (CIK 0001434867)"", ""date"": ""2020-05-15""}, {""cik"": """", ""name"": ""NOVEM  (CIK 0001117699)"", ""date"": ""2020-05-14""}, {""cik"": """", ""name"": ""Wells Richard J.  (CIK 0001733580)"", ""date"": ""2020-05-14""}, {""cik"": """", ""name"": ""Maju Investments (Mauritius) Pte Ltd  (CIK 0001666655)"", ""date"": ""2020-05-15""}, {""cik"": """", ""name"": ""Partner Investment Management, L.P.  (CIK 0001442276)"", ""date"": ""2020-05-15""}]"
2020Q3,10000,1524,"[{""cik"": """", ""name"": ""Clal Pension & Provident Funds Ltd.  (CIK 0001632511)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""Atudot Pension Fund For Employees & Independents Ltd.  (CIK 0001632025)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""Clal Insurance Co Ltd.  (CIK 0001632510)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""Clal Pension & Provident Funds Ltd.  (CIK 0001632511)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""Clal Insurance Co Ltd.  (CIK 0001632510)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""Atudot Pension Fund For Employees & Independents Ltd.  (CIK 0001632025)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""MultiConcept Fund Management S.A.  (CIK 0001540416)"", ""date"": ""2020-08-12""}, {""cik"": """", ""name"": ""BlackRock Investment Management, LLC  (CIK 0001305227)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""GLOBALT Investments  (CIK 0001003553)"", ""date"": ""2020-08-10""}, {""cik"": """", ""name"": ""Ally Insurance Holdings Inc.  (CIK 0001527685)"", ""date"": ""2020-08-13""}, {""cik"": """", ""name"": ""TRIAD HYBRID SOLUTIONS, LLC  (CIK 0001682267)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""PEAK6 Group LLC  (CIK 0001389957)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""Belvedere Advisors LLC  (CIK 0001755386)"", ""date"": ""2020-08-13""}, {""cik"": """", ""name"": ""WealthShield, LLC  (CIK 0001730973)"", ""date"": ""2020-08-13""}, {""cik"": """", ""name"": ""Cohen Ara  (CIK 0001512398)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""SEATOWN CAPITAL PTE. LTD.  (CIK 0001591529)"", ""date"": ""2020-07-21""}, {""cik"": """", ""name"": ""WELLS FARGO BANK N A  (CIK 0000740906)"", ""date"": ""2020-08-13""}, {""cik"": """", ""name"": ""CREDIT AGRICOLE INDOSUEZ WEALTH (GROUP)  (CIK 0001696434)"", ""date"": ""2020-08-13""}, {""cik"": """", ""name"": ""ARBOR POINT ADVISORS, LLC  (CIK 0001642036)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""Bardin Hill Arbitrage UCITS Management LP  (CIK 0001730418)"", ""date"": ""2020-08-14""}, {""cik"": """", ""name"": ""THRIVENT INVESTMENT MANAGEMENT INC  (CIK 0001179396)"", ""date"": ""2020-08-12""}, {""cik"": """", ""name"": ""AmTrust Bermuda I Ltd.  (CIK 0001810661)"", ""date"": ""2020-08-12""}, {""cik"": """", ""name"": ""Sun Life Assurance Co of Canada  (CIK 0001381352)"", ""date"": ""2020-08-12""}, {""cik"": """", ""name"": ""Wells Richard J.  (CIK 0001733580)"", ""date"": ""2020-08-13""}, {""cik"": """", ""name"": ""Tilden Park Capital Management LP  (CIK 0001673553)"", ""date"": ""2020-08-07""}]"
2020Q4,10000,1552,"[{""cik"": """", ""name"": ""Fundlogic Sas  (CIK 0001599632)"", ""date"": ""2020-11-13""}, {""cik"": """", ""name"": ""Atlas Venture Associates VI, L.P.  (CIK 0001292359)"", ""date"": ""2020-11-12""}, {""cik"": """", ""name"": ""Belvedere Advisors LLC  (CIK 0001755386)"", ""date"": ""2020-11-16""}, {""cik"": """", ""name"": ""TCF FINANCIAL CORP  (CIK 0000019612)"", ""date"": ""2020-11-05""}, {""cik"": """", ""name"": ""BlackRock Asset Management Ireland Ltd  (CIK 0001503309)"", ""date"": ""2020-11-06""}, {""cik"": """", ""name"": ""MFS International (U.K.) Ltd.  (CIK 0001442854)"", ""date"": ""2020-11-12""}, {""cik"": """", ""name"": ""SEB Investment Management AB  (CIK 0001667108)"", ""date"": ""2020-11-13""}, {""cik"": """", ""name"": ""Quilter Cheviot Europe Ltd  (CIK 0001802942)"", ""date"": ""2020-11-13""}, {""cik"": """", ""name"": ""Harvest Global Investments Ltd  (CIK 0001640161)"", ""date"": ""2020-11-03""}, {""cik"": """", ""name"": ""AIG Asset Management (U.S.), LLC  (CIK 0001492070)"", ""date"": ""2020-11-04""}, {""cik"": """", ""name"": ""Temasek Life Sciences Private Ltd  (CIK 0001379349)"", ""date"": ""2020-11-16""}, {""cik"": """", ""name"": ""MUFG SECURITIES AMERICAS INC.  (CIK 0000867626)"", ""date"": ""2020-10-15""}, {""cik"": """", ""name"": ""COLUMN GROUP GP, LP  (CIK 0001614627)"", ""date"": ""2020-11-04""}, {""cik"": """", ""name"": ""Raritan Valley Capital Management LLC  (CIK 0001631182)"", ""date"": ""2020-10-01""}, {""cik"": """", ""name"": ""KSM Mutual Funds Ltd.  (CIK 0001812114)"", ""date"": ""2020-11-10""}, {""cik"": """", ""name"": ""TFG Asset Management L.P.  (CIK 0001511278)"", ""date"": ""2020-11-13""}, {""cik"": """", ""name"": ""Polygon Global Partners LP  (CIK 0001511305)"", ""date"": ""2020-11-13""}, {""cik"": """", ""name"": ""Brookfield Asset Management Private Institutional Capital Adviser (Credit), LLC  (CIK 0001621735)"", ""date"": ""2020-11-16""}, {""cik"": """", ""name"": ""BlackRock Japan Co. Ltd  (CIK 0001085635)"", ""date"": ""2020-11-06""}, {""cik"": """", ""name"": ""GLC Asset Management Group Ltd.  (CIK 0001657965)"", ""date"": ""2020-11-13""}, {""cik"": """", ""name"": ""Voya Financial, Inc.  (VOYA, VOYA-PB)  (CIK 0001535929)"", ""date"": ""2020-11-16""}, {""cik"": """", ""name"": ""First Reserve GP XII, LP  (CIK 0001544730)"", ""date"": ""2020-11-16""}, {""cik"": """", ""name"": ""PRUDENTIAL LIFE INSURANCE COMPANY, LTD.  (CIK 0001730802)"", ""date"": ""2020-11-16""}, {""cik"": """", ""name"": ""Comgest Far East Ltd  (CIK 0001762529)"", ""date"": ""2020-11-13""}, {""cik"": """", ""name"": ""Needham Small Cap Growth Fund  (CIK 0001539485)"", ""date"": ""2020-11-16""}]"
2021Q1,10000,1588,"[{""cik"": """", ""name"": ""Swedbank Robur Fonder AB  (CIK 0001547676)"", ""date"": ""2021-01-05""}, {""cik"": """", ""name"": ""BBVA USA  (CIK 0000844928)"", ""date"": ""2021-02-01""}, {""cik"": """", ""name"": ""SAROFIM INTERNATIONAL MANAGEMENT CO  (CIK 0000949665)"", ""date"": ""2021-02-11""}, {""cik"": """", ""name"": ""Maven Investment Partners Ltd  (CIK 0001759004)"", ""date"": ""2021-02-12""}, {""cik"": """", ""name"": ""JOHNSON BANK  (CIK 0000902143)"", ""date"": ""2021-02-12""}, {""cik"": """", ""name"": ""JOHN HANCOCK INVESTMENT MANAGEMENT LLC  (CIK 0001230788)"", ""date"": ""2021-02-02""}, {""cik"": """", ""name"": ""Ally Insurance Holdings Inc.  (CIK 0001527685)"", ""date"": ""2021-02-12""}, {""cik"": """", ""name"": ""Quilter Cheviot Ltd  (CIK 0001802282)"", ""date"": ""2021-02-12""}, {""cik"": """", ""name"": ""SYMPHONY ASSET MANAGEMENT LLC  (CIK 0001030815)"", ""date"": ""2021-02-16""}, {""cik"": """", ""name"": ""Temasek Capital (Private) Ltd  (CIK 0001434866)"", ""date"": ""2021-02-16""}, {""cik"": """", ""name"": ""TMB Asset Management Co., Ltd.  (CIK 0001789152)"", ""date"": ""2021-02-08""}, {""cik"": """", ""name"": ""FIL Investments International  (CIK 0001632425)"", ""date"": ""2021-02-08""}, {""cik"": """", ""name"": ""RBC cees Trustee LTD  (CIK 0001351870)"", ""date"": ""2021-02-01""}, {""cik"": """", ""name"": ""Wilkinson Global Asset Management LLC  (CIK 0001764000)"", ""date"": ""2021-01-26""}, {""cik"": """", ""name"": ""FEDERATED MDTA LLC  (CIK 0001056508)"", ""date"": ""2021-02-12""}, {""cik"": """", ""name"": ""Broken Clock Management, L.L.C.  (CIK 0001609286)"", ""date"": ""2021-02-16""}, {""cik"": """", ""name"": ""SCGF IV MANAGEMENT LP  (CIK 0001447940)"", ""date"": ""2021-02-16""}, {""cik"": """", ""name"": ""Zell Credit Opportunities Master Fund, L.P.  (CIK 0001469407)"", ""date"": ""2021-02-16""}, {""cik"": """", ""name"": ""Deer Park Road Management Company, LP  (CIK 0001655028)"", ""date"": ""2021-02-16""}, {""cik"": """", ""name"": ""LSF9 Cypress Parent 2 LLC  (CIK 0001697284)"", ""date"": ""2021-02-16""}, {""cik"": """", ""name"": ""Migdal Makefet Pension Funds & Provident Funds Ltd  (CIK 0001667118)"", ""date"": ""2021-02-08""}, {""cik"": """", ""name"": ""Centerbridge Special Credit Advisors II, L.L.C  (CIK 0001631018)"", ""date"": ""2021-02-16""}, {""cik"": """", ""name"": ""Coatue FinTech Fund I LP  (CIK 0001831498)"", ""date"": ""2021-02-16""}, {""cik"": """", ""name"": ""DWS Investments Hong Kong Ltd  (CIK 0001767587)"", ""date"": ""2021-02-16""}, {""cik"": """", ""name"": ""Dunearn Investments (Mauritius) Pte Ltd  (CIK 0001512361)"", ""date"": ""2021-02-16""}]"
