week,signal_date,exec_date,n_ranked,n_long,n_short,mean_long,mean_short,factor_return
2023-08-14/2023-08-20,2023-08-18,2023-08-21,481,49,49,0.01223736104227208,-0.0047899682754123825,0.017027329317684463
2023-08-21/2023-08-27,2023-08-25,2023-08-28,481,49,49,0.022343805274387604,0.027853561446601807,-0.005509756172214202
2023-08-28/2023-09-03,2023-09-01,2023-09-05,481,49,49,-0.012508424879749697,-0.020727919739622833,0.008219494859873135
2023-09-04/2023-09-10,2023-09-08,2023-09-11,481,49,49,-0.026749662190815187,-0.005062429377583796,-0.021687232813231393
2023-09-11/2023-09-17,2023-09-15,2023-09-18,481,49,49,-0.047723100470098305,-0.01593363105920823,-0.03178946941089007
2023-09-18/2023-09-24,2023-09-22,2023-09-25,481,49,49,0.012297975512640434,-0.0023475018696418348,0.014645477382282269
2023-09-25/2023-10-01,2023-09-29,2023-10-02,481,49,49,-0.017778526424244368,-0.010208135841533713,-0.0075703905827106555
2023-10-02/2023-10-08,2023-10-06,2023-10-09,481,48,49,0.002171514668682692,0.01981577390429644,-0.01764425923561375
2023-10-09/2023-10-15,2023-10-13,2023-10-16,481,48,49,-0.04548085620494791,-0.021187214654322165,-0.024293641550625748
2023-10-16/2023-10-22,2023-10-20,2023-10-23,481,48,49,-0.009645417102737428,-0.014908817500882392,0.005263400398144965
2023-10-23/2023-10-29,2023-10-27,2023-10-30,481,48,49,0.08235743853735807,0.04895964960833213,0.03339778892902594
2023-10-30/2023-11-05,2023-11-03,2023-11-06,481,49,49,-0.0023686332374344074,-0.019066809216407174,0.016698175978972767
2023-11-06/2023-11-12,2023-11-10,2023-11-13,481,49,49,0.05169019337678964,0.02657745882724206,0.025112734549547575
2023-11-13/2023-11-19,2023-11-17,2023-11-20,481,49,49,0.002608210191068716,0.01719917193643178,-0.014590961745363062
2023-11-20/2023-11-26,2023-11-24,2023-11-27,481,49,49,0.028156125993949625,0.020230057130202105,0.00792606886374752
2023-11-27/2023-12-03,2023-12-01,2023-12-04,481,49,49,-0.009228219586063643,0.017981398954630603,-0.027209618540694244
2023-12-04/2023-12-10,2023-12-08,2023-12-11,481,49,49,0.02520991003105769,0.06812401288186734,-0.042914102850809654
2023-12-11/2023-12-17,2023-12-15,2023-12-18,481,49,49,0.0095179191824377,1.757962193418102e-05,0.009500339560503519
2023-12-18/2023-12-24,2023-12-22,2023-12-26,481,49,49,-0.000963798496709424,-0.002662513889852396,0.0016987153931429717
2023-12-25/2023-12-31,2023-12-29,2024-01-02,481,49,49,-0.0041323417312897825,-0.010447550455433776,0.006315208724143993
2024-01-01/2024-01-07,2024-01-05,2024-01-08,481,49,48,0.02375836087908271,-0.015498939064527864,0.039257299943610574
2024-01-08/2024-01-14,2024-01-12,2024-01-16,481,49,48,0.0229537811281001,0.0027358654763278054,0.020217915651772295
2024-01-15/2024-01-21,2024-01-19,2024-01-22,481,49,48,0.012230800736475549,0.008734397358422153,0.0034964033780533962
2024-01-22/2024-01-28,2024-01-26,2024-01-29,481,49,48,0.016099901120036644,-0.011920391049220588,0.028020292169257232
2024-01-29/2024-02-04,2024-02-02,2024-02-05,481,49,49,0.034208533996560785,0.003521040562175146,0.03068749343438564
2024-02-05/2024-02-11,2024-02-09,2024-02-12,481,49,49,-0.005768764038836992,0.010428144138638615,-0.016196908177475607
2024-02-12/2024-02-18,2024-02-16,2024-02-20,481,49,49,0.03121045543576793,0.01568180385819439,0.015528651577573539
2024-02-19/2024-02-25,2024-02-23,2024-02-26,481,49,49,0.029900653794273025,0.006214079969324508,0.023686573824948518
2024-02-26/2024-03-03,2024-03-01,2024-03-04,481,48,49,0.0003615779051909171,0.0031460259215642878,-0.0027844480163733707
2024-03-04/2024-03-10,2024-03-08,2024-03-11,481,48,49,-0.0007493980814183681,-0.007744558131112507,0.006995160049694139
2024-03-11/2024-03-17,2024-03-15,2024-03-18,481,48,49,0.02262453782981937,0.01259291913050248,0.01003161869931689
2024-03-18/2024-03-24,2024-03-22,2024-03-25,481,48,49,0.01548084081455943,0.025574347333800814,-0.010093506519241385
2024-03-25/2024-03-31,2024-03-28,2024-04-01,481,48,49,-0.015513023239366333,-0.022955424582099714,0.007442401342733381
2024-04-01/2024-04-07,2024-04-05,2024-04-08,481,49,49,-0.020403505784134024,-0.01775208971582884,-0.0026514160683051846
2024-04-08/2024-04-14,2024-04-12,2024-04-15,481,49,49,-0.046028751947305845,-0.00836171106131966,-0.037667040885986186
2024-04-15/2024-04-21,2024-04-19,2024-04-22,481,49,49,0.024002522588814995,0.020571640668293856,0.0034308819205211387
2024-04-22/2024-04-28,2024-04-26,2024-04-29,481,49,49,0.002211849065898645,0.00804668282717982,-0.0058348337612811755
2024-04-29/2024-05-05,2024-05-03,2024-05-06,481,49,49,0.01616844583703203,0.011102229357176203,0.005066216479855827
2024-05-06/2024-05-12,2024-05-10,2024-05-13,481,49,49,0.005355010882455894,0.02104824614290287,-0.015693235260446976
2024-05-13/2024-05-19,2024-05-17,2024-05-20,481,49,49,-0.0017191784550031001,-0.007301902935200047,0.005582724480196946
2024-05-20/2024-05-26,2024-05-24,2024-05-28,481,49,49,-0.008891661915569343,0.007038956551529169,-0.015930618467098513
2024-05-27/2024-06-02,2024-05-31,2024-06-03,481,49,49,-0.020195651648126763,-0.013582190076479397,-0.006613461571647366
2024-06-03/2024-06-09,2024-06-07,2024-06-10,481,49,49,-0.005759813252129853,-0.014097954742300356,0.008338141490170502
2024-06-10/2024-06-16,2024-06-14,2024-06-17,481,49,49,0.021921020609540806,0.009799471722587275,0.01212154888695353
2024-06-17/2024-06-23,2024-06-21,2024-06-24,481,49,49,0.0035700875936160005,-0.010710510838860945,0.014280598432476945
2024-06-24/2024-06-30,2024-06-28,2024-07-01,481,49,49,-0.009616017385254173,0.0066784543503411965,-0.01629447173559537
2024-07-01/2024-07-07,2024-07-05,2024-07-08,481,49,49,0.028183964006339175,0.0297655665406292,-0.0015816025342900268
2024-07-08/2024-07-14,2024-07-12,2024-07-15,481,49,49,-0.011464536949947517,0.001679646869504716,-0.013144183819452234
2024-07-15/2024-07-21,2024-07-19,2024-07-22,481,49,49,0.007597776008111394,0.0027690599492130098,0.004828716058898385
2024-07-22/2024-07-28,2024-07-26,2024-07-29,481,49,49,-0.0841564701492785,-0.05870844285111796,-0.025448027298160543
2024-07-29/2024-08-04,2024-08-02,2024-08-05,481,49,49,0.0922797834806488,-0.004094430190626342,0.09637421367127515
2024-08-05/2024-08-11,2024-08-09,2024-08-12,481,49,49,0.05760490549483793,0.02677717670420866,0.030827728790629273
2024-08-12/2024-08-18,2024-08-16,2024-08-19,481,49,49,0.014437984119453412,0.02813798980527162,-0.013700005685818207
2024-08-19/2024-08-25,2024-08-23,2024-08-26,481,49,49,-0.014659765193096875,-0.006955336617477377,-0.007704428575619498
2024-08-26/2024-09-01,2024-08-30,2024-09-03,481,49,49,-0.05318759962924202,-0.012331255745675663,-0.04085634388356636
2024-09-02/2024-09-08,2024-09-06,2024-09-09,481,49,49,0.03479985417814811,0.020003570825468903,0.014796283352679209
2024-09-09/2024-09-15,2024-09-13,2024-09-16,481,49,49,0.042170650394532785,0.007782128000426599,0.03438852239410618
2024-09-16/2024-09-22,2024-09-20,2024-09-23,481,49,49,0.0009574837320807401,0.0013299603800767791,-0.00037247664799603905
2024-09-23/2024-09-29,2024-09-27,2024-09-30,481,49,49,0.003693767497413379,-0.000900890400745387,0.0045946578981587655
2024-09-30/2024-10-06,2024-10-04,2024-10-07,481,48,48,0.033957443891950656,-0.0014857209294200206,0.03544316482137068
2024-10-07/2024-10-13,2024-10-11,2024-10-14,481,48,48,0.00353477115544254,0.01088215826411387,-0.007347387108671331
2024-10-14/2024-10-20,2024-10-18,2024-10-21,481,48,48,-0.008421011456918355,-0.0030751255503074643,-0.00534588590661089
2024-10-21/2024-10-27,2024-10-25,2024-10-28,481,48,48,-0.027192993164251267,-0.021937688854055948,-0.00525530431019532
2024-10-28/2024-11-03,2024-11-01,2024-11-04,481,49,49,0.0213419919330691,0.06040634545946053,-0.039064353526391433
2024-11-04/2024-11-10,2024-11-08,2024-11-11,481,49,49,-0.04008153512234766,-0.014461834958480102,-0.02561970016386756
2024-11-11/2024-11-17,2024-11-15,2024-11-18,481,49,49,0.05072857059180927,0.029209084112522363,0.021519486479286906
2024-11-18/2024-11-24,2024-11-22,2024-11-25,481,49,49,0.010334512181940505,0.006139528457655942,0.004194983724284563
2024-11-25/2024-12-01,2024-11-29,2024-12-02,481,49,49,-0.00422121476509143,-0.008314013506639954,0.004092798741548524
2024-12-02/2024-12-08,2024-12-06,2024-12-09,481,49,49,-0.00924869597972811,-0.024934857597001356,0.015686161617273243
2024-12-09/2024-12-15,2024-12-13,2024-12-16,481,49,49,-0.026026020200154158,-0.039414185320510164,0.013388165120356007
2024-12-16/2024-12-22,2024-12-20,2024-12-23,481,49,49,-0.004026200966251596,0.0018137678814388574,-0.0058399688476904535
2024-12-23/2024-12-29,2024-12-27,2024-12-30,481,49,49,0.010867292507171162,0.01705310846077414,-0.006185815953602977
2024-12-30/2025-01-05,2025-01-03,2025-01-06,481,50,49,-0.027488624629843413,-0.02266973652850382,-0.004818888101339593
2025-01-06/2025-01-12,2025-01-10,2025-01-13,481,50,49,0.08490450327971821,0.01836688738006198,0.06653761589965623
2025-01-13/2025-01-19,2025-01-17,2025-01-21,481,50,49,-0.01870081977493244,0.014785524943432677,-0.03348634471836512
2025-01-20/2025-01-26,2025-01-24,2025-01-27,481,50,49,-0.024662449673527993,-0.01623826440870043,-0.008424185264827563
2025-01-27/2025-02-02,2025-01-31,2025-02-03,481,50,49,0.032753328161835016,-0.01073419292004156,0.043487521081876576
2025-02-03/2025-02-09,2025-02-07,2025-02-10,481,48,49,-0.013561315557656705,-0.00764204987460662,-0.005919265683050084
2025-02-10/2025-02-16,2025-02-14,2025-02-18,481,48,49,-0.017993778078916233,-0.004470395908207937,-0.013523382170708295
2025-02-17/2025-02-23,2025-02-21,2025-02-24,481,48,49,-0.008656808500698327,-0.00499587034614037,-0.0036609381545579566
2025-02-24/2025-03-02,2025-02-28,2025-03-03,481,48,49,-0.06793798032109812,-0.020994907642696386,-0.046943072678401726
2025-03-03/2025-03-09,2025-03-07,2025-03-10,481,49,49,0.00472438868184928,-0.008490083905648758,0.013214472587498038
2025-03-10/2025-03-16,2025-03-14,2025-03-17,481,49,49,0.04880866744698589,0.011169394471008858,0.03763927297597704
2025-03-17/2025-03-23,2025-03-21,2025-03-24,481,49,49,-0.08097875316439367,-0.018214843594834086,-0.06276390956955957
2025-03-24/2025-03-30,2025-03-28,2025-03-31,481,49,49,-0.1486535835978894,-0.11189842924677655,-0.03675515435111286
2025-03-31/2025-04-06,2025-04-04,2025-04-07,481,49,49,0.1615306760580352,0.061634447575550214,0.09989622848248499
2025-04-07/2025-04-13,2025-04-11,2025-04-14,481,49,49,-0.040989686990238056,-0.0031533074873441036,-0.03783637950289395
2025-04-14/2025-04-20,2025-04-17,2025-04-21,481,49,49,0.09656622266356077,0.021091111669771435,0.07547511099378934
2025-04-21/2025-04-27,2025-04-25,2025-04-28,481,49,49,0.03832283694618032,0.0029943049848880224,0.0353285319612923
2025-04-28/2025-05-04,2025-05-02,2025-05-05,481,49,49,0.03743568776876457,0.04842654283358377,-0.0109908550648192
2025-05-05/2025-05-11,2025-05-09,2025-05-12,481,49,49,0.010573723907753692,0.015782517493301264,-0.005208793585547572
2025-05-12/2025-05-18,2025-05-16,2025-05-19,481,49,49,-0.014180240698700497,0.0007880549727137208,-0.014968295671414217
2025-05-19/2025-05-25,2025-05-23,2025-05-27,481,49,49,-0.0004569508933227652,-0.007578565943317993,0.007121615049995228
2025-05-26/2025-06-01,2025-05-30,2025-06-02,481,49,49,0.01547262450466907,0.03660837730688284,-0.021135752802213775
2025-06-02/2025-06-08,2025-06-06,2025-06-09,481,49,49,0.015756334527841045,-0.00405928455872859,0.019815619086569636
2025-06-09/2025-06-15,2025-06-13,2025-06-16,481,49,49,-0.0036512680354455966,0.005050649036287412,-0.008701917071733008
2025-06-16/2025-06-22,2025-06-20,2025-06-23,481,49,49,0.010759136938528618,0.046312190929867034,-0.035553053991338415
2025-06-23/2025-06-29,2025-06-27,2025-06-30,481,49,49,0.008731971580751683,0.031293595706934636,-0.022561624126182955
2025-06-30/2025-07-06,2025-07-03,2025-07-07,481,49,49,-0.011659607829652599,0.014302921524419638,-0.025962529354072235
2025-07-07/2025-07-13,2025-07-11,2025-07-14,481,49,49,0.010240553903710016,-0.004873235017761413,0.01511378892147143
2025-07-14/2025-07-20,2025-07-18,2025-07-21,481,49,49,0.006161443057657878,0.01855153516634675,-0.012390092108688872
2025-07-21/2025-07-27,2025-07-25,2025-07-28,481,49,49,-0.018310823756425287,-0.026517536198346854,0.008206712441921567
2025-07-28/2025-08-03,2025-08-01,2025-08-04,481,49,49,0.006414518739508372,0.0005173607102117801,0.0058971580292965925
2025-08-04/2025-08-10,2025-08-08,2025-08-11,481,49,49,0.006155515752437287,0.021254510530060763,-0.015098994777623477
2025-08-11/2025-08-17,2025-08-15,2025-08-18,481,49,49,0.012977338757315328,0.01428850417972277,-0.001311165422407442
2025-08-18/2025-08-24,2025-08-22,2025-08-25,481,49,49,-0.006794235671867609,-0.011675212072404479,0.00488097640053687
2025-08-25/2025-08-31,2025-08-29,2025-09-02,481,49,49,0.012354331866956338,0.006101484186056761,0.006252847680899577
2025-09-01/2025-09-07,2025-09-05,2025-09-08,481,49,49,0.030994660221952183,-0.01108804116029495,0.04208270138224714
2025-09-08/2025-09-14,2025-09-12,2025-09-15,481,49,49,0.011147338314654245,-0.009350294961890762,0.020497633276545007
2025-09-15/2025-09-21,2025-09-19,2025-09-22,481,49,49,0.007068199307639086,0.007170702386739107,-0.00010250307910002112
2025-09-22/2025-09-28,2025-09-26,2025-09-29,481,49,49,0.011348320278132418,0.03659867860708911,-0.025250358328956692
2025-09-29/2025-10-05,2025-10-03,2025-10-06,481,49,49,-0.018190973677947867,-0.03751413289917591,0.019323159221228046
2025-10-06/2025-10-12,2025-10-10,2025-10-13,481,49,49,0.01635428289062199,0.013604044457080487,0.0027502384335415034
2025-10-13/2025-10-19,2025-10-17,2025-10-20,481,49,49,0.02585654302978814,0.020341917302989197,0.005514625726798943
2025-10-20/2025-10-26,2025-10-24,2025-10-27,481,49,49,-0.03620184155438351,-0.019482488037785566,-0.016719353516597944
2025-10-27/2025-11-02,2025-10-31,2025-11-03,481,49,49,-0.008402427157762014,-0.0032674981696943937,-0.00513492898806762
2025-11-03/2025-11-09,2025-11-07,2025-11-10,481,49,49,-0.0013631287779446398,0.0026221138609296684,-0.0039852426388743084
2025-11-10/2025-11-16,2025-11-14,2025-11-17,481,49,49,-0.007912590422778693,0.005675207648968332,-0.013587798071747025
2025-11-17/2025-11-23,2025-11-21,2025-11-24,481,49,49,0.02022999054408573,0.02406259089700888,-0.0038326003529231475
2025-11-24/2025-11-30,2025-11-28,2025-12-01,481,49,49,0.012810679435735661,0.018122055665965676,-0.005311376230230015
2025-12-01/2025-12-07,2025-12-05,2025-12-08,481,49,49,0.0037147330182401763,0.027615353788607633,-0.023900620770367455
2025-12-08/2025-12-14,2025-12-12,2025-12-15,481,49,49,0.007919318125803773,-0.010694858971095457,0.01861417709689923
2025-12-15/2025-12-21,2025-12-19,2025-12-22,481,49,49,-0.002594401649180297,0.007728025089856469,-0.010322426739036765
2025-12-22/2025-12-28,2025-12-26,2025-12-29,481,49,49,0.022814144660539853,-0.005469209671570408,0.02828335433211026
2025-12-29/2026-01-04,2026-01-02,2026-01-05,481,48,49,-0.010445519663635881,0.03712602061139714,-0.04757154027503302
2026-01-05/2026-01-11,2026-01-09,2026-01-12,481,48,49,0.019264301964034676,-0.018941765601900716,0.03820606756593539
2026-01-12/2026-01-18,2026-01-16,2026-01-20,481,48,49,0.010311913394911424,0.01171889885588851,-0.0014069854609770859
2026-01-19/2026-01-25,2026-01-23,2026-01-26,481,48,49,-0.009480341610568798,-0.029274652952712202,0.019794311342143406
2026-01-26/2026-02-01,2026-01-30,2026-02-02,481,48,49,0.0278606373040774,0.005604177565944047,0.022256459738133352
2026-02-02/2026-02-08,2026-02-06,2026-02-09,481,49,48,-0.007941103117616838,0.02576569213143744,-0.033706795249054275
2026-02-09/2026-02-15,2026-02-13,2026-02-17,481,49,48,0.003809628678744919,0.007957755417505688,-0.00414812673876077
2026-02-16/2026-02-22,2026-02-20,2026-02-23,481,49,48,-0.008920509459634931,0.004807122906320048,-0.013727632365954978
2026-02-23/2026-03-01,2026-02-27,2026-03-02,481,49,48,-0.032107875639999305,-0.03158940098763094,-0.0005184746523683656
2026-03-02/2026-03-08,2026-03-06,2026-03-09,481,49,49,0.011904731136733404,-0.017140786742346103,0.029045517879079507
2026-03-09/2026-03-15,2026-03-13,2026-03-16,481,49,49,0.0053377158051918635,-0.028966621124837628,0.03430433693002949
2026-03-16/2026-03-22,2026-03-20,2026-03-23,481,49,49,-0.03117029155597812,0.001608975057263995,-0.03277926661324212
2026-03-23/2026-03-29,2026-03-27,2026-03-30,481,49,49,0.0361851619740805,0.0009200903645668113,0.035265071609513685
2026-03-30/2026-04-05,2026-04-02,2026-04-06,481,50,49,0.05515793907489422,-0.04035289685276851,0.09551083592766273
2026-04-06/2026-04-12,2026-04-10,2026-04-13,481,50,49,0.03963873714032021,0.061627196268902625,-0.021988459128582417
2026-04-13/2026-04-19,2026-04-17,2026-04-20,481,50,49,-0.00467322978006409,-0.015642584371803693,0.010969354591739602
2026-04-20/2026-04-26,2026-04-24,2026-04-27,481,50,49,-0.01907940886847702,0.02049346727850209,-0.03957287614697911
2026-04-27/2026-05-03,2026-05-01,2026-05-04,481,49,49,-0.0010362107130901718,0.0206299915404554,-0.021666202253545572
2026-05-04/2026-05-10,2026-05-08,2026-05-11,481,49,49,-0.0021492295823805096,-0.019614696927936874,0.017465467345556363
2026-05-11/2026-05-17,2026-05-15,2026-05-18,481,49,49,0.011895684167752902,0.038017369746435714,-0.026121685578682812
2026-05-18/2026-05-24,2026-05-22,2026-05-26,481,49,49,-0.004010365996634159,0.018153669775983393,-0.022164035772617552
2026-05-25/2026-05-31,2026-05-29,2026-06-01,481,49,49,0.0052782484886216615,-0.007156080261707644,0.012434328750329305
2026-06-01/2026-06-07,2026-06-05,2026-06-08,481,49,49,0.004500315992118318,0.0001537493145425361,0.0043465666775757816
2026-06-08/2026-06-14,2026-06-12,2026-06-15,481,49,49,-0.015011779374409843,-0.04477901448905367,0.02976723511464383
2026-06-15/2026-06-21,2026-06-18,2026-06-22,481,49,49,-0.008247307893559054,0.030496613039978544,-0.038743920933537596
2026-06-22/2026-06-28,2026-06-26,2026-06-29,481,49,49,-0.008679491064077437,0.02228116253377003,-0.030960653597847464
2026-06-29/2026-07-05,2026-07-02,2026-07-06,481,49,50,0.033706900463793966,-0.018243738688417947,0.051950639152211917
2026-07-06/2026-07-12,2026-07-10,2026-07-13,481,49,50,-0.0020860814368971583,-0.012931132922943898,0.010845051486046739
2026-07-13/2026-07-19,2026-07-17,2026-07-20,481,49,50,0.00494756905815391,0.01640685553646594,-0.011459286478312028
2026-07-20/2026-07-26,2026-07-24,2026-07-27,481,49,50,-0.005662440000271784,0.016115159038540185,-0.02177759903881197
2026-07-27/2026-08-02,2026-07-31,2026-08-03,481,49,50,,,
